Date,New Cases,Measured Current Infected,Population,New_Cases_pc,Active_Cases_pc,Closure Policy Name,Policy,nat_retail_recreation_mob,nat_grocery__pharmacy_mob,nat_parks_mob,nat_transit_mob,nat_workplaces_mob,nat_residential_mob,loc_retail_recreation_mob,loc_grocery__pharmacy_mob,loc_parks_mob,loc_transit_mob,loc_workplaces_mob,loc_residential_mob
195,50,1141,2038371,0.024529391362024,0.559760710881385,Starting to Re-Open,5.3,-34,-8,-33,-34,-9,8,-29,-7,-30,-19,-5,7
196,30,1136,2038371,0.014717634817214,0.557307771745183,Starting to Re-Open,5.3,-36,-13,-36,-34,-3,7,-30,-14,-34,-21,3,5
197,140,1169,2038371,0.068682295813667,0.573497170044119,Starting to Re-Open,5.3,-33,-13,-36,-42,-33,14,-31,-13,-32,-24,-30,13
198,132,1211,2038371,0.064757593195743,0.594101858788219,Starting to Re-Open,5.3,-33,-14,-35,-43,-35,14,-30,-13,-32,-21,-31,14
199,135,1243,2038371,0.066229356677465,0.609800669259914,Starting to Re-Open,5.3,-32,-12,-35,-43,-34,14,-29,-12,-31,-18,-30,13
200,110,1280,2038371,0.053964660996453,0.627952418867812,Starting to Re-Open,5.3,-32,-13,-36,-43,-35,14,-31,-15,-36,-22,-31,14
201,99,1278,2038371,0.048568194896807,0.626971243213331,Starting to Re-Open,5.3,-31,-8,-34,-41,-29,14,-29,-8,-34,-22,-27,13
202,82,1293,2038371,0.040228201833719,0.634330060621938,Starting to Re-Open,5.3,-31,-5,-32,-33,-8,8,-27,-5,-31,-17,-4,6
203,60,1288,2038371,0.029435269634429,0.631877121485735,Starting to Re-Open,5.3,-33,-10,-33,-32,-2,6,-27,-10,-31,-19,4,4
204,137,1325,2038371,0.067210532331946,0.650028871093633,Starting to Re-Open,5.3,-29,-7,-33,-40,-32,12,-27,-9,-29,-25,-29,12
205,158,1404,2038371,0.077512876703996,0.688785309445631,Starting to Re-Open,5.3,-27,-7,-30,-40,-34,13,-25,-7,-27,-13,-31,12
206,111,1399,2038371,0.054455248823693,0.686332370309428,Starting to Re-Open,5.3,-29,-8,-31,-41,-34,13,-27,-9,-29,-21,-31,13
207,111,1418,2038371,0.054455248823693,0.695653539026998,Starting to Re-Open,5.3,-29,-9,-32,-41,-34,13,-27,-11,-30,-22,-31,13
208,123,1448,2038371,0.060342302750579,0.710371173844212,Starting to Re-Open,5.3,-32,-9,-34,-41,-30,14,-29,-8,-36,-26,-28,14
209,58,1450,2038371,0.028454093979948,0.711352349498693,Starting to Re-Open,5.3,-32,-7,-34,-34,-10,8,-26,-5,-31,-14,-6,7
210,47,1465,2038371,0.023057627880303,0.7187111669073,Starting to Re-Open,5.3,-34,-12,-36,-35,-4,7,-27,-11,-33,-24,2,5
211,113,1434,2038371,0.055436424478174,0.703502944262845,Starting to Re-Open,5.3,-31,-11,-34,-40,-33,13,-30,-11,-29,-25,-30,13
212,114,1425,2038371,0.055927012305415,0.699087653817681,Starting to Re-Open,5.3,-31,-13,-33,-42,-35,13,-30,-12,-32,-19,-31,13
213,109,1398,2038371,0.053474073169212,0.685841782482188,Starting to Re-Open,5.3,-31,-12,-34,-42,-34,13,-30,-14,-33,-24,-31,13
214,70,1356,2038371,0.034341147906834,0.665237093738088,Scenario C: Containment,6,-31,-12,-35,-41,-34,13,-29,-13,-32,-22,-31,13
215,94,1345,2038371,0.046115255760605,0.659840627638443,Scenario C: Containment,6,-32,-10,-33,-40,-30,13,-29,-8,-34,-23,-28,13
216,35,1299,2038371,0.017170573953417,0.637273587585381,Scenario C: Containment,6,-31,-7,-30,-32,-8,7,-27,-6,-27,-7,-5,5
217,41,1279,2038371,0.02011410091686,0.627461831040571,Scenario C: Containment,6,-32,-10,-31,-32,-2,5,-27,-10,-28,-19,4,4
218,106,1249,2038371,0.052002309687491,0.612744196223357,Scenario C: Containment,6,-27,-5,-31,-37,-30,12,-26,-5,-24,-25,-28,12
219,76,1172,2038371,0.037284674870276,0.57496893352584,Scenario C: Containment,6,-24,1,-27,-40,-31,9,-27,4,-22,-15,-30,8
220,33,1095,2038371,0.016189398298936,0.537193670828323,Scenario C: Containment,6,-41,-20,-38,-62,-61,20,-42,-24,-35,-48,-68,23
221,82,1072,2038371,0.040228201833719,0.525910150801792,Scenario C: Containment,6,-30,-11,-35,-41,-34,13,-30,-13,-30,-22,-32,13
222,78,1032,2038371,0.038265850524757,0.506286637712173,Scenario C: Containment,6,-33,-12,-37,-41,-30,15,-30,-10,-35,-25,-28,14
223,61,1035,2038371,0.029925857461669,0.507758401193895,Scenario C: Containment,6,-31,-7,-34,-33,-9,8,-28,-8,-32,-19,-6,7
224,45,1032,2038371,0.022076452225822,0.506286637712173,Scenario C: Containment,6,-33,-12,-34,-32,-2,6,-28,-12,-31,-17,4,5
225,120,1043,2038371,0.058870539268857,0.511683103811818,Scenario C: Containment,6,-32,-12,-37,-39,-31,13,-31,-12,-30,-24,-29,13
226,107,1035,2038371,0.052492897514731,0.507758401193895,Scenario C: Containment,6,-33,-13,-38,-41,-33,14,-31,-13,-35,-16,-30,13
227,118,1042,2038371,0.057889363614376,0.511192515984578,Scenario C: Containment,6,-34,-12,-40,-42,-32,14,-32,-12,-36,-18,-29,13
228,93,1064,2038371,0.045624667933365,0.521985448183868,Scenario C: Containment,6,-34,-13,-42,-42,-33,14,-32,-15,-37,-18,-29,14
229,90,1069,2038371,0.044152904451643,0.524438387320071,Scenario C: Containment,6,-35,-12,-42,-40,-28,14,-32,-9,-40,-21,-26,14
230,45,1082,2038371,0.022076452225822,0.530816029074197,Scenario C: Containment,6,-33,-7,-39,-32,-6,8,-30,-7,-36,-13,-3,6
231,39,1080,2038371,0.019132925262379,0.529834853419716,Scenario C: Containment,6,-35,-12,-39,-32,-2,6,-30,-11,-36,-10,5,4
232,132,1103,2038371,0.064757593195743,0.541118373446247,Scenario C: Containment,6,-34,-11,-42,-40,-30,13,-33,-11,-35,-22,-27,13
233,114,1143,2038371,0.055927012305415,0.560741886535866,Scenario C: Containment,6,-33,-12,-42,-42,-33,14,-31,-11,-39,-15,-29,13
234,120,1223,2038371,0.058870539268857,0.599988912715104,Scenario C: Containment,6,-29,-4,-39,-38,-32,12,-27,-4,-35,-12,-28,12
235,128,1268,2038371,0.062795241886781,0.622065364940926,Scenario C: Containment,6,-29,-4,-39,-37,-31,12,-28,-6,-35,-11,-28,12
236,106,1298,2038371,0.052002309687491,0.63678299975814,Scenario C: Containment,6,-31,-5,-39,-35,-27,12,-28,-4,-40,0,-25,12
237,57,1294,2038371,0.027963506152707,0.634820648449178,Scenario C: Containment,6,-30,-3,-37,-27,-7,6,-26,-3,-34,10,-4,5
238,45,1293,2038371,0.022076452225822,0.634330060621938,Scenario C: Containment,6,-31,-8,-35,-25,-1,4,-25,-7,-32,9,5,3
239,118,1287,2038371,0.057889363614376,0.631386533658495,Scenario C: Containment,6,-31,-7,-39,-36,-30,11,-30,-7,-34,-1,-27,11
240,110,1293,2038371,0.053964660996453,0.634330060621938,Scenario C: Containment,6,-32,-9,-38,-38,-32,12,-30,-10,-38,9,-28,12
241,116,1288,2038371,0.056908187959896,0.631877121485735,Scenario C: Containment,6,-35,-12,-40,-40,-33,13,-30,-10,-36,-2,-27,12
242,132,1324,2038371,0.064757593195743,0.649538283266393,Scenario C: Containment,6,-32,-11,-38,-39,-31,13,-30,-12,-36,0,-27,13
243,163,1400,2038371,0.079965815840198,0.686822958136669,Scenario C: Containment,6,-34,-11,-38,-38,-27,13,-29,-7,-37,-4,-24,13
244,82,1437,2038371,0.040228201833719,0.704974707744567,Scenario C: Containment,6,-32,-7,-35,-29,-4,7,-28,-6,-34,1,-1,6
245,64,1463,2038371,0.031397620943391,0.717729991252819,Scenario C: Containment,6,-34,-12,-34,-29,1,5,-28,-11,-34,-2,8,4
246,174,1501,2038371,0.085362281939843,0.736372328687957,Scenario C: Containment,6,-34,-11,-39,-38,-30,13,-34,-16,-43,-9,-27,13
247,146,1530,2038371,0.07162582277711,0.750599375677931,Scenario C: Containment,6,-32,-12,-38,-38,-31,13,-30,-10,-36,5,-27,12
248,33,1443,2038371,0.016189398298936,0.70791823470801,Scenario C: Containment,6,-30,-7,-37,-36,-30,13,-28,-8,-35,6,-26,12
,,,,,,,,,,,,,,-26,-6,-35,8,-27,12
,,,,,,,,,,,,,,-27,-2,-39,5,-24,12
,,,,,,,,,,,,,,-25,-3,-33,12,-2,5
,,,,,,,,,,,,,,-25,-8,-32,11,7,3
,,,,,,,,,,,,,,-30,-9,-36,3,-26,12
,,,,,,,,,,,,,,-30,-9,-36,9,-27,13
,,,,,,,,,,,,,,-28,-9,-35,6,-26,12
,,,,,,,,,,,,,,-28,-10,-35,8,-26,13
,,,,,,,,,,,,,,-28,-4,-37,2,-23,12
,,,,,,,,,,,,,,-27,-4,-34,13,-1,6
,,,,,,,,,,,,,,-26,-7,-32,10,9,4
,,,,,,,,,,,,,,-31,-8,-34,0,-24,12
,,,,,,,,,,,,,,-30,-10,-37,8,-26,13
,,,,,,,,,,,,,,-28,-8,-36,6,-25,12
,,,,,,,,,,,,,,-27,-8,-37,7,-26,12
,,,,,,,,,,,,,,-24,-1,-37,3,-23,11
,,,,,,,,,,,,,,-23,3,-31,18,0,4
,,,,,,,,,,,,,,-25,-6,-31,7,8,2
,,,,,,,,,,,,,,-31,-10,-40,-13,-45,16
,,,,,,,,,,,,,,-28,-9,-42,6,-27,12
,,,,,,,,,,,,,,-28,-8,-43,1,-26,13
,,,,,,,,,,,,,,-28,-10,-43,1,-26,13
,,,,,,,,,,,,,,-28,-6,-44,-6,-23,13
,,,,,,,,,,,,,,-25,-6,-40,4,1,6
,,,,,,,,,,,,,,-25,-8,-37,6,9,4
,,,,,,,,,,,,,,-26,-7,-37,-7,-25,12
,,,,,,,,,,,,,,-25,-7,-40,4,-26,12
,,,,,,,,,,,,,,-25,-7,-40,1,-25,12
,,,,,,,,,,,,,,-24,-8,-39,5,-26,12
,,,,,,,,,,,,,,-21,1,-39,7,-23,11
,,,,,,,,,,,,,,-19,1,-34,18,0,3
,,,,,,,,,,,,,,-17,-4,-29,8,11,2
,,,,,,,,,,,,,,-22,-3,-33,-15,-62,18
,,,,,,,,,,,,,,-25,-6,-42,8,-26,12
,,,,,,,,,,,,,,-25,-7,-43,1,-26,12
,,,,,,,,,,,,,,-24,-8,-41,1,-26,13
,,,,,,,,,,,,,,-24,-3,-43,1,-23,13
,,,,,,,,,,,,,,-25,-5,-41,6,2,7
,,,,,,,,,,,,,,-23,-8,-39,7,11,4
,,,,,,,,,,,,,,-29,-8,-40,-5,-25,12
,,,,,,,,,,,,,,-27,-9,-40,4,-26,12
,,,,,,,,,,,,,,-27,-8,-40,-1,-25,12
,,,,,,,,,,,,,,-27,-9,-39,-1,-26,13
,,,,,,,,,,,,,,-26,-3,-41,-6,-23,13
,,,,,,,,,,,,,,-24,-1,-38,11,3,6
,,,,,,,,,,,,,,-32,-6,-37,10,8,5
,,,,,,,,,,,,,,-25,-2,-39,-5,-24,12
,,,,,,,,,,,,,,-24,-2,-38,6,-25,12
,,,,,,,,,,,,,,-24,-2,-38,-1,-24,12
,,,,,,,,,,,,,,-25,-5,-38,-2,-24,13
,,,,,,,,,,,,,,-26,-1,-41,-2,-22,13
,,,,,,,,,,,,,,-23,0,-38,8,3,6
,,,,,,,,,,,,,,-33,-8,-40,8,7,5
,,,,,,,,,,,,,,-26,-3,-38,-5,-24,12
,,,,,,,,,,,,,,-26,-6,-39,0,-24,13
,,,,,,,,,,,,,,-24,-4,-37,-3,-24,12
,,,,,,,,,,,,,,-24,-4,-36,-1,-24,12
,,,,,,,,,,,,,,-24,2,-38,-5,-22,12
,,,,,,,,,,,,,,-23,1,-35,1,-4,6
,,,,,,,,,,,,,,-30,-5,-33,7,9,5
,,,,,,,,,,,,,,-23,-1,-32,-6,-24,11
,,,,,,,,,,,,,,-18,3,-32,5,-25,11
,,,,,,,,,,,,,,-16,5,-31,3,-24,11
,,,,,,,,,,,,,,-17,4,-31,7,-25,11
,,,,,,,,,,,,,,-21,5,-36,1,-22,11
,,,,,,,,,,,,,,-19,5,-32,15,4,4
,,,,,,,,,,,,,,-27,-1,-30,17,12,4
,,,,,,,,,,,,,,-21,6,-26,-1,-28,11
,,,,,,,,,,,,,,-17,10,-28,11,-30,11
,,,,,,,,,,,,,,-13,21,-26,20,-31,9
,,,,,,,,,,,,,,-25,18,-34,-1,-47,10
,,,,,,,,,,,,,,-73,-49,-61,-59,-78,27
,,,,,,,,,,,,,,-43,-20,-44,-19,-23,12
,,,,,,,,,,,,,,-42,-18,-39,5,4,6
,,,,,,,,,,,,,,-27,-3,-31,-11,-38,14
,,,,,,,,,,,,,,-24,1,-31,-4,-39,15
,,,,,,,,,,,,,,-19,10,-31,-1,-39,13
,,,,,,,,,,,,,,-27,16,-36,-9,-49,12
,,,,,,,,,,,,,,-72,-49,-57,-62,-78,28
,,,,,,,,,,,,,,-40,-18,-42,-15,-24,13
,,,,,,,,,,,,,,-37,-13,-38,25,5,6
,,,,,,,,,,,,,,-23,3,-28,-2,-29,12
,,,,,,,,,,,,,,-17,13,-26,10,-29,11
,,,,,,,,,,,,,,-28,-2,-39,0,-28,13
,,,,,,,,,,,,,,-32,-10,-42,1,-29,15
,,,,,,,,,,,,,,-35,-8,-46,-13,-26,17
,,,,,,,,,,,,,,-34,-10,-49,-6,-1,10
,,,,,,,,,,,,,,-40,-11,-43,-5,4,8
,,,,,,,,,,,,,,-33,-10,-40,-4,-26,14
,,,,,,,,,,,,,,-35,-12,-43,-1,-29,14
,,,,,,,,,,,,,,-36,-13,-46,-8,-30,13
,,,,,,,,,,,,,,-38,-16,-49,-14,-33,14
,,,,,,,,,,,,,,-37,-11,-50,-19,-30,14
,,,,,,,,,,,,,,-36,-12,-49,-11,-8,8
,,,,,,,,,,,,,,-43,-15,-48,-13,-3,6
,,,,,,,,,,,,,,-36,-13,-44,-15,-31,13
,,,,,,,,,,,,,,-37,-15,-47,-9,-33,13
,,,,,,,,,,,,,,-37,-16,-49,-14,-32,14
,,,,,,,,,,,,,,-37,-16,-47,-11,-32,14
,,,,,,,,,,,,,,-39,-12,-50,-19,-29,15
,,,,,,,,,,,,,,-37,-14,-49,-11,-6,9
,,,,,,,,,,,,,,-44,-17,-47,-15,-1,7
,,,,,,,,,,,,,,-38,-14,-43,-13,-30,13
,,,,,,,,,,,,,,-37,-15,-45,-8,-32,14
,,,,,,,,,,,,,,-37,-15,-47,-12,-31,14
,,,,,,,,,,,,,,-37,-16,-49,-12,-31,15
,,,,,,,,,,,,,,-34,-6,-48,-12,-28,14
,,,,,,,,,,,,,,-32,-7,-46,5,-4,7
,,,,,,,,,,,,,,-40,-12,-44,-13,2,5
,,,,,,,,,,,,,,-36,-8,-44,-30,-64,20
,,,,,,,,,,,,,,-34,-11,-45,-4,-29,11
,,,,,,,,,,,,,,-35,-13,-46,-14,-30,13
,,,,,,,,,,,,,,-36,-14,-47,-14,-30,14
,,,,,,,,,,,,,,-36,-8,-50,-18,-27,14
,,,,,,,,,,,,,,-35,-11,-48,-7,-3,8
,,,,,,,,,,,,,,-43,-14,-48,-14,2,6
,,,,,,,,,,,,,,-36,-12,-45,-13,-28,12
,,,,,,,,,,,,,,-34,-13,-46,-7,-29,13
,,,,,,,,,,,,,,-34,-11,-45,-10,-28,13
,,,,,,,,,,,,,,-35,-12,-47,-9,-29,13
,,,,,,,,,,,,,,-34,-6,-51,-12,-26,13
,,,,,,,,,,,,,,-30,-4,-44,0,-2,6
,,,,,,,,,,,,,,-33,-4,-36,0,6,4
,,,,,,,,,,,,,,-29,-4,-42,-10,-27,10
,,,,,,,,,,,,,,-29,-7,-45,-3,-28,11
,,,,,,,,,,,,,,-29,-6,-41,-6,-27,11
,,,,,,,,,,,,,,-29,-8,-47,-1,-28,12
,,,,,,,,,,,,,,-29,-6,-54,-6,-25,13
,,,,,,,,,,,,,,-25,-3,-48,7,-2,6
,,,,,,,,,,,,,,-29,-9,-43,5,8,3
,,,,,,,,,,,,,,-29,-8,-48,-5,-25,11
,,,,,,,,,,,,,,-28,-9,-48,0,-26,11
,,,,,,,,,,,,,,-27,-8,-46,-7,-26,11
,,,,,,,,,,,,,,-27,-8,-47,-4,-26,12
,,,,,,,,,,,,,,-27,-1,-50,-7,-23,11
,,,,,,,,,,,,,,-22,2,-45,2,0,4
,,,,,,,,,,,,,,-25,-2,-40,3,11,2
,,,,,,,,,,,,,,-27,-2,-45,-9,-25,10
,,,,,,,,,,,,,,-28,-7,-48,-6,-27,11
,,,,,,,,,,,,,,-26,-4,-45,3,-26,11
,,,,,,,,,,,,,,-27,-6,-45,0,-26,11
,,,,,,,,,,,,,,-28,-1,-49,-7,-23,11
,,,,,,,,,,,,,,-24,0,-45,1,-1,5
