Region,Codigo region,Publicacion,Semana Epidemiologica,Casos confirmados
Desconocido O’Higgins,06,2020-08-03,SE29,3.0
Desconocido Maule,07,2020-08-03,SE29,3.0
Desconocido Nuble,16,2020-08-03,SE29,0.0
Desconocido Biobio,08,2020-08-03,SE29,11.0
Desconocido Araucania,09,2020-08-03,SE29,0.0
Desconocido Los Rios,14,2020-08-03,SE29,0.0
Desconocido Los Lagos,10,2020-08-03,SE29,4.0
Desconocido Aysen,11,2020-08-03,SE29,0.0
Desconocido Magallanes,12,2020-08-03,SE29,1.0
Desconocido SEREMI,0,2020-08-03,SE29,0.0
Arica y Parinacota,15,2020-06-19,SE29,0.0
Tarapacá,01,2020-06-19,SE29,0.0
Antofagasta,02,2020-06-19,SE29,0.0
Atacama,03,2020-06-19,SE29,0.0
Coquimbo,04,2020-06-19,SE29,0.0
Valparaíso,05,2020-06-19,SE29,0.0
Metropolitana,13,2020-06-19,SE29,0.0
O’Higgins,06,2020-06-19,SE29,0.0
Maule,07,2020-06-19,SE29,0.0
Ñuble,16,2020-06-19,SE29,0.0
Biobío,08,2020-06-19,SE29,0.0
Araucanía,09,2020-06-19,SE29,0.0
Los Ríos,14,2020-06-19,SE29,0.0
Los Lagos,10,2020-06-19,SE29,0.0
Aysén,11,2020-06-19,SE29,0.0
Magallanes,12,2020-06-19,SE29,0.0
Desconocido SEREMI,0,2020-06-19,SE29,0.0
Arica y Parinacota,15,2020-06-23,SE29,0.0
Tarapacá,01,2020-06-23,SE29,0.0
Antofagasta,02,2020-06-23,SE29,0.0
Atacama,03,2020-06-23,SE29,0.0
Coquimbo,04,2020-06-23,SE29,0.0
Valparaíso,05,2020-06-23,SE29,0.0
Metropolitana,13,2020-06-23,SE29,0.0
O’Higgins,06,2020-06-23,SE29,0.0
Maule,07,2020-06-23,SE29,0.0
Ñuble,16,2020-06-23,SE29,0.0
Biobío,08,2020-06-23,SE29,0.0
Araucanía,09,2020-06-23,SE29,0.0
Los Ríos,14,2020-06-23,SE29,0.0
Los Lagos,10,2020-06-23,SE29,0.0
Aysén,11,2020-06-23,SE29,0.0
Magallanes,12,2020-06-23,SE29,0.0
Desconocido SEREMI,0,2020-06-23,SE29,0.0
Desconocido Arica y Parinacota,15,2020-07-24,SE29,1.0
Desconocido Tarapaca,01,2020-07-24,SE29,36.0
Desconocido Antofagasta,02,2020-07-24,SE29,36.0
Desconocido Atacama,03,2020-07-24,SE29,1.0
Desconocido Coquimbo,04,2020-07-24,SE29,19.0
Desconocido Valparaiso,05,2020-07-24,SE29,35.0
Desconocido Metropolitana,13,2020-07-24,SE29,249.0
Desconocido O’Higgins,06,2020-07-24,SE29,3.0
Desconocido Maule,07,2020-07-24,SE29,3.0
Desconocido Nuble,16,2020-07-24,SE29,0.0
Desconocido Biobio,08,2020-07-24,SE29,11.0
Desconocido Araucania,09,2020-07-24,SE29,0.0
Desconocido Los Rios,14,2020-07-24,SE29,0.0
Desconocido Los Lagos,10,2020-07-24,SE29,7.0
Desconocido Aysen,11,2020-07-24,SE29,0.0
Desconocido Magallanes,12,2020-07-24,SE29,0.0
Desconocido SEREMI,0,2020-07-24,SE29,1.0
Desconocido Arica y Parinacota,15,2020-08-14,SE29,2.0
Desconocido Tarapaca,01,2020-08-14,SE29,33.0
Desconocido Antofagasta,02,2020-08-14,SE29,24.0
Desconocido Atacama,03,2020-08-14,SE29,3.0
Desconocido Coquimbo,04,2020-08-14,SE29,12.0
Desconocido Valparaiso,05,2020-08-14,SE29,23.0
Desconocido Metropolitana,13,2020-08-14,SE29,173.0
Desconocido O’Higgins,06,2020-08-14,SE29,3.0
Desconocido Maule,07,2020-08-14,SE29,3.0
Desconocido Nuble,16,2020-08-14,SE29,0.0
Desconocido Biobio,08,2020-08-14,SE29,11.0
Desconocido Araucania,09,2020-08-14,SE29,0.0
Desconocido Los Rios,14,2020-08-14,SE29,0.0
Desconocido Los Lagos,10,2020-08-14,SE29,4.0
Desconocido Aysen,11,2020-08-14,SE29,0.0
Desconocido Magallanes,12,2020-08-14,SE29,0.0
Desconocido SEREMI,0,2020-08-14,SE29,0.0
Arica y Parinacota,15,2020-05-18,SE29,0.0
Tarapacá,01,2020-05-18,SE29,0.0
Antofagasta,02,2020-05-18,SE29,0.0
Atacama,03,2020-05-18,SE29,0.0
Coquimbo,04,2020-05-18,SE29,0.0
Valparaíso,05,2020-05-18,SE29,0.0
Metropolitana,13,2020-05-18,SE29,0.0
O’Higgins,06,2020-05-18,SE29,0.0
Maule,07,2020-05-18,SE29,0.0
Ñuble,16,2020-05-18,SE29,0.0
Biobío,08,2020-05-18,SE29,0.0
Araucanía,09,2020-05-18,SE29,0.0
Los Ríos,14,2020-05-18,SE29,0.0
Los Lagos,10,2020-05-18,SE29,0.0
Aysén,11,2020-05-18,SE29,0.0
Magallanes,12,2020-05-18,SE29,0.0
Desconocido Arica y Parinacota,15,2020-08-21,SE29,2.0
Desconocido Tarapaca,01,2020-08-21,SE29,33.0
Desconocido Antofagasta,02,2020-08-21,SE29,24.0
Desconocido Atacama,03,2020-08-21,SE29,3.0
Desconocido Coquimbo,04,2020-08-21,SE29,12.0
Desconocido Valparaiso,05,2020-08-21,SE29,23.0
Desconocido Metropolitana,13,2020-08-21,SE29,162.0
Desconocido O’Higgins,06,2020-08-21,SE29,3.0
Desconocido Maule,07,2020-08-21,SE29,1.0
Desconocido Nuble,16,2020-08-21,SE29,0.0
Desconocido Biobio,08,2020-08-21,SE29,11.0
Desconocido Araucania,09,2020-08-21,SE29,0.0
Desconocido Los Rios,14,2020-08-21,SE29,0.0
Desconocido Los Lagos,10,2020-08-21,SE29,4.0
Desconocido Aysen,11,2020-08-21,SE29,0.0
Desconocido Magallanes,12,2020-08-21,SE29,0.0
Desconocido SEREMI,0,2020-08-21,SE29,0.0
Desconocido Arica y Parinacota,15,2020-07-27,SE30,3.0
Desconocido Tarapaca,01,2020-07-27,SE30,32.0
Desconocido Antofagasta,02,2020-07-27,SE30,19.0
Desconocido Atacama,03,2020-07-27,SE30,1.0
Desconocido Coquimbo,04,2020-07-27,SE30,13.0
Desconocido Valparaiso,05,2020-07-27,SE30,45.0
Desconocido Metropolitana,13,2020-07-27,SE30,328.0
Desconocido O’Higgins,06,2020-07-27,SE30,6.0
Desconocido Maule,07,2020-07-27,SE30,11.0
Desconocido Nuble,16,2020-07-27,SE30,2.0
Desconocido Biobio,08,2020-07-27,SE30,26.0
Desconocido Araucania,09,2020-07-27,SE30,1.0
Desconocido Los Rios,14,2020-07-27,SE30,0.0
Desconocido Los Lagos,10,2020-07-27,SE30,11.0
Desconocido Aysen,11,2020-07-27,SE30,0.0
Desconocido Magallanes,12,2020-07-27,SE30,1.0
Desconocido SEREMI,0,2020-07-27,SE30,1.0
Desconocido Arica y Parinacota,15,2020-07-31,SE30,3.0
Desconocido Tarapaca,01,2020-07-31,SE30,40.0
Desconocido Antofagasta,02,2020-07-31,SE30,22.0
Desconocido Atacama,03,2020-07-31,SE30,2.0
Desconocido Coquimbo,04,2020-07-31,SE30,7.0
Desconocido Valparaiso,05,2020-07-31,SE30,25.0
Desconocido Metropolitana,13,2020-07-31,SE30,249.0
Desconocido O’Higgins,06,2020-07-31,SE30,7.0
Desconocido Maule,07,2020-07-31,SE30,5.0
Desconocido Nuble,16,2020-07-31,SE30,0.0
Desconocido Biobio,08,2020-07-31,SE30,18.0
Desconocido Araucania,09,2020-07-31,SE30,0.0
Desconocido Los Rios,14,2020-07-31,SE30,0.0
Desconocido Los Lagos,10,2020-07-31,SE30,9.0
Desconocido Aysen,11,2020-07-31,SE30,0.0
Desconocido Magallanes,12,2020-07-31,SE30,1.0
Desconocido SEREMI,0,2020-07-31,SE30,0.0
Arica y Parinacota,15,2020-05-08,SE30,0.0
Tarapacá,01,2020-05-08,SE30,0.0
Antofagasta,02,2020-05-08,SE30,0.0
Atacama,03,2020-05-08,SE30,0.0
Coquimbo,04,2020-05-08,SE30,0.0
Valparaíso,05,2020-05-08,SE30,0.0
Metropolitana,13,2020-05-08,SE30,0.0
O’Higgins,06,2020-05-08,SE30,0.0
Maule,07,2020-05-08,SE30,0.0
Ñuble,16,2020-05-08,SE30,0.0
Biobío,08,2020-05-08,SE30,0.0
Araucanía,09,2020-05-08,SE30,0.0
Los Ríos,14,2020-05-08,SE30,0.0
Los Lagos,10,2020-05-08,SE30,0.0
Aysén,11,2020-05-08,SE30,0.0
Magallanes,12,2020-05-08,SE30,0.0
Desconocido Arica y Parinacota,15,2020-07-20,SE30,0.0
Desconocido Tarapaca,01,2020-07-20,SE30,0.0
Desconocido Antofagasta,02,2020-07-20,SE30,0.0
Desconocido Atacama,03,2020-07-20,SE30,0.0
Desconocido Coquimbo,04,2020-07-20,SE30,0.0
Desconocido Valparaiso,05,2020-07-20,SE30,0.0
Desconocido Metropolitana,13,2020-07-20,SE30,0.0
Desconocido O’Higgins,06,2020-07-20,SE30,0.0
Desconocido Maule,07,2020-07-20,SE30,0.0
Desconocido Nuble,16,2020-07-20,SE30,0.0
Desconocido Biobio,08,2020-07-20,SE30,0.0
Desconocido Araucania,09,2020-07-20,SE30,0.0
Desconocido Los Rios,14,2020-07-20,SE30,0.0
Desconocido Los Lagos,10,2020-07-20,SE30,0.0
Desconocido Aysen,11,2020-07-20,SE30,0.0
Desconocido Magallanes,12,2020-07-20,SE30,0.0
Desconocido SEREMI,0,2020-07-20,SE30,0.0
Arica y Parinacota,15,2020-06-15,SE30,0.0
Tarapacá,01,2020-06-15,SE30,0.0
Antofagasta,02,2020-06-15,SE30,0.0
Atacama,03,2020-06-15,SE30,0.0
Coquimbo,04,2020-06-15,SE30,0.0
Valparaíso,05,2020-06-15,SE30,0.0
Metropolitana,13,2020-06-15,SE30,0.0
O’Higgins,06,2020-06-15,SE30,0.0
Maule,07,2020-06-15,SE30,0.0
Ñuble,16,2020-06-15,SE30,0.0
Biobío,08,2020-06-15,SE30,0.0
Araucanía,09,2020-06-15,SE30,0.0
Los Ríos,14,2020-06-15,SE30,0.0
Los Lagos,10,2020-06-15,SE30,0.0
Aysén,11,2020-06-15,SE30,0.0
Magallanes,12,2020-06-15,SE30,0.0
Desconocido Arica y Parinacota,15,2020-07-10,SE30,0.0
Desconocido Tarapaca,01,2020-07-10,SE30,0.0
Desconocido Antofagasta,02,2020-07-10,SE30,0.0
Desconocido Atacama,03,2020-07-10,SE30,0.0
Desconocido Coquimbo,04,2020-07-10,SE30,0.0
Desconocido Valparaiso,05,2020-07-10,SE30,0.0
Desconocido Metropolitana,13,2020-07-10,SE30,0.0
Desconocido O’Higgins,06,2020-07-10,SE30,0.0
Desconocido Maule,07,2020-07-10,SE30,0.0
Desconocido Nuble,16,2020-07-10,SE30,0.0
Desconocido Biobio,08,2020-07-10,SE30,0.0
Desconocido Araucania,09,2020-07-10,SE30,0.0
Desconocido Los Rios,14,2020-07-10,SE30,0.0
Desconocido Los Lagos,10,2020-07-10,SE30,0.0
Desconocido Aysen,11,2020-07-10,SE30,0.0
Desconocido Magallanes,12,2020-07-10,SE30,0.0
Desconocido SEREMI,0,2020-07-10,SE30,0.0
Arica y Parinacota,15,2020-05-25,SE30,0.0
Tarapacá,01,2020-05-25,SE30,0.0
Antofagasta,02,2020-05-25,SE30,0.0
Atacama,03,2020-05-25,SE30,0.0
Coquimbo,04,2020-05-25,SE30,0.0
Valparaíso,05,2020-05-25,SE30,0.0
Metropolitana,13,2020-05-25,SE30,0.0
O’Higgins,06,2020-05-25,SE30,0.0
Maule,07,2020-05-25,SE30,0.0
Ñuble,16,2020-05-25,SE30,0.0
Biobío,08,2020-05-25,SE30,0.0
Araucanía,09,2020-05-25,SE30,0.0
Los Ríos,14,2020-05-25,SE30,0.0
Los Lagos,10,2020-05-25,SE30,0.0
Aysén,11,2020-05-25,SE30,0.0
Magallanes,12,2020-05-25,SE30,0.0
Desconocido Arica y Parinacota,15,2020-08-28,SE30,3.0
Desconocido Tarapaca,01,2020-08-28,SE30,35.0
Desconocido Antofagasta,02,2020-08-28,SE30,21.0
Desconocido Atacama,03,2020-08-28,SE30,2.0
Desconocido Coquimbo,04,2020-08-28,SE30,1.0
Desconocido Valparaiso,05,2020-08-28,SE30,11.0
Desconocido Metropolitana,13,2020-08-28,SE30,92.0
Desconocido O’Higgins,06,2020-08-28,SE30,5.0
Desconocido Maule,07,2020-08-28,SE30,0.0
Desconocido Nuble,16,2020-08-28,SE30,0.0
Desconocido Biobio,08,2020-08-28,SE30,10.0
Desconocido Araucania,09,2020-08-28,SE30,0.0
Desconocido Los Rios,14,2020-08-28,SE30,0.0
Desconocido Los Lagos,10,2020-08-28,SE30,2.0
Desconocido Aysen,11,2020-08-28,SE30,0.0
Desconocido Magallanes,12,2020-08-28,SE30,1.0
Desconocido SEREMI,0,2020-08-28,SE30,0.0
Arica y Parinacota,15,2020-06-12,SE30,0.0
Tarapacá,01,2020-06-12,SE30,0.0
Antofagasta,02,2020-06-12,SE30,0.0
Atacama,03,2020-06-12,SE30,0.0
Coquimbo,04,2020-06-12,SE30,0.0
Valparaíso,05,2020-06-12,SE30,0.0
Metropolitana,13,2020-06-12,SE30,0.0
O’Higgins,06,2020-06-12,SE30,0.0
Maule,07,2020-06-12,SE30,0.0
Ñuble,16,2020-06-12,SE30,0.0
Biobío,08,2020-06-12,SE30,0.0
Araucanía,09,2020-06-12,SE30,0.0
Los Ríos,14,2020-06-12,SE30,0.0
Los Lagos,10,2020-06-12,SE30,0.0
Aysén,11,2020-06-12,SE30,0.0
Magallanes,12,2020-06-12,SE30,0.0
Arica y Parinacota,15,2020-05-11,SE30,0.0
Tarapacá,01,2020-05-11,SE30,0.0
Antofagasta,02,2020-05-11,SE30,0.0
Atacama,03,2020-05-11,SE30,0.0
Coquimbo,04,2020-05-11,SE30,0.0
Valparaíso,05,2020-05-11,SE30,0.0
Metropolitana,13,2020-05-11,SE30,0.0
O’Higgins,06,2020-05-11,SE30,0.0
Maule,07,2020-05-11,SE30,0.0
Ñuble,16,2020-05-11,SE30,0.0
Biobío,08,2020-05-11,SE30,0.0
Araucanía,09,2020-05-11,SE30,0.0
Los Ríos,14,2020-05-11,SE30,0.0
Los Lagos,10,2020-05-11,SE30,0.0
Aysén,11,2020-05-11,SE30,0.0
Magallanes,12,2020-05-11,SE30,0.0
Desconocido Arica y Parinacota,15,2020-08-10,SE30,3.0
Desconocido Tarapaca,01,2020-08-10,SE30,35.0
Desconocido Antofagasta,02,2020-08-10,SE30,21.0
Desconocido Atacama,03,2020-08-10,SE30,2.0
Desconocido Coquimbo,04,2020-08-10,SE30,1.0
Desconocido Valparaiso,05,2020-08-10,SE30,17.0
Desconocido Metropolitana,13,2020-08-10,SE30,147.0
Desconocido O’Higgins,06,2020-08-10,SE30,6.0
Desconocido Maule,07,2020-08-10,SE30,5.0
Desconocido Nuble,16,2020-08-10,SE30,0.0
Desconocido Biobio,08,2020-08-10,SE30,12.0
Desconocido Araucania,09,2020-08-10,SE30,0.0
Desconocido Los Rios,14,2020-08-10,SE30,0.0
Desconocido Los Lagos,10,2020-08-10,SE30,3.0
Desconocido Aysen,11,2020-08-10,SE30,0.0
Desconocido Magallanes,12,2020-08-10,SE30,1.0
Desconocido SEREMI,0,2020-08-10,SE30,0.0
Desconocido Arica y Parinacota,15,2020-07-17,SE30,0.0
Desconocido Tarapaca,01,2020-07-17,SE30,0.0
Desconocido Antofagasta,02,2020-07-17,SE30,0.0
Desconocido Atacama,03,2020-07-17,SE30,0.0
Desconocido Coquimbo,04,2020-07-17,SE30,0.0
Desconocido Valparaiso,05,2020-07-17,SE30,0.0
Desconocido Metropolitana,13,2020-07-17,SE30,0.0
Desconocido O’Higgins,06,2020-07-17,SE30,0.0
Desconocido Maule,07,2020-07-17,SE30,0.0
Desconocido Nuble,16,2020-07-17,SE30,0.0
Desconocido Biobio,08,2020-07-17,SE30,0.0
Desconocido Araucania,09,2020-07-17,SE30,0.0
Desconocido Los Rios,14,2020-07-17,SE30,0.0
Desconocido Los Lagos,10,2020-07-17,SE30,0.0
Desconocido Aysen,11,2020-07-17,SE30,0.0
Desconocido Magallanes,12,2020-07-17,SE30,0.0
Desconocido SEREMI,0,2020-07-17,SE30,0.0
Arica y Parinacota,15,2020-05-04,SE30,0.0
Tarapacá,01,2020-05-04,SE30,0.0
Antofagasta,02,2020-05-04,SE30,0.0
Atacama,03,2020-05-04,SE30,0.0
Coquimbo,04,2020-05-04,SE30,0.0
Valparaíso,05,2020-05-04,SE30,0.0
Metropolitana,13,2020-05-04,SE30,0.0
O’Higgins,06,2020-05-04,SE30,0.0
Maule,07,2020-05-04,SE30,0.0
Ñuble,16,2020-05-04,SE30,0.0
Biobío,08,2020-05-04,SE30,0.0
Araucanía,09,2020-05-04,SE30,0.0
Los Ríos,14,2020-05-04,SE30,0.0
Los Lagos,10,2020-05-04,SE30,0.0
Aysén,11,2020-05-04,SE30,0.0
Magallanes,12,2020-05-04,SE30,0.0
Arica y Parinacota,15,2020-05-22,SE30,0.0
Tarapacá,01,2020-05-22,SE30,0.0
Antofagasta,02,2020-05-22,SE30,0.0
Atacama,03,2020-05-22,SE30,0.0
Coquimbo,04,2020-05-22,SE30,0.0
Valparaíso,05,2020-05-22,SE30,0.0
Metropolitana,13,2020-05-22,SE30,0.0
O’Higgins,06,2020-05-22,SE30,0.0
Maule,07,2020-05-22,SE30,0.0
Ñuble,16,2020-05-22,SE30,0.0
Biobío,08,2020-05-22,SE30,0.0
Araucanía,09,2020-05-22,SE30,0.0
Los Ríos,14,2020-05-22,SE30,0.0
Los Lagos,10,2020-05-22,SE30,0.0
Aysén,11,2020-05-22,SE30,0.0
Magallanes,12,2020-05-22,SE30,0.0
Arica y Parinacota,15,2020-05-29,SE30,0.0
Tarapacá,01,2020-05-29,SE30,0.0
Antofagasta,02,2020-05-29,SE30,0.0
Atacama,03,2020-05-29,SE30,0.0
Coquimbo,04,2020-05-29,SE30,0.0
Valparaíso,05,2020-05-29,SE30,0.0
Metropolitana,13,2020-05-29,SE30,0.0
O’Higgins,06,2020-05-29,SE30,0.0
Maule,07,2020-05-29,SE30,0.0
Ñuble,16,2020-05-29,SE30,0.0
Biobío,08,2020-05-29,SE30,0.0
Araucanía,09,2020-05-29,SE30,0.0
Los Ríos,14,2020-05-29,SE30,0.0
Los Lagos,10,2020-05-29,SE30,0.0
Aysén,11,2020-05-29,SE30,0.0
Magallanes,12,2020-05-29,SE30,0.0
Desconocido Arica y Parinacota,15,2020-08-24,SE30,3.0
Desconocido Tarapaca,01,2020-08-24,SE30,35.0
Desconocido Antofagasta,02,2020-08-24,SE30,21.0
Desconocido Atacama,03,2020-08-24,SE30,2.0
Desconocido Coquimbo,04,2020-08-24,SE30,1.0
Desconocido Valparaiso,05,2020-08-24,SE30,11.0
Desconocido Metropolitana,13,2020-08-24,SE30,94.0
Desconocido O’Higgins,06,2020-08-24,SE30,5.0
Desconocido Maule,07,2020-08-24,SE30,0.0
Desconocido Nuble,16,2020-08-24,SE30,0.0
Desconocido Biobio,08,2020-08-24,SE30,10.0
Desconocido Araucania,09,2020-08-24,SE30,0.0
Desconocido Los Rios,14,2020-08-24,SE30,0.0
Desconocido Los Lagos,10,2020-08-24,SE30,2.0
Desconocido Aysen,11,2020-08-24,SE30,0.0
Desconocido Magallanes,12,2020-08-24,SE30,1.0
Desconocido SEREMI,0,2020-08-24,SE30,0.0
Arica y Parinacota,15,2020-06-28,SE30,0.0
Tarapacá,01,2020-06-28,SE30,0.0
Antofagasta,02,2020-06-28,SE30,0.0
Atacama,03,2020-06-28,SE30,0.0
Coquimbo,04,2020-06-28,SE30,0.0
Valparaíso,05,2020-06-28,SE30,0.0
Metropolitana,13,2020-06-28,SE30,0.0
O’Higgins,06,2020-06-28,SE30,0.0
Maule,07,2020-06-28,SE30,0.0
Ñuble,16,2020-06-28,SE30,0.0
Biobío,08,2020-06-28,SE30,0.0
Araucanía,09,2020-06-28,SE30,0.0
Los Ríos,14,2020-06-28,SE30,0.0
Los Lagos,10,2020-06-28,SE30,0.0
Aysén,11,2020-06-28,SE30,0.0
Magallanes,12,2020-06-28,SE30,0.0
Desconocido SEREMI,0,2020-06-28,SE30,0.0
Desconocido Arica y Parinacota,15,2020-07-13,SE30,0.0
Desconocido Tarapaca,01,2020-07-13,SE30,0.0
Desconocido Antofagasta,02,2020-07-13,SE30,0.0
Desconocido Atacama,03,2020-07-13,SE30,0.0
Desconocido Coquimbo,04,2020-07-13,SE30,0.0
Desconocido Valparaiso,05,2020-07-13,SE30,0.0
Desconocido Metropolitana,13,2020-07-13,SE30,0.0
Desconocido O’Higgins,06,2020-07-13,SE30,0.0
Desconocido Maule,07,2020-07-13,SE30,0.0
Desconocido Nuble,16,2020-07-13,SE30,0.0
Desconocido Biobio,08,2020-07-13,SE30,0.0
Desconocido Araucania,09,2020-07-13,SE30,0.0
Desconocido Los Rios,14,2020-07-13,SE30,0.0
Desconocido Los Lagos,10,2020-07-13,SE30,0.0
Desconocido Aysen,11,2020-07-13,SE30,0.0
Desconocido Magallanes,12,2020-07-13,SE30,0.0
Desconocido SEREMI,0,2020-07-13,SE30,0.0
Arica y Parinacota,15,2020-07-01,SE30,0.0
Tarapacá,01,2020-07-01,SE30,0.0
Antofagasta,02,2020-07-01,SE30,0.0
Atacama,03,2020-07-01,SE30,0.0
Coquimbo,04,2020-07-01,SE30,0.0
Valparaíso,05,2020-07-01,SE30,0.0
Metropolitana,13,2020-07-01,SE30,0.0
O’Higgins,06,2020-07-01,SE30,0.0
Maule,07,2020-07-01,SE30,0.0
Ñuble,16,2020-07-01,SE30,0.0
Biobío,08,2020-07-01,SE30,0.0
Araucanía,09,2020-07-01,SE30,0.0
Los Ríos,14,2020-07-01,SE30,0.0
Los Lagos,10,2020-07-01,SE30,0.0
Aysén,11,2020-07-01,SE30,0.0
Magallanes,12,2020-07-01,SE30,0.0
Desconocido SEREMI,0,2020-07-01,SE30,0.0
Desconocido Arica y Parinacota,15,2020-08-17,SE30,3.0
Desconocido Tarapaca,01,2020-08-17,SE30,35.0
Desconocido Antofagasta,02,2020-08-17,SE30,21.0
Desconocido Atacama,03,2020-08-17,SE30,2.0
Desconocido Coquimbo,04,2020-08-17,SE30,1.0
Desconocido Valparaiso,05,2020-08-17,SE30,12.0
Desconocido Metropolitana,13,2020-08-17,SE30,105.0
Desconocido O’Higgins,06,2020-08-17,SE30,6.0
Desconocido Maule,07,2020-08-17,SE30,0.0
Desconocido Nuble,16,2020-08-17,SE30,0.0
Desconocido Biobio,08,2020-08-17,SE30,12.0
Desconocido Araucania,09,2020-08-17,SE30,0.0
Desconocido Los Rios,14,2020-08-17,SE30,0.0
Desconocido Los Lagos,10,2020-08-17,SE30,2.0
Desconocido Aysen,11,2020-08-17,SE30,0.0
Desconocido Magallanes,12,2020-08-17,SE30,1.0
Desconocido SEREMI,0,2020-08-17,SE30,0.0
Arica y Parinacota,15,2020-06-08,SE30,0.0
Tarapacá,01,2020-06-08,SE30,0.0
Antofagasta,02,2020-06-08,SE30,0.0
Atacama,03,2020-06-08,SE30,0.0
Coquimbo,04,2020-06-08,SE30,0.0
Valparaíso,05,2020-06-08,SE30,0.0
Metropolitana,13,2020-06-08,SE30,0.0
O’Higgins,06,2020-06-08,SE30,0.0
Maule,07,2020-06-08,SE30,0.0
Ñuble,16,2020-06-08,SE30,0.0
Biobío,08,2020-06-08,SE30,0.0
Araucanía,09,2020-06-08,SE30,0.0
Los Ríos,14,2020-06-08,SE30,0.0
Los Lagos,10,2020-06-08,SE30,0.0
Aysén,11,2020-06-08,SE30,0.0
Magallanes,12,2020-06-08,SE30,0.0
Desconocido Arica y Parinacota,15,2020-07-05,SE30,0.0
Desconocido Tarapaca,01,2020-07-05,SE30,0.0
Desconocido Antofagasta,02,2020-07-05,SE30,0.0
Desconocido Atacama,03,2020-07-05,SE30,0.0
Desconocido Coquimbo,04,2020-07-05,SE30,0.0
Desconocido Valparaiso,05,2020-07-05,SE30,0.0
Desconocido Metropolitana,13,2020-07-05,SE30,0.0
Desconocido O’Higgins,06,2020-07-05,SE30,0.0
Desconocido Maule,07,2020-07-05,SE30,0.0
Desconocido Nuble,16,2020-07-05,SE30,0.0
Desconocido Biobio,08,2020-07-05,SE30,0.0
Desconocido Araucania,09,2020-07-05,SE30,0.0
Desconocido Los Rios,14,2020-07-05,SE30,0.0
Desconocido Los Lagos,10,2020-07-05,SE30,0.0
Desconocido Aysen,11,2020-07-05,SE30,0.0
Desconocido Magallanes,12,2020-07-05,SE30,0.0
Desconocido SEREMI,0,2020-07-05,SE30,0.0
Arica y Parinacota,15,2020-05-15,SE30,0.0
Tarapacá,01,2020-05-15,SE30,0.0
Antofagasta,02,2020-05-15,SE30,0.0
Atacama,03,2020-05-15,SE30,0.0
Coquimbo,04,2020-05-15,SE30,0.0
Valparaíso,05,2020-05-15,SE30,0.0
Metropolitana,13,2020-05-15,SE30,0.0
O’Higgins,06,2020-05-15,SE30,0.0
Maule,07,2020-05-15,SE30,0.0
Ñuble,16,2020-05-15,SE30,0.0
Biobío,08,2020-05-15,SE30,0.0
Araucanía,09,2020-05-15,SE30,0.0
Los Ríos,14,2020-05-15,SE30,0.0
Los Lagos,10,2020-05-15,SE30,0.0
Aysén,11,2020-05-15,SE30,0.0
Magallanes,12,2020-05-15,SE30,0.0
Desconocido Arica y Parinacota,15,2020-08-07,SE30,3.0
Desconocido Tarapaca,01,2020-08-07,SE30,36.0
Desconocido Antofagasta,02,2020-08-07,SE30,21.0
Desconocido Atacama,03,2020-08-07,SE30,2.0
Desconocido Coquimbo,04,2020-08-07,SE30,1.0
Desconocido Valparaiso,05,2020-08-07,SE30,17.0
Desconocido Metropolitana,13,2020-08-07,SE30,197.0
Desconocido O’Higgins,06,2020-08-07,SE30,6.0
Desconocido Maule,07,2020-08-07,SE30,5.0
Desconocido Nuble,16,2020-08-07,SE30,0.0
Desconocido Biobio,08,2020-08-07,SE30,13.0
Desconocido Araucania,09,2020-08-07,SE30,0.0
Desconocido Los Rios,14,2020-08-07,SE30,0.0
Desconocido Los Lagos,10,2020-08-07,SE30,3.0
Desconocido Aysen,11,2020-08-07,SE30,0.0
Desconocido Magallanes,12,2020-08-07,SE30,1.0
Desconocido SEREMI,0,2020-08-07,SE30,0.0
Arica y Parinacota,15,2020-06-05,SE30,0.0
Tarapacá,01,2020-06-05,SE30,0.0
Antofagasta,02,2020-06-05,SE30,0.0
Atacama,03,2020-06-05,SE30,0.0
Coquimbo,04,2020-06-05,SE30,0.0
Valparaíso,05,2020-06-05,SE30,0.0
Metropolitana,13,2020-06-05,SE30,0.0
O’Higgins,06,2020-06-05,SE30,0.0
Maule,07,2020-06-05,SE30,0.0
Ñuble,16,2020-06-05,SE30,0.0
Biobío,08,2020-06-05,SE30,0.0
Araucanía,09,2020-06-05,SE30,0.0
Los Ríos,14,2020-06-05,SE30,0.0
Los Lagos,10,2020-06-05,SE30,0.0
Aysén,11,2020-06-05,SE30,0.0
Magallanes,12,2020-06-05,SE30,0.0
Arica y Parinacota,15,2020-06-01,SE30,0.0
Tarapacá,01,2020-06-01,SE30,0.0
Antofagasta,02,2020-06-01,SE30,0.0
Atacama,03,2020-06-01,SE30,0.0
Coquimbo,04,2020-06-01,SE30,0.0
Valparaíso,05,2020-06-01,SE30,0.0
Metropolitana,13,2020-06-01,SE30,0.0
O’Higgins,06,2020-06-01,SE30,0.0
Maule,07,2020-06-01,SE30,0.0
Ñuble,16,2020-06-01,SE30,0.0
Biobío,08,2020-06-01,SE30,0.0
Araucanía,09,2020-06-01,SE30,0.0
Los Ríos,14,2020-06-01,SE30,0.0
Los Lagos,10,2020-06-01,SE30,0.0
Aysén,11,2020-06-01,SE30,0.0
Magallanes,12,2020-06-01,SE30,0.0
