Serie,Publicacion,Fecha,Numero defunciones
confirmados,2020-07-18,2020-03-27,1
sospechosos,2020-07-18,2020-03-27,4
confirmados,2020-07-19,2020-03-27,1
confirmados,2020-07-20,2020-03-27,1
confirmados,2020-07-21,2020-03-27,1
confirmados,2020-07-22,2020-03-27,1
confirmados,2020-07-23,2020-03-27,1
sospechosos,2020-07-24,2020-03-27,4
confirmados,2020-07-24,2020-03-27,1
confirmados,2020-07-25,2020-03-27,1
confirmados,2020-07-26,2020-03-27,1
confirmados,2020-07-27,2020-03-27,1
confirmados,2020-07-28,2020-03-27,1
confirmados,2020-07-29,2020-03-27,1
confirmados,2020-07-30,2020-03-27,1
confirmados,2020-07-31,2020-03-27,1
sospechosos,2020-08-01,2020-03-27,3
confirmados,2020-08-01,2020-03-27,1
confirmados,2020-08-02,2020-03-27,1
confirmados,2020-08-03,2020-03-27,1
confirmados,2020-08-04,2020-03-27,1
confirmados,2020-08-05,2020-03-27,1
confirmados,2020-08-06,2020-03-27,1
confirmados,2020-08-07,2020-03-27,1
sospechosos,2020-08-07,2020-03-27,3
confirmados,2020-08-08,2020-03-27,1
sospechosos,2020-08-08,2020-03-27,3
confirmados,2020-08-09,2020-03-27,1
confirmados,2020-08-10,2020-03-27,1
confirmados,2020-08-11,2020-03-27,1
confirmados,2020-08-12,2020-03-27,1
confirmados,2020-08-13,2020-03-27,1
sospechosos,2020-08-14,2020-03-27,3
confirmados,2020-08-14,2020-03-27,1
confirmados,2020-08-15,2020-03-27,1
confirmados,2020-08-16,2020-03-27,1
confirmados,2020-08-17,2020-03-27,1
confirmados,2020-08-18,2020-03-27,1
confirmados,2020-08-19,2020-03-27,1
confirmados,2020-08-20,2020-03-27,1
confirmados,2020-08-21,2020-03-27,1
sospechosos,2020-08-21,2020-03-27,3
confirmados,2020-08-22,2020-03-27,1
confirmados,2020-08-23,2020-03-27,1
confirmados,2020-08-24,2020-03-27,1
confirmados,2020-08-25,2020-03-27,1
confirmados,2020-08-26,2020-03-27,1
confirmados,2020-08-27,2020-03-27,1
confirmados,2020-08-28,2020-03-27,1
confirmados,2020-08-29,2020-03-27,1
confirmados,2020-06-18,2020-03-28,1
sospechosos,2020-06-18,2020-03-28,6
confirmados,2020-06-28,2020-03-28,1
sospechosos,2020-06-28,2020-03-28,6
confirmados,2020-07-03,2020-03-28,1
sospechosos,2020-07-03,2020-03-28,6
confirmados,2020-07-09,2020-03-28,1
sospechosos,2020-07-09,2020-03-28,6
confirmados,2020-07-17,2020-03-28,1
confirmados,2020-07-18,2020-03-28,1
sospechosos,2020-07-18,2020-03-28,5
confirmados,2020-07-19,2020-03-28,1
confirmados,2020-07-20,2020-03-28,1
confirmados,2020-07-21,2020-03-28,1
confirmados,2020-07-22,2020-03-28,1
confirmados,2020-07-23,2020-03-28,1
sospechosos,2020-07-24,2020-03-28,5
confirmados,2020-07-24,2020-03-28,1
confirmados,2020-07-25,2020-03-28,1
confirmados,2020-07-26,2020-03-28,1
confirmados,2020-07-27,2020-03-28,1
confirmados,2020-07-28,2020-03-28,1
confirmados,2020-07-29,2020-03-28,1
confirmados,2020-07-30,2020-03-28,1
confirmados,2020-07-31,2020-03-28,1
sospechosos,2020-08-01,2020-03-28,5
confirmados,2020-08-01,2020-03-28,1
confirmados,2020-08-02,2020-03-28,1
confirmados,2020-08-03,2020-03-28,1
confirmados,2020-08-04,2020-03-28,1
confirmados,2020-08-05,2020-03-28,1
confirmados,2020-08-06,2020-03-28,1
confirmados,2020-08-07,2020-03-28,1
sospechosos,2020-08-07,2020-03-28,5
confirmados,2020-08-08,2020-03-28,1
sospechosos,2020-08-08,2020-03-28,5
confirmados,2020-08-09,2020-03-28,1
confirmados,2020-08-10,2020-03-28,1
confirmados,2020-08-11,2020-03-28,1
confirmados,2020-08-12,2020-03-28,1
confirmados,2020-08-13,2020-03-28,1
sospechosos,2020-08-14,2020-03-28,5
confirmados,2020-08-14,2020-03-28,1
confirmados,2020-08-15,2020-03-28,1
confirmados,2020-08-16,2020-03-28,1
confirmados,2020-08-17,2020-03-28,1
confirmados,2020-08-18,2020-03-28,1
confirmados,2020-08-19,2020-03-28,1
confirmados,2020-08-20,2020-03-28,1
confirmados,2020-08-21,2020-03-28,1
sospechosos,2020-08-21,2020-03-28,5
confirmados,2020-08-22,2020-03-28,1
confirmados,2020-08-23,2020-03-28,1
confirmados,2020-08-24,2020-03-28,1
confirmados,2020-08-25,2020-03-28,1
confirmados,2020-08-26,2020-03-28,1
confirmados,2020-08-27,2020-03-28,1
confirmados,2020-08-28,2020-03-28,1
confirmados,2020-08-29,2020-03-28,1
confirmados,2020-06-18,2020-03-29,1
sospechosos,2020-06-18,2020-03-29,7
confirmados,2020-06-28,2020-03-29,1
sospechosos,2020-06-28,2020-03-29,5
confirmados,2020-07-03,2020-03-29,1
sospechosos,2020-07-03,2020-03-29,5
confirmados,2020-07-09,2020-03-29,1
sospechosos,2020-07-09,2020-03-29,5
confirmados,2020-07-17,2020-03-29,1
confirmados,2020-07-18,2020-03-29,1
sospechosos,2020-07-18,2020-03-29,5
confirmados,2020-07-19,2020-03-29,1
confirmados,2020-07-20,2020-03-29,1
confirmados,2020-07-21,2020-03-29,1
confirmados,2020-07-22,2020-03-29,1
confirmados,2020-07-23,2020-03-29,1
sospechosos,2020-07-24,2020-03-29,5
confirmados,2020-07-24,2020-03-29,1
confirmados,2020-07-25,2020-03-29,1
confirmados,2020-07-26,2020-03-29,1
confirmados,2020-07-27,2020-03-29,1
confirmados,2020-07-28,2020-03-29,1
confirmados,2020-07-29,2020-03-29,1
confirmados,2020-07-30,2020-03-29,1
confirmados,2020-07-31,2020-03-29,1
sospechosos,2020-08-01,2020-03-29,5
confirmados,2020-08-01,2020-03-29,1
confirmados,2020-08-02,2020-03-29,1
confirmados,2020-08-03,2020-03-29,1
confirmados,2020-08-04,2020-03-29,1
confirmados,2020-08-05,2020-03-29,1
confirmados,2020-08-06,2020-03-29,1
confirmados,2020-08-07,2020-03-29,1
sospechosos,2020-08-07,2020-03-29,5
confirmados,2020-08-08,2020-03-29,1
sospechosos,2020-08-08,2020-03-29,5
confirmados,2020-08-09,2020-03-29,1
confirmados,2020-08-10,2020-03-29,1
confirmados,2020-08-11,2020-03-29,1
confirmados,2020-08-12,2020-03-29,1
confirmados,2020-08-13,2020-03-29,1
sospechosos,2020-08-14,2020-03-29,5
confirmados,2020-08-14,2020-03-29,1
confirmados,2020-08-15,2020-03-29,1
confirmados,2020-08-16,2020-03-29,1
confirmados,2020-08-17,2020-03-29,1
confirmados,2020-08-18,2020-03-29,1
confirmados,2020-08-19,2020-03-29,1
confirmados,2020-08-20,2020-03-29,1
confirmados,2020-08-21,2020-03-29,1
sospechosos,2020-08-21,2020-03-29,5
confirmados,2020-08-22,2020-03-29,1
confirmados,2020-08-23,2020-03-29,1
confirmados,2020-08-24,2020-03-29,1
confirmados,2020-08-25,2020-03-29,1
confirmados,2020-08-26,2020-03-29,1
confirmados,2020-08-27,2020-03-29,1
confirmados,2020-08-28,2020-03-29,1
confirmados,2020-08-29,2020-03-29,1
confirmados,2020-06-18,2020-03-30,3
sospechosos,2020-06-18,2020-03-30,6
confirmados,2020-06-28,2020-03-30,3
sospechosos,2020-06-28,2020-03-30,6
confirmados,2020-07-03,2020-03-30,3
sospechosos,2020-07-03,2020-03-30,5
confirmados,2020-07-09,2020-03-30,3
sospechosos,2020-07-09,2020-03-30,5
confirmados,2020-07-17,2020-03-30,3
confirmados,2020-07-18,2020-03-30,3
sospechosos,2020-07-18,2020-03-30,5
confirmados,2020-07-19,2020-03-30,3
confirmados,2020-07-20,2020-03-30,3
confirmados,2020-07-21,2020-03-30,3
confirmados,2020-07-22,2020-03-30,3
confirmados,2020-07-23,2020-03-30,3
sospechosos,2020-07-24,2020-03-30,5
confirmados,2020-07-24,2020-03-30,3
confirmados,2020-07-25,2020-03-30,3
confirmados,2020-07-26,2020-03-30,3
confirmados,2020-07-27,2020-03-30,3
confirmados,2020-07-28,2020-03-30,3
confirmados,2020-07-29,2020-03-30,3
confirmados,2020-07-30,2020-03-30,3
confirmados,2020-07-31,2020-03-30,3
sospechosos,2020-08-01,2020-03-30,5
confirmados,2020-08-01,2020-03-30,3
confirmados,2020-08-02,2020-03-30,3
confirmados,2020-08-03,2020-03-30,3
confirmados,2020-08-04,2020-03-30,3
confirmados,2020-08-05,2020-03-30,3
confirmados,2020-08-06,2020-03-30,3
confirmados,2020-08-07,2020-03-30,3
sospechosos,2020-08-07,2020-03-30,4
confirmados,2020-08-08,2020-03-30,3
sospechosos,2020-08-08,2020-03-30,4
confirmados,2020-08-09,2020-03-30,3
confirmados,2020-08-10,2020-03-30,3
confirmados,2020-08-11,2020-03-30,3
confirmados,2020-08-12,2020-03-30,3
confirmados,2020-08-13,2020-03-30,3
sospechosos,2020-08-14,2020-03-30,4
confirmados,2020-08-14,2020-03-30,3
confirmados,2020-08-15,2020-03-30,3
confirmados,2020-08-16,2020-03-30,3
confirmados,2020-08-17,2020-03-30,3
confirmados,2020-08-18,2020-03-30,3
confirmados,2020-08-19,2020-03-30,3
confirmados,2020-08-20,2020-03-30,3
confirmados,2020-08-21,2020-03-30,3
sospechosos,2020-08-21,2020-03-30,4
confirmados,2020-08-22,2020-03-30,3
confirmados,2020-08-23,2020-03-30,3
confirmados,2020-08-24,2020-03-30,3
confirmados,2020-08-25,2020-03-30,3
confirmados,2020-08-26,2020-03-30,3
confirmados,2020-08-27,2020-03-30,3
confirmados,2020-08-28,2020-03-30,3
confirmados,2020-08-29,2020-03-30,3
confirmados,2020-06-18,2020-03-31,5
sospechosos,2020-06-18,2020-03-31,3
confirmados,2020-06-28,2020-03-31,5
sospechosos,2020-06-28,2020-03-31,3
confirmados,2020-07-03,2020-03-31,5
sospechosos,2020-07-03,2020-03-31,2
confirmados,2020-07-09,2020-03-31,5
sospechosos,2020-07-09,2020-03-31,2
confirmados,2020-07-17,2020-03-31,5
confirmados,2020-07-18,2020-03-31,5
sospechosos,2020-07-18,2020-03-31,2
confirmados,2020-07-19,2020-03-31,5
confirmados,2020-07-20,2020-03-31,5
confirmados,2020-07-21,2020-03-31,5
confirmados,2020-07-22,2020-03-31,5
confirmados,2020-07-23,2020-03-31,5
sospechosos,2020-07-24,2020-03-31,2
confirmados,2020-07-24,2020-03-31,5
confirmados,2020-07-25,2020-03-31,5
confirmados,2020-07-26,2020-03-31,5
confirmados,2020-07-27,2020-03-31,5
confirmados,2020-07-28,2020-03-31,5
confirmados,2020-07-29,2020-03-31,5
confirmados,2020-07-30,2020-03-31,5
confirmados,2020-07-31,2020-03-31,5
sospechosos,2020-08-01,2020-03-31,2
confirmados,2020-08-01,2020-03-31,5
confirmados,2020-08-02,2020-03-31,5
confirmados,2020-08-03,2020-03-31,5
confirmados,2020-08-04,2020-03-31,5
confirmados,2020-08-05,2020-03-31,5
confirmados,2020-08-06,2020-03-31,5
confirmados,2020-08-07,2020-03-31,5
sospechosos,2020-08-07,2020-03-31,2
confirmados,2020-08-08,2020-03-31,5
sospechosos,2020-08-08,2020-03-31,2
confirmados,2020-08-09,2020-03-31,5
confirmados,2020-08-10,2020-03-31,5
confirmados,2020-08-11,2020-03-31,5
confirmados,2020-08-12,2020-03-31,5
confirmados,2020-08-13,2020-03-31,5
sospechosos,2020-08-14,2020-03-31,2
confirmados,2020-08-14,2020-03-31,5
confirmados,2020-08-15,2020-03-31,5
confirmados,2020-08-16,2020-03-31,5
confirmados,2020-08-17,2020-03-31,5
confirmados,2020-08-18,2020-03-31,5
confirmados,2020-08-19,2020-03-31,5
confirmados,2020-08-20,2020-03-31,5
confirmados,2020-08-21,2020-03-31,5
sospechosos,2020-08-21,2020-03-31,2
confirmados,2020-08-22,2020-03-31,5
confirmados,2020-08-23,2020-03-31,5
confirmados,2020-08-24,2020-03-31,5
confirmados,2020-08-25,2020-03-31,5
confirmados,2020-08-26,2020-03-31,5
confirmados,2020-08-27,2020-03-31,5
confirmados,2020-08-28,2020-03-31,5
confirmados,2020-08-29,2020-03-31,5
confirmados,2020-06-18,2020-04-01,1
sospechosos,2020-06-18,2020-04-01,5
confirmados,2020-06-28,2020-04-01,1
sospechosos,2020-06-28,2020-04-01,5
confirmados,2020-07-03,2020-04-01,1
sospechosos,2020-07-03,2020-04-01,6
confirmados,2020-07-09,2020-04-01,1
sospechosos,2020-07-09,2020-04-01,5
confirmados,2020-07-17,2020-04-01,1
confirmados,2020-07-18,2020-04-01,1
sospechosos,2020-07-18,2020-04-01,5
confirmados,2020-07-19,2020-04-01,1
confirmados,2020-07-20,2020-04-01,1
confirmados,2020-07-21,2020-04-01,1
confirmados,2020-07-22,2020-04-01,1
confirmados,2020-07-23,2020-04-01,1
sospechosos,2020-07-24,2020-04-01,5
confirmados,2020-07-24,2020-04-01,1
confirmados,2020-07-25,2020-04-01,1
confirmados,2020-07-26,2020-04-01,1
confirmados,2020-07-27,2020-04-01,1
confirmados,2020-07-28,2020-04-01,1
confirmados,2020-07-29,2020-04-01,1
confirmados,2020-07-30,2020-04-01,1
confirmados,2020-07-31,2020-04-01,1
sospechosos,2020-08-01,2020-04-01,5
confirmados,2020-08-01,2020-04-01,1
confirmados,2020-08-02,2020-04-01,1
confirmados,2020-08-03,2020-04-01,1
confirmados,2020-08-04,2020-04-01,1
confirmados,2020-08-05,2020-04-01,1
confirmados,2020-08-06,2020-04-01,1
confirmados,2020-08-07,2020-04-01,1
sospechosos,2020-08-07,2020-04-01,5
confirmados,2020-08-08,2020-04-01,1
sospechosos,2020-08-08,2020-04-01,5
confirmados,2020-08-09,2020-04-01,1
confirmados,2020-08-10,2020-04-01,1
confirmados,2020-08-11,2020-04-01,1
confirmados,2020-08-12,2020-04-01,1
confirmados,2020-08-13,2020-04-01,1
sospechosos,2020-08-14,2020-04-01,5
confirmados,2020-08-14,2020-04-01,1
confirmados,2020-08-15,2020-04-01,1
confirmados,2020-08-16,2020-04-01,1
confirmados,2020-08-17,2020-04-01,1
confirmados,2020-08-18,2020-04-01,1
confirmados,2020-08-19,2020-04-01,1
confirmados,2020-08-20,2020-04-01,1
confirmados,2020-08-21,2020-04-01,1
sospechosos,2020-08-21,2020-04-01,5
confirmados,2020-08-22,2020-04-01,1
confirmados,2020-08-23,2020-04-01,1
confirmados,2020-08-24,2020-04-01,1
confirmados,2020-08-25,2020-04-01,1
confirmados,2020-08-26,2020-04-01,1
confirmados,2020-08-27,2020-04-01,1
confirmados,2020-08-28,2020-04-01,1
confirmados,2020-08-29,2020-04-01,1
confirmados,2020-06-18,2020-04-02,6
sospechosos,2020-06-18,2020-04-02,5
confirmados,2020-06-28,2020-04-02,6
sospechosos,2020-06-28,2020-04-02,5
confirmados,2020-07-03,2020-04-02,6
sospechosos,2020-07-03,2020-04-02,5
confirmados,2020-07-09,2020-04-02,6
sospechosos,2020-07-09,2020-04-02,5
confirmados,2020-07-17,2020-04-02,6
confirmados,2020-07-18,2020-04-02,6
sospechosos,2020-07-18,2020-04-02,4
confirmados,2020-07-19,2020-04-02,6
confirmados,2020-07-20,2020-04-02,6
confirmados,2020-07-21,2020-04-02,6
confirmados,2020-07-22,2020-04-02,6
confirmados,2020-07-23,2020-04-02,6
sospechosos,2020-07-24,2020-04-02,4
confirmados,2020-07-24,2020-04-02,6
confirmados,2020-07-25,2020-04-02,6
confirmados,2020-07-26,2020-04-02,6
confirmados,2020-07-27,2020-04-02,6
confirmados,2020-07-28,2020-04-02,6
confirmados,2020-07-29,2020-04-02,6
confirmados,2020-07-30,2020-04-02,6
confirmados,2020-07-31,2020-04-02,6
sospechosos,2020-08-01,2020-04-02,4
confirmados,2020-08-01,2020-04-02,6
confirmados,2020-08-02,2020-04-02,6
confirmados,2020-08-03,2020-04-02,6
confirmados,2020-08-04,2020-04-02,6
confirmados,2020-08-05,2020-04-02,6
confirmados,2020-08-06,2020-04-02,6
confirmados,2020-08-07,2020-04-02,6
sospechosos,2020-08-07,2020-04-02,4
confirmados,2020-08-08,2020-04-02,6
sospechosos,2020-08-08,2020-04-02,4
confirmados,2020-08-09,2020-04-02,6
confirmados,2020-08-10,2020-04-02,6
confirmados,2020-08-11,2020-04-02,6
confirmados,2020-08-12,2020-04-02,6
confirmados,2020-08-13,2020-04-02,6
sospechosos,2020-08-14,2020-04-02,4
confirmados,2020-08-14,2020-04-02,6
confirmados,2020-08-15,2020-04-02,6
confirmados,2020-08-16,2020-04-02,6
confirmados,2020-08-17,2020-04-02,6
confirmados,2020-08-18,2020-04-02,6
confirmados,2020-08-19,2020-04-02,6
confirmados,2020-08-20,2020-04-02,6
confirmados,2020-08-21,2020-04-02,6
sospechosos,2020-08-21,2020-04-02,4
confirmados,2020-08-22,2020-04-02,6
confirmados,2020-08-23,2020-04-02,6
confirmados,2020-08-24,2020-04-02,6
confirmados,2020-08-25,2020-04-02,6
confirmados,2020-08-26,2020-04-02,6
confirmados,2020-08-27,2020-04-02,6
confirmados,2020-08-28,2020-04-02,6
confirmados,2020-08-29,2020-04-02,6
confirmados,2020-06-18,2020-04-03,7
sospechosos,2020-06-18,2020-04-03,5
confirmados,2020-06-28,2020-04-03,7
sospechosos,2020-06-28,2020-04-03,5
confirmados,2020-07-03,2020-04-03,7
sospechosos,2020-07-03,2020-04-03,4
confirmados,2020-07-09,2020-04-03,7
sospechosos,2020-07-09,2020-04-03,5
confirmados,2020-07-17,2020-04-03,7
confirmados,2020-07-18,2020-04-03,7
sospechosos,2020-07-18,2020-04-03,5
confirmados,2020-07-19,2020-04-03,7
confirmados,2020-07-20,2020-04-03,7
confirmados,2020-07-21,2020-04-03,7
confirmados,2020-07-22,2020-04-03,7
confirmados,2020-07-23,2020-04-03,7
sospechosos,2020-07-24,2020-04-03,5
confirmados,2020-07-24,2020-04-03,7
confirmados,2020-07-25,2020-04-03,7
confirmados,2020-07-26,2020-04-03,7
confirmados,2020-07-27,2020-04-03,7
confirmados,2020-07-28,2020-04-03,7
confirmados,2020-07-29,2020-04-03,7
confirmados,2020-07-30,2020-04-03,7
confirmados,2020-07-31,2020-04-03,7
sospechosos,2020-08-01,2020-04-03,5
confirmados,2020-08-01,2020-04-03,7
confirmados,2020-08-02,2020-04-03,7
confirmados,2020-08-03,2020-04-03,7
confirmados,2020-08-04,2020-04-03,7
confirmados,2020-08-05,2020-04-03,7
confirmados,2020-08-06,2020-04-03,7
confirmados,2020-08-07,2020-04-03,7
sospechosos,2020-08-07,2020-04-03,5
confirmados,2020-08-08,2020-04-03,7
sospechosos,2020-08-08,2020-04-03,5
confirmados,2020-08-09,2020-04-03,7
confirmados,2020-08-10,2020-04-03,7
confirmados,2020-08-11,2020-04-03,7
confirmados,2020-08-12,2020-04-03,7
confirmados,2020-08-13,2020-04-03,7
sospechosos,2020-08-14,2020-04-03,5
confirmados,2020-08-14,2020-04-03,7
confirmados,2020-08-15,2020-04-03,7
confirmados,2020-08-16,2020-04-03,7
confirmados,2020-08-17,2020-04-03,7
confirmados,2020-08-18,2020-04-03,7
confirmados,2020-08-19,2020-04-03,7
confirmados,2020-08-20,2020-04-03,7
confirmados,2020-08-21,2020-04-03,7
sospechosos,2020-08-21,2020-04-03,4
confirmados,2020-08-22,2020-04-03,7
confirmados,2020-08-23,2020-04-03,7
confirmados,2020-08-24,2020-04-03,7
confirmados,2020-08-25,2020-04-03,7
confirmados,2020-08-26,2020-04-03,7
confirmados,2020-08-27,2020-04-03,7
confirmados,2020-08-28,2020-04-03,7
confirmados,2020-08-29,2020-04-03,7
confirmados,2020-06-18,2020-04-04,8
sospechosos,2020-06-18,2020-04-04,9
confirmados,2020-06-28,2020-04-04,8
sospechosos,2020-06-28,2020-04-04,7
confirmados,2020-07-03,2020-04-04,8
sospechosos,2020-07-03,2020-04-04,7
confirmados,2020-07-09,2020-04-04,8
sospechosos,2020-07-09,2020-04-04,7
confirmados,2020-07-17,2020-04-04,8
confirmados,2020-07-18,2020-04-04,8
sospechosos,2020-07-18,2020-04-04,7
confirmados,2020-07-19,2020-04-04,8
confirmados,2020-07-20,2020-04-04,8
confirmados,2020-07-21,2020-04-04,8
confirmados,2020-07-22,2020-04-04,8
confirmados,2020-07-23,2020-04-04,8
sospechosos,2020-07-24,2020-04-04,6
confirmados,2020-07-24,2020-04-04,8
confirmados,2020-07-25,2020-04-04,8
confirmados,2020-07-26,2020-04-04,8
confirmados,2020-07-27,2020-04-04,8
confirmados,2020-07-28,2020-04-04,8
confirmados,2020-07-29,2020-04-04,8
confirmados,2020-07-30,2020-04-04,8
confirmados,2020-07-31,2020-04-04,8
sospechosos,2020-08-01,2020-04-04,6
confirmados,2020-08-01,2020-04-04,8
confirmados,2020-08-02,2020-04-04,8
confirmados,2020-08-03,2020-04-04,8
confirmados,2020-08-04,2020-04-04,8
confirmados,2020-08-05,2020-04-04,8
confirmados,2020-08-06,2020-04-04,8
confirmados,2020-08-07,2020-04-04,8
sospechosos,2020-08-07,2020-04-04,6
confirmados,2020-08-08,2020-04-04,8
sospechosos,2020-08-08,2020-04-04,6
confirmados,2020-08-09,2020-04-04,8
confirmados,2020-08-10,2020-04-04,8
confirmados,2020-08-11,2020-04-04,8
confirmados,2020-08-12,2020-04-04,8
confirmados,2020-08-13,2020-04-04,8
sospechosos,2020-08-14,2020-04-04,6
confirmados,2020-08-14,2020-04-04,8
confirmados,2020-08-15,2020-04-04,8
confirmados,2020-08-16,2020-04-04,8
confirmados,2020-08-17,2020-04-04,8
confirmados,2020-08-18,2020-04-04,8
confirmados,2020-08-19,2020-04-04,8
confirmados,2020-08-20,2020-04-04,8
confirmados,2020-08-21,2020-04-04,8
sospechosos,2020-08-21,2020-04-04,6
confirmados,2020-08-22,2020-04-04,8
confirmados,2020-08-23,2020-04-04,8
confirmados,2020-08-24,2020-04-04,8
confirmados,2020-08-25,2020-04-04,8
confirmados,2020-08-26,2020-04-04,8
confirmados,2020-08-27,2020-04-04,8
confirmados,2020-08-28,2020-04-04,8
confirmados,2020-08-29,2020-04-04,8
confirmados,2020-06-18,2020-04-05,1
sospechosos,2020-06-18,2020-04-05,9
confirmados,2020-06-28,2020-04-05,1
sospechosos,2020-06-28,2020-04-05,9
confirmados,2020-07-03,2020-04-05,1
sospechosos,2020-07-03,2020-04-05,8
confirmados,2020-07-09,2020-04-05,1
sospechosos,2020-07-09,2020-04-05,8
confirmados,2020-07-17,2020-04-05,1
confirmados,2020-07-18,2020-04-05,1
sospechosos,2020-07-18,2020-04-05,8
confirmados,2020-07-19,2020-04-05,1
confirmados,2020-07-20,2020-04-05,1
confirmados,2020-07-21,2020-04-05,1
confirmados,2020-07-22,2020-04-05,1
confirmados,2020-07-23,2020-04-05,1
sospechosos,2020-07-24,2020-04-05,8
confirmados,2020-07-24,2020-04-05,1
confirmados,2020-07-25,2020-04-05,1
confirmados,2020-07-26,2020-04-05,1
confirmados,2020-07-27,2020-04-05,1
confirmados,2020-07-28,2020-04-05,1
confirmados,2020-07-29,2020-04-05,1
confirmados,2020-07-30,2020-04-05,1
confirmados,2020-07-31,2020-04-05,1
sospechosos,2020-08-01,2020-04-05,8
confirmados,2020-08-01,2020-04-05,1
confirmados,2020-08-02,2020-04-05,1
confirmados,2020-08-03,2020-04-05,1
confirmados,2020-08-04,2020-04-05,1
confirmados,2020-08-05,2020-04-05,1
confirmados,2020-08-06,2020-04-05,1
confirmados,2020-08-07,2020-04-05,1
sospechosos,2020-08-07,2020-04-05,8
confirmados,2020-08-08,2020-04-05,1
sospechosos,2020-08-08,2020-04-05,8
confirmados,2020-08-09,2020-04-05,1
confirmados,2020-08-10,2020-04-05,1
confirmados,2020-08-11,2020-04-05,1
confirmados,2020-08-12,2020-04-05,1
confirmados,2020-08-13,2020-04-05,1
sospechosos,2020-08-14,2020-04-05,8
confirmados,2020-08-14,2020-04-05,1
confirmados,2020-08-15,2020-04-05,1
confirmados,2020-08-16,2020-04-05,1
confirmados,2020-08-17,2020-04-05,1
confirmados,2020-08-18,2020-04-05,1
confirmados,2020-08-19,2020-04-05,1
confirmados,2020-08-20,2020-04-05,1
confirmados,2020-08-21,2020-04-05,1
sospechosos,2020-08-21,2020-04-05,8
confirmados,2020-08-22,2020-04-05,1
confirmados,2020-08-23,2020-04-05,1
confirmados,2020-08-24,2020-04-05,1
confirmados,2020-08-25,2020-04-05,1
confirmados,2020-08-26,2020-04-05,1
confirmados,2020-08-27,2020-04-05,1
confirmados,2020-08-28,2020-04-05,1
confirmados,2020-08-29,2020-04-05,1
confirmados,2020-06-18,2020-04-06,5
sospechosos,2020-06-18,2020-04-06,10
confirmados,2020-06-28,2020-04-06,6
sospechosos,2020-06-28,2020-04-06,7
confirmados,2020-07-03,2020-04-06,6
sospechosos,2020-07-03,2020-04-06,7
confirmados,2020-07-09,2020-04-06,6
sospechosos,2020-07-09,2020-04-06,7
confirmados,2020-07-17,2020-04-06,6
confirmados,2020-07-18,2020-04-06,6
