Serie,Publicacion,Fecha,Numero defunciones
confirmados,2020-07-20,2020-04-25,7
confirmados,2020-07-21,2020-04-25,7
confirmados,2020-07-22,2020-04-25,7
confirmados,2020-07-23,2020-04-25,7
sospechosos,2020-07-24,2020-04-25,11
confirmados,2020-07-24,2020-04-25,7
confirmados,2020-07-25,2020-04-25,7
confirmados,2020-07-26,2020-04-25,7
confirmados,2020-07-27,2020-04-25,7
confirmados,2020-07-28,2020-04-25,7
confirmados,2020-07-29,2020-04-25,7
confirmados,2020-07-30,2020-04-25,7
confirmados,2020-07-31,2020-04-25,7
sospechosos,2020-08-01,2020-04-25,11
confirmados,2020-08-01,2020-04-25,7
confirmados,2020-08-02,2020-04-25,7
confirmados,2020-08-03,2020-04-25,7
confirmados,2020-08-04,2020-04-25,7
confirmados,2020-08-05,2020-04-25,7
confirmados,2020-08-06,2020-04-25,7
confirmados,2020-08-07,2020-04-25,7
sospechosos,2020-08-07,2020-04-25,11
confirmados,2020-08-08,2020-04-25,7
sospechosos,2020-08-08,2020-04-25,11
confirmados,2020-08-09,2020-04-25,7
confirmados,2020-08-10,2020-04-25,7
confirmados,2020-08-11,2020-04-25,7
confirmados,2020-08-12,2020-04-25,7
confirmados,2020-08-13,2020-04-25,7
sospechosos,2020-08-14,2020-04-25,11
confirmados,2020-08-14,2020-04-25,7
confirmados,2020-08-15,2020-04-25,7
confirmados,2020-08-16,2020-04-25,7
confirmados,2020-08-17,2020-04-25,7
confirmados,2020-08-18,2020-04-25,7
confirmados,2020-08-19,2020-04-25,7
confirmados,2020-08-20,2020-04-25,7
confirmados,2020-08-21,2020-04-25,7
sospechosos,2020-08-21,2020-04-25,11
confirmados,2020-08-22,2020-04-25,7
confirmados,2020-08-23,2020-04-25,7
confirmados,2020-08-24,2020-04-25,7
confirmados,2020-08-25,2020-04-25,7
confirmados,2020-08-26,2020-04-25,7
confirmados,2020-08-27,2020-04-25,7
confirmados,2020-08-28,2020-04-25,7
confirmados,2020-08-29,2020-04-25,7
confirmados,2020-06-18,2020-04-26,13
sospechosos,2020-06-18,2020-04-26,8
confirmados,2020-06-28,2020-04-26,13
sospechosos,2020-06-28,2020-04-26,8
confirmados,2020-07-03,2020-04-26,13
sospechosos,2020-07-03,2020-04-26,8
confirmados,2020-07-09,2020-04-26,13
sospechosos,2020-07-09,2020-04-26,8
confirmados,2020-07-17,2020-04-26,13
confirmados,2020-07-18,2020-04-26,13
sospechosos,2020-07-18,2020-04-26,7
confirmados,2020-07-19,2020-04-26,13
confirmados,2020-07-20,2020-04-26,13
confirmados,2020-07-21,2020-04-26,13
confirmados,2020-07-22,2020-04-26,13
confirmados,2020-07-23,2020-04-26,13
sospechosos,2020-07-24,2020-04-26,7
confirmados,2020-07-24,2020-04-26,13
confirmados,2020-07-25,2020-04-26,13
confirmados,2020-07-26,2020-04-26,13
confirmados,2020-07-27,2020-04-26,13
confirmados,2020-07-28,2020-04-26,13
confirmados,2020-07-29,2020-04-26,13
confirmados,2020-07-30,2020-04-26,13
confirmados,2020-07-31,2020-04-26,13
sospechosos,2020-08-01,2020-04-26,6
confirmados,2020-08-01,2020-04-26,13
confirmados,2020-08-02,2020-04-26,13
confirmados,2020-08-03,2020-04-26,13
confirmados,2020-08-04,2020-04-26,13
confirmados,2020-08-05,2020-04-26,13
confirmados,2020-08-06,2020-04-26,13
confirmados,2020-08-07,2020-04-26,13
sospechosos,2020-08-07,2020-04-26,5
confirmados,2020-08-08,2020-04-26,13
sospechosos,2020-08-08,2020-04-26,5
confirmados,2020-08-09,2020-04-26,13
confirmados,2020-08-10,2020-04-26,13
confirmados,2020-08-11,2020-04-26,13
confirmados,2020-08-12,2020-04-26,13
confirmados,2020-08-13,2020-04-26,13
sospechosos,2020-08-14,2020-04-26,5
confirmados,2020-08-14,2020-04-26,13
confirmados,2020-08-15,2020-04-26,13
confirmados,2020-08-16,2020-04-26,13
confirmados,2020-08-17,2020-04-26,13
confirmados,2020-08-18,2020-04-26,13
confirmados,2020-08-19,2020-04-26,13
confirmados,2020-08-20,2020-04-26,13
confirmados,2020-08-21,2020-04-26,13
sospechosos,2020-08-21,2020-04-26,5
confirmados,2020-08-22,2020-04-26,13
confirmados,2020-08-23,2020-04-26,13
confirmados,2020-08-24,2020-04-26,13
confirmados,2020-08-25,2020-04-26,13
confirmados,2020-08-26,2020-04-26,13
confirmados,2020-08-27,2020-04-26,13
confirmados,2020-08-28,2020-04-26,13
confirmados,2020-08-29,2020-04-26,13
confirmados,2020-06-18,2020-04-27,14
sospechosos,2020-06-18,2020-04-27,12
confirmados,2020-06-28,2020-04-27,14
sospechosos,2020-06-28,2020-04-27,11
confirmados,2020-07-03,2020-04-27,14
sospechosos,2020-07-03,2020-04-27,11
confirmados,2020-07-09,2020-04-27,14
sospechosos,2020-07-09,2020-04-27,11
confirmados,2020-07-17,2020-04-27,14
confirmados,2020-07-18,2020-04-27,14
sospechosos,2020-07-18,2020-04-27,11
confirmados,2020-07-19,2020-04-27,14
confirmados,2020-07-20,2020-04-27,14
confirmados,2020-07-21,2020-04-27,14
confirmados,2020-07-22,2020-04-27,14
confirmados,2020-07-23,2020-04-27,14
sospechosos,2020-07-24,2020-04-27,10
confirmados,2020-07-24,2020-04-27,14
confirmados,2020-07-25,2020-04-27,14
confirmados,2020-07-26,2020-04-27,14
confirmados,2020-07-27,2020-04-27,14
confirmados,2020-07-28,2020-04-27,14
confirmados,2020-07-29,2020-04-27,14
confirmados,2020-07-30,2020-04-27,14
confirmados,2020-07-31,2020-04-27,14
sospechosos,2020-08-01,2020-04-27,9
confirmados,2020-08-01,2020-04-27,14
confirmados,2020-08-02,2020-04-27,14
confirmados,2020-08-03,2020-04-27,14
confirmados,2020-08-04,2020-04-27,14
confirmados,2020-08-05,2020-04-27,14
confirmados,2020-08-06,2020-04-27,14
confirmados,2020-08-07,2020-04-27,14
sospechosos,2020-08-07,2020-04-27,9
confirmados,2020-08-08,2020-04-27,14
sospechosos,2020-08-08,2020-04-27,9
confirmados,2020-08-09,2020-04-27,14
confirmados,2020-08-10,2020-04-27,14
confirmados,2020-08-11,2020-04-27,14
confirmados,2020-08-12,2020-04-27,14
confirmados,2020-08-13,2020-04-27,14
sospechosos,2020-08-14,2020-04-27,9
confirmados,2020-08-14,2020-04-27,14
confirmados,2020-08-15,2020-04-27,14
confirmados,2020-08-16,2020-04-27,14
confirmados,2020-08-17,2020-04-27,14
confirmados,2020-08-18,2020-04-27,14
confirmados,2020-08-19,2020-04-27,14
confirmados,2020-08-20,2020-04-27,14
confirmados,2020-08-21,2020-04-27,14
sospechosos,2020-08-21,2020-04-27,9
confirmados,2020-08-22,2020-04-27,14
confirmados,2020-08-23,2020-04-27,14
confirmados,2020-08-24,2020-04-27,14
confirmados,2020-08-25,2020-04-27,14
confirmados,2020-08-26,2020-04-27,14
confirmados,2020-08-27,2020-04-27,14
confirmados,2020-08-28,2020-04-27,14
confirmados,2020-08-29,2020-04-27,14
confirmados,2020-06-18,2020-04-28,8
sospechosos,2020-06-18,2020-04-28,21
confirmados,2020-06-28,2020-04-28,8
sospechosos,2020-06-28,2020-04-28,19
confirmados,2020-07-03,2020-04-28,8
sospechosos,2020-07-03,2020-04-28,18
confirmados,2020-07-09,2020-04-28,8
sospechosos,2020-07-09,2020-04-28,18
confirmados,2020-07-17,2020-04-28,8
confirmados,2020-07-18,2020-04-28,8
sospechosos,2020-07-18,2020-04-28,18
confirmados,2020-07-19,2020-04-28,8
confirmados,2020-07-20,2020-04-28,8
confirmados,2020-07-21,2020-04-28,8
confirmados,2020-07-22,2020-04-28,8
confirmados,2020-07-23,2020-04-28,8
sospechosos,2020-07-24,2020-04-28,17
confirmados,2020-07-24,2020-04-28,8
confirmados,2020-07-25,2020-04-28,8
confirmados,2020-07-26,2020-04-28,8
confirmados,2020-07-27,2020-04-28,8
confirmados,2020-07-28,2020-04-28,8
confirmados,2020-07-29,2020-04-28,8
confirmados,2020-07-30,2020-04-28,8
confirmados,2020-07-31,2020-04-28,8
sospechosos,2020-08-01,2020-04-28,16
confirmados,2020-08-01,2020-04-28,8
confirmados,2020-08-02,2020-04-28,8
confirmados,2020-08-03,2020-04-28,8
confirmados,2020-08-04,2020-04-28,8
confirmados,2020-08-05,2020-04-28,8
confirmados,2020-08-06,2020-04-28,8
confirmados,2020-08-07,2020-04-28,8
sospechosos,2020-08-07,2020-04-28,15
confirmados,2020-08-08,2020-04-28,8
sospechosos,2020-08-08,2020-04-28,15
confirmados,2020-08-09,2020-04-28,8
confirmados,2020-08-10,2020-04-28,8
confirmados,2020-08-11,2020-04-28,8
confirmados,2020-08-12,2020-04-28,8
confirmados,2020-08-13,2020-04-28,8
sospechosos,2020-08-14,2020-04-28,15
confirmados,2020-08-14,2020-04-28,8
confirmados,2020-08-15,2020-04-28,8
confirmados,2020-08-16,2020-04-28,8
confirmados,2020-08-17,2020-04-28,8
confirmados,2020-08-18,2020-04-28,8
confirmados,2020-08-19,2020-04-28,8
confirmados,2020-08-20,2020-04-28,8
confirmados,2020-08-21,2020-04-28,8
sospechosos,2020-08-21,2020-04-28,15
confirmados,2020-08-22,2020-04-28,8
confirmados,2020-08-23,2020-04-28,8
confirmados,2020-08-24,2020-04-28,8
confirmados,2020-08-25,2020-04-28,8
confirmados,2020-08-26,2020-04-28,8
confirmados,2020-08-27,2020-04-28,8
confirmados,2020-08-28,2020-04-28,8
confirmados,2020-08-29,2020-04-28,8
confirmados,2020-06-18,2020-04-29,8
sospechosos,2020-06-18,2020-04-29,10
confirmados,2020-06-28,2020-04-29,9
sospechosos,2020-06-28,2020-04-29,9
confirmados,2020-07-03,2020-04-29,9
sospechosos,2020-07-03,2020-04-29,7
confirmados,2020-07-09,2020-04-29,9
sospechosos,2020-07-09,2020-04-29,8
confirmados,2020-07-17,2020-04-29,9
confirmados,2020-07-18,2020-04-29,9
sospechosos,2020-07-18,2020-04-29,7
confirmados,2020-07-19,2020-04-29,9
confirmados,2020-07-20,2020-04-29,9
confirmados,2020-07-21,2020-04-29,9
confirmados,2020-07-22,2020-04-29,9
confirmados,2020-07-23,2020-04-29,9
sospechosos,2020-07-24,2020-04-29,7
confirmados,2020-07-24,2020-04-29,9
confirmados,2020-07-25,2020-04-29,9
confirmados,2020-07-26,2020-04-29,9
confirmados,2020-07-27,2020-04-29,9
confirmados,2020-07-28,2020-04-29,9
confirmados,2020-07-29,2020-04-29,9
confirmados,2020-07-30,2020-04-29,9
confirmados,2020-07-31,2020-04-29,9
sospechosos,2020-08-01,2020-04-29,7
confirmados,2020-08-01,2020-04-29,9
confirmados,2020-08-02,2020-04-29,9
confirmados,2020-08-03,2020-04-29,9
confirmados,2020-08-04,2020-04-29,9
confirmados,2020-08-05,2020-04-29,9
confirmados,2020-08-06,2020-04-29,9
confirmados,2020-08-07,2020-04-29,9
sospechosos,2020-08-07,2020-04-29,7
confirmados,2020-08-08,2020-04-29,9
sospechosos,2020-08-08,2020-04-29,7
confirmados,2020-08-09,2020-04-29,9
confirmados,2020-08-10,2020-04-29,9
confirmados,2020-08-11,2020-04-29,9
confirmados,2020-08-12,2020-04-29,9
confirmados,2020-08-13,2020-04-29,9
sospechosos,2020-08-14,2020-04-29,7
confirmados,2020-08-14,2020-04-29,9
confirmados,2020-08-15,2020-04-29,9
confirmados,2020-08-16,2020-04-29,9
confirmados,2020-08-17,2020-04-29,9
confirmados,2020-08-18,2020-04-29,9
confirmados,2020-08-19,2020-04-29,9
confirmados,2020-08-20,2020-04-29,9
confirmados,2020-08-21,2020-04-29,9
sospechosos,2020-08-21,2020-04-29,7
confirmados,2020-08-22,2020-04-29,9
confirmados,2020-08-23,2020-04-29,9
confirmados,2020-08-24,2020-04-29,9
confirmados,2020-08-25,2020-04-29,9
confirmados,2020-08-26,2020-04-29,9
confirmados,2020-08-27,2020-04-29,9
confirmados,2020-08-28,2020-04-29,9
confirmados,2020-08-29,2020-04-29,9
confirmados,2020-06-18,2020-04-30,13
sospechosos,2020-06-18,2020-04-30,7
confirmados,2020-06-28,2020-04-30,13
sospechosos,2020-06-28,2020-04-30,6
confirmados,2020-07-03,2020-04-30,13
sospechosos,2020-07-03,2020-04-30,6
confirmados,2020-07-09,2020-04-30,13
sospechosos,2020-07-09,2020-04-30,9
confirmados,2020-07-17,2020-04-30,13
confirmados,2020-07-18,2020-04-30,13
sospechosos,2020-07-18,2020-04-30,7
confirmados,2020-07-19,2020-04-30,13
confirmados,2020-07-20,2020-04-30,13
confirmados,2020-07-21,2020-04-30,13
confirmados,2020-07-22,2020-04-30,13
confirmados,2020-07-23,2020-04-30,13
sospechosos,2020-07-24,2020-04-30,7
confirmados,2020-07-24,2020-04-30,13
confirmados,2020-07-25,2020-04-30,13
confirmados,2020-07-26,2020-04-30,13
confirmados,2020-07-27,2020-04-30,13
confirmados,2020-07-28,2020-04-30,13
confirmados,2020-07-29,2020-04-30,13
confirmados,2020-07-30,2020-04-30,13
confirmados,2020-07-31,2020-04-30,13
sospechosos,2020-08-01,2020-04-30,6
confirmados,2020-08-01,2020-04-30,13
confirmados,2020-08-02,2020-04-30,13
confirmados,2020-08-03,2020-04-30,13
confirmados,2020-08-04,2020-04-30,13
confirmados,2020-08-05,2020-04-30,13
confirmados,2020-08-06,2020-04-30,13
confirmados,2020-08-07,2020-04-30,13
sospechosos,2020-08-07,2020-04-30,6
confirmados,2020-08-08,2020-04-30,13
sospechosos,2020-08-08,2020-04-30,6
confirmados,2020-08-09,2020-04-30,13
confirmados,2020-08-10,2020-04-30,13
confirmados,2020-08-11,2020-04-30,13
confirmados,2020-08-12,2020-04-30,13
confirmados,2020-08-13,2020-04-30,13
sospechosos,2020-08-14,2020-04-30,6
confirmados,2020-08-14,2020-04-30,13
confirmados,2020-08-15,2020-04-30,13
confirmados,2020-08-16,2020-04-30,13
confirmados,2020-08-17,2020-04-30,13
confirmados,2020-08-18,2020-04-30,13
confirmados,2020-08-19,2020-04-30,13
confirmados,2020-08-20,2020-04-30,13
confirmados,2020-08-21,2020-04-30,13
sospechosos,2020-08-21,2020-04-30,6
confirmados,2020-08-22,2020-04-30,13
confirmados,2020-08-23,2020-04-30,13
confirmados,2020-08-24,2020-04-30,13
confirmados,2020-08-25,2020-04-30,13
confirmados,2020-08-26,2020-04-30,13
confirmados,2020-08-27,2020-04-30,13
confirmados,2020-08-28,2020-04-30,13
confirmados,2020-08-29,2020-04-30,13
confirmados,2020-06-18,2020-05-01,11
sospechosos,2020-06-18,2020-05-01,13
confirmados,2020-06-28,2020-05-01,11
sospechosos,2020-06-28,2020-05-01,14
confirmados,2020-07-03,2020-05-01,11
sospechosos,2020-07-03,2020-05-01,14
confirmados,2020-07-09,2020-05-01,11
sospechosos,2020-07-09,2020-05-01,15
confirmados,2020-07-17,2020-05-01,11
confirmados,2020-07-18,2020-05-01,11
sospechosos,2020-07-18,2020-05-01,14
confirmados,2020-07-19,2020-05-01,11
confirmados,2020-07-20,2020-05-01,11
confirmados,2020-07-21,2020-05-01,11
confirmados,2020-07-22,2020-05-01,11
confirmados,2020-07-23,2020-05-01,11
sospechosos,2020-07-24,2020-05-01,12
confirmados,2020-07-24,2020-05-01,11
confirmados,2020-07-25,2020-05-01,11
confirmados,2020-07-26,2020-05-01,11
confirmados,2020-07-27,2020-05-01,11
confirmados,2020-07-28,2020-05-01,11
confirmados,2020-07-29,2020-05-01,11
confirmados,2020-07-30,2020-05-01,11
confirmados,2020-07-31,2020-05-01,11
sospechosos,2020-08-01,2020-05-01,12
confirmados,2020-08-01,2020-05-01,11
confirmados,2020-08-02,2020-05-01,11
confirmados,2020-08-03,2020-05-01,11
confirmados,2020-08-04,2020-05-01,11
confirmados,2020-08-05,2020-05-01,11
confirmados,2020-08-06,2020-05-01,11
confirmados,2020-08-07,2020-05-01,11
sospechosos,2020-08-07,2020-05-01,12
confirmados,2020-08-08,2020-05-01,11
sospechosos,2020-08-08,2020-05-01,12
confirmados,2020-08-09,2020-05-01,11
confirmados,2020-08-10,2020-05-01,11
confirmados,2020-08-11,2020-05-01,11
confirmados,2020-08-12,2020-05-01,11
confirmados,2020-08-13,2020-05-01,11
sospechosos,2020-08-14,2020-05-01,12
confirmados,2020-08-14,2020-05-01,11
confirmados,2020-08-15,2020-05-01,11
confirmados,2020-08-16,2020-05-01,11
confirmados,2020-08-17,2020-05-01,11
confirmados,2020-08-18,2020-05-01,11
confirmados,2020-08-19,2020-05-01,11
confirmados,2020-08-20,2020-05-01,11
confirmados,2020-08-21,2020-05-01,11
sospechosos,2020-08-21,2020-05-01,12
confirmados,2020-08-22,2020-05-01,11
confirmados,2020-08-23,2020-05-01,11
confirmados,2020-08-24,2020-05-01,11
confirmados,2020-08-25,2020-05-01,11
confirmados,2020-08-26,2020-05-01,11
confirmados,2020-08-27,2020-05-01,11
confirmados,2020-08-28,2020-05-01,11
confirmados,2020-08-29,2020-05-01,11
confirmados,2020-06-18,2020-05-02,7
sospechosos,2020-06-18,2020-05-02,14
confirmados,2020-06-28,2020-05-02,9
sospechosos,2020-06-28,2020-05-02,11
confirmados,2020-07-03,2020-05-02,9
sospechosos,2020-07-03,2020-05-02,10
confirmados,2020-07-09,2020-05-02,9
sospechosos,2020-07-09,2020-05-02,10
confirmados,2020-07-17,2020-05-02,9
confirmados,2020-07-18,2020-05-02,9
sospechosos,2020-07-18,2020-05-02,10
confirmados,2020-07-19,2020-05-02,9
confirmados,2020-07-20,2020-05-02,9
confirmados,2020-07-21,2020-05-02,9
confirmados,2020-07-22,2020-05-02,9
confirmados,2020-07-23,2020-05-02,9
sospechosos,2020-07-24,2020-05-02,10
confirmados,2020-07-24,2020-05-02,9
confirmados,2020-07-25,2020-05-02,9
confirmados,2020-07-26,2020-05-02,9
confirmados,2020-07-27,2020-05-02,9
confirmados,2020-07-28,2020-05-02,9
confirmados,2020-07-29,2020-05-02,9
confirmados,2020-07-30,2020-05-02,9
confirmados,2020-07-31,2020-05-02,9
sospechosos,2020-08-01,2020-05-02,10
confirmados,2020-08-01,2020-05-02,9
confirmados,2020-08-02,2020-05-02,9
confirmados,2020-08-03,2020-05-02,9
confirmados,2020-08-04,2020-05-02,9
confirmados,2020-08-05,2020-05-02,9
confirmados,2020-08-06,2020-05-02,9
confirmados,2020-08-07,2020-05-02,9
sospechosos,2020-08-07,2020-05-02,10
confirmados,2020-08-08,2020-05-02,9
sospechosos,2020-08-08,2020-05-02,10
confirmados,2020-08-09,2020-05-02,9
confirmados,2020-08-10,2020-05-02,9
confirmados,2020-08-11,2020-05-02,9
confirmados,2020-08-12,2020-05-02,9
confirmados,2020-08-13,2020-05-02,9
sospechosos,2020-08-14,2020-05-02,10
confirmados,2020-08-14,2020-05-02,9
confirmados,2020-08-15,2020-05-02,9
confirmados,2020-08-16,2020-05-02,9
confirmados,2020-08-17,2020-05-02,9
confirmados,2020-08-18,2020-05-02,9
confirmados,2020-08-19,2020-05-02,9
confirmados,2020-08-20,2020-05-02,9
confirmados,2020-08-21,2020-05-02,9
sospechosos,2020-08-21,2020-05-02,10
confirmados,2020-08-22,2020-05-02,9
confirmados,2020-08-23,2020-05-02,9
confirmados,2020-08-24,2020-05-02,9
confirmados,2020-08-25,2020-05-02,9
confirmados,2020-08-26,2020-05-02,9
confirmados,2020-08-27,2020-05-02,9
confirmados,2020-08-28,2020-05-02,9
confirmados,2020-08-29,2020-05-02,9
confirmados,2020-06-18,2020-05-03,18
sospechosos,2020-06-18,2020-05-03,19
confirmados,2020-06-28,2020-05-03,19
sospechosos,2020-06-28,2020-05-03,15
confirmados,2020-07-03,2020-05-03,19
sospechosos,2020-07-03,2020-05-03,14
confirmados,2020-07-09,2020-05-03,19
sospechosos,2020-07-09,2020-05-03,14
confirmados,2020-07-17,2020-05-03,19
confirmados,2020-07-18,2020-05-03,19
sospechosos,2020-07-18,2020-05-03,14
confirmados,2020-07-19,2020-05-03,19
confirmados,2020-07-20,2020-05-03,19
confirmados,2020-07-21,2020-05-03,19
confirmados,2020-07-22,2020-05-03,19
confirmados,2020-07-23,2020-05-03,19
sospechosos,2020-07-24,2020-05-03,14
confirmados,2020-07-24,2020-05-03,19
confirmados,2020-07-25,2020-05-03,19
confirmados,2020-07-26,2020-05-03,19
confirmados,2020-07-27,2020-05-03,19
confirmados,2020-07-28,2020-05-03,19
confirmados,2020-07-29,2020-05-03,19
confirmados,2020-07-30,2020-05-03,19
confirmados,2020-07-31,2020-05-03,19
sospechosos,2020-08-01,2020-05-03,13
confirmados,2020-08-01,2020-05-03,19
confirmados,2020-08-02,2020-05-03,19
confirmados,2020-08-03,2020-05-03,19
confirmados,2020-08-04,2020-05-03,19
confirmados,2020-08-05,2020-05-03,19
confirmados,2020-08-06,2020-05-03,19
confirmados,2020-08-07,2020-05-03,19
sospechosos,2020-08-07,2020-05-03,13
confirmados,2020-08-08,2020-05-03,19
sospechosos,2020-08-08,2020-05-03,13
confirmados,2020-08-09,2020-05-03,19
confirmados,2020-08-10,2020-05-03,19
confirmados,2020-08-11,2020-05-03,19
confirmados,2020-08-12,2020-05-03,19
confirmados,2020-08-13,2020-05-03,19
sospechosos,2020-08-14,2020-05-03,13
confirmados,2020-08-14,2020-05-03,19
confirmados,2020-08-15,2020-05-03,19
confirmados,2020-08-16,2020-05-03,19
confirmados,2020-08-17,2020-05-03,19
confirmados,2020-08-18,2020-05-03,19
confirmados,2020-08-19,2020-05-03,19
confirmados,2020-08-20,2020-05-03,19
confirmados,2020-08-21,2020-05-03,19
sospechosos,2020-08-21,2020-05-03,13
confirmados,2020-08-22,2020-05-03,19
confirmados,2020-08-23,2020-05-03,19
confirmados,2020-08-24,2020-05-03,19
confirmados,2020-08-25,2020-05-03,19
confirmados,2020-08-26,2020-05-03,19
confirmados,2020-08-27,2020-05-03,19
confirmados,2020-08-28,2020-05-03,19
confirmados,2020-08-29,2020-05-03,19
confirmados,2020-06-18,2020-05-04,14
sospechosos,2020-06-18,2020-05-04,10
confirmados,2020-06-28,2020-05-04,15
sospechosos,2020-06-28,2020-05-04,10
confirmados,2020-07-03,2020-05-04,15
sospechosos,2020-07-03,2020-05-04,9
confirmados,2020-07-09,2020-05-04,15
sospechosos,2020-07-09,2020-05-04,8
confirmados,2020-07-17,2020-05-04,15
confirmados,2020-07-18,2020-05-04,15
sospechosos,2020-07-18,2020-05-04,8
confirmados,2020-07-19,2020-05-04,15
confirmados,2020-07-20,2020-05-04,15
confirmados,2020-07-21,2020-05-04,15
confirmados,2020-07-22,2020-05-04,15
confirmados,2020-07-23,2020-05-04,15
sospechosos,2020-07-24,2020-05-04,6
confirmados,2020-07-24,2020-05-04,15
confirmados,2020-07-25,2020-05-04,15
confirmados,2020-07-26,2020-05-04,15
confirmados,2020-07-27,2020-05-04,15
confirmados,2020-07-28,2020-05-04,15
confirmados,2020-07-29,2020-05-04,15
confirmados,2020-07-30,2020-05-04,15
confirmados,2020-07-31,2020-05-04,15
sospechosos,2020-08-01,2020-05-04,6
confirmados,2020-08-01,2020-05-04,15
confirmados,2020-08-02,2020-05-04,15
confirmados,2020-08-03,2020-05-04,15
confirmados,2020-08-04,2020-05-04,15
confirmados,2020-08-05,2020-05-04,15
confirmados,2020-08-06,2020-05-04,15
confirmados,2020-08-07,2020-05-04,15
sospechosos,2020-08-07,2020-05-04,6
confirmados,2020-08-08,2020-05-04,15
sospechosos,2020-08-08,2020-05-04,6
confirmados,2020-08-09,2020-05-04,15
confirmados,2020-08-10,2020-05-04,15
confirmados,2020-08-11,2020-05-04,15
confirmados,2020-08-12,2020-05-04,15
confirmados,2020-08-13,2020-05-04,15
sospechosos,2020-08-14,2020-05-04,6
confirmados,2020-08-14,2020-05-04,15
confirmados,2020-08-15,2020-05-04,15
confirmados,2020-08-16,2020-05-04,15
confirmados,2020-08-17,2020-05-04,15
confirmados,2020-08-18,2020-05-04,15
confirmados,2020-08-19,2020-05-04,15
confirmados,2020-08-20,2020-05-04,15
confirmados,2020-08-21,2020-05-04,15
sospechosos,2020-08-21,2020-05-04,6
confirmados,2020-08-22,2020-05-04,15
confirmados,2020-08-23,2020-05-04,15
confirmados,2020-08-24,2020-05-04,15
confirmados,2020-08-25,2020-05-04,15
confirmados,2020-08-26,2020-05-04,15
confirmados,2020-08-27,2020-05-04,15
confirmados,2020-08-28,2020-05-04,15
confirmados,2020-08-29,2020-05-04,15
confirmados,2020-06-18,2020-05-05,14
sospechosos,2020-06-18,2020-05-05,13
confirmados,2020-06-28,2020-05-05,14
sospechosos,2020-06-28,2020-05-05,12
confirmados,2020-07-03,2020-05-05,14
sospechosos,2020-07-03,2020-05-05,8
confirmados,2020-07-09,2020-05-05,14
sospechosos,2020-07-09,2020-05-05,8
confirmados,2020-07-17,2020-05-05,15
confirmados,2020-07-18,2020-05-05,15
sospechosos,2020-07-18,2020-05-05,7
confirmados,2020-07-19,2020-05-05,15
confirmados,2020-07-20,2020-05-05,15
confirmados,2020-07-21,2020-05-05,15
confirmados,2020-07-22,2020-05-05,15
confirmados,2020-07-23,2020-05-05,15
sospechosos,2020-07-24,2020-05-05,6
confirmados,2020-07-24,2020-05-05,15
confirmados,2020-07-25,2020-05-05,15
confirmados,2020-07-26,2020-05-05,15
confirmados,2020-07-27,2020-05-05,15
confirmados,2020-07-28,2020-05-05,15
confirmados,2020-07-29,2020-05-05,15
confirmados,2020-07-30,2020-05-05,15
confirmados,2020-07-31,2020-05-05,15
sospechosos,2020-08-01,2020-05-05,6
confirmados,2020-08-01,2020-05-05,15
confirmados,2020-08-02,2020-05-05,15
confirmados,2020-08-03,2020-05-05,15
confirmados,2020-08-04,2020-05-05,15
confirmados,2020-08-05,2020-05-05,15
confirmados,2020-08-06,2020-05-05,15
confirmados,2020-08-07,2020-05-05,15
sospechosos,2020-08-07,2020-05-05,6
confirmados,2020-08-08,2020-05-05,15
sospechosos,2020-08-08,2020-05-05,6
confirmados,2020-08-09,2020-05-05,15
confirmados,2020-08-10,2020-05-05,15
confirmados,2020-08-11,2020-05-05,15
confirmados,2020-08-12,2020-05-05,15
confirmados,2020-08-13,2020-05-05,15
sospechosos,2020-08-14,2020-05-05,6
confirmados,2020-08-14,2020-05-05,15
confirmados,2020-08-15,2020-05-05,15
confirmados,2020-08-16,2020-05-05,15
confirmados,2020-08-17,2020-05-05,15
confirmados,2020-08-18,2020-05-05,15
confirmados,2020-08-19,2020-05-05,15
confirmados,2020-08-20,2020-05-05,15
confirmados,2020-08-21,2020-05-05,15
sospechosos,2020-08-21,2020-05-05,6
confirmados,2020-08-22,2020-05-05,15
confirmados,2020-08-23,2020-05-05,15
confirmados,2020-08-24,2020-05-05,15
confirmados,2020-08-25,2020-05-05,15
confirmados,2020-08-26,2020-05-05,15
confirmados,2020-08-27,2020-05-05,15
confirmados,2020-08-28,2020-05-05,15
confirmados,2020-08-29,2020-05-05,15
confirmados,2020-06-18,2020-05-06,22
sospechosos,2020-06-18,2020-05-06,13
confirmados,2020-06-28,2020-05-06,22
sospechosos,2020-06-28,2020-05-06,11
confirmados,2020-07-03,2020-05-06,22
sospechosos,2020-07-03,2020-05-06,10
confirmados,2020-07-09,2020-05-06,22
sospechosos,2020-07-09,2020-05-06,10
confirmados,2020-07-17,2020-05-06,22
confirmados,2020-07-18,2020-05-06,22
sospechosos,2020-07-18,2020-05-06,11
confirmados,2020-07-19,2020-05-06,22
confirmados,2020-07-20,2020-05-06,22
confirmados,2020-07-21,2020-05-06,22
confirmados,2020-07-22,2020-05-06,22
confirmados,2020-07-23,2020-05-06,22
sospechosos,2020-07-24,2020-05-06,9
confirmados,2020-07-24,2020-05-06,22
confirmados,2020-07-25,2020-05-06,22
confirmados,2020-07-26,2020-05-06,22
confirmados,2020-07-27,2020-05-06,22
confirmados,2020-07-28,2020-05-06,22
