Region,Poblacion,Fecha,PCR Realizados,Region ID,Tasa
Los Lagos,891440,2020/08/28,2726.0,10,305.7973615722875
Aysén,107297,2020/08/28,98.0,11,91.33526566446406
Magallanes,178362,2020/08/28,496.0,12,278.08613942431685
Arica y Parinacota,252110,2020/08/29,647.0,15,256.634008964341
Tarapacá,382773,2020/08/29,719.0,1,187.83979016283803
Antofagasta,691854,2020/08/29,985.0,2,142.37107829108453
Atacama,314709,2020/08/29,429.0,3,136.31640658513103
Coquimbo,836096,2020/08/29,1015.0,4,121.397542865891
Valparaíso,1960170,2020/08/29,3741.0,5,190.85079355362035
Metropolitana,8125072,2020/08/29,11743.0,13,144.52795002924282
O’Higgins,991063,2020/08/29,1374.0,6,138.6390168939815
Maule,1131939,2020/08/29,1996.0,7,176.33459046821426
Ñuble,511551,2020/08/29,849.0,16,165.96585677674366
Biobío,1663696,2020/08/29,3301.0,8,198.41365249420568
Araucanía,1014343,2020/08/29,1000.0,9,98.58598127063527
Los Ríos,405835,2020/08/29,409.0,14,100.77987359394828
Los Lagos,891440,2020/08/29,3304.0,10,370.63627389392445
Aysén,107297,2020/08/29,157.0,11,146.32282356449852
Magallanes,178362,2020/08/29,568.0,12,318.45348224397577
