Fecha,Casos nuevos con sintomas,Casos totales,Casos recuperados,Fallecidos,Casos activos,Casos nuevos sin sintomas,Casos nuevos totales,Casos activos por FD,Casos activos por FIS,Casos recuperados por FIS,Casos recuperados por FD,Casos confirmados recuperados,Casos activos confirmados,Casos probables acumulados,Casos activos probables,Casos nuevos sin notificar,Measured Current Infected,Measured Unhospitalized Infected,Hospitalization Likelihood,Death likelihood,Susceptible Population,True Unhospitalized Infected,True Current Infected,True Infection Rate,Measured Infection Rate,Hospitalization Rate,Recovered Population,Accumulative Deaths,Hospitalized Population,Total Cases,Closure Policy,Air Passengers,Ventilators,PCR Tests
2020-06-24,3020,254416,,4731,34592,264,3649,105920,34592,215093,143765,215093,34592,26184,9674,,34592,32546,0.084541961075989,0.033017724383148,19418987,47990.9177210065,50036.9177210065,22852.2215422313,-1100,37,0,4731,2046,222994,Paso 3,3626.71428571429,3023,12575
2020-06-25,3778,259064,,4903,34834,423,4648,104972,34834,219327,149189,219327,34834,27193,9646,,34834,32756,0.08312,0.032889442670612,19418573,17267.4799655174,19345.4799655174,-30691.4377554892,242,32,0,4903,2078,227642,Paso 3,3626.71428571429,3039,17446
2020-06-26,3422,263360,,5068,34861,413,4296,102514,34861,223431,155778,223431,34861,28133,9720,,34861,32775,0.078368021639492,0.03324297775512,19418381,25982.2144346644,28068.2144346644,8722.73446914699,27,8,0,5068,2086,231938,Paso 3,3626.71428571429,3046,18249
2020-06-27,3481,267766,,5347,34364,426,4406,100411,34364,228055,162008,228055,34364,29019,9659,,34364,32274,0.077528006528674,0.032918048459861,19418599,25720.6314652683,27810.6314652683,-257.582969396088,-497,4,0,5347,2090,236344,Paso 3,3626.71428571429,3040,17944
2020-06-28,3396,271982,,5509,34263,402,4216,97689,34263,232210,168784,232210,34263,29733,9595,,34263,32134,0.078082593706448,0.031986367782986,19418538,27779.0224707002,29908.0224707002,2097.39100543193,-101,39,0,5509,2129,240560,Paso 3,3626.71428571429,3080,18370
2020-06-29,3092,275999,,5575,34270,432,4017,96563,34270,236154,173861,236016,34270,30362,9320,,34270,32180,0.076607286855802,0.031699324550258,19418465,22772.7014851446,24862.7014851446,-5045.32098555566,7,-39,0,5575,2090,244577,Paso 3,3970,3107,16799
2020-06-30,2690,279393,,5688,32476,338,3394,94944,32476,241229,178761,241229,32476,30582,8385,,32476,30370,0.084803092534429,0.031190193495221,19420146,31034.0820387505,33140.0820387505,8277.3805536059,-1794,16,0,5688,2106,247971,Paso 3,3970,3114,13349
2020-07-01,2134,282043,,5753,30847,300,2650,61415,30847,245443,214875,245443,30847,30980,7806,,30847,28772,0.05914714098398,0.031288648351532,19421710,25378.1619148899,27453.1619148899,-5686.9201238606,-1629,-31,0,5753,2075,250621,Paso 3,3970,3102,10385
2020-07-02,2042,284541,,5920,29374,230,2498,59438,29374,249247,219183,249247,29374,32013,7921,,29374,27275,0.060279716263175,0.031242093958623,19423016,23528.230369107,25627.230369107,-1825.93154578289,-1473,24,0,5920,2099,253119,Paso 3,3970,3120,10831
2020-07-03,2703,288089,,6051,28695,322,3548,56696,28695,253343,225342,253343,28695,32578,7543,,28695,26588,0.058839956435533,0.030964489851028,19423564,24138.4888224821,26245.4888224821,618.258453375107,-679,8,0,6051,2107,256667,Paso 3,3970,3135,15585
2020-07-04,2951,291847,,6192,28210,371,3758,55099,28210,257445,230556,257445,28210,33933,7986,,28210,26133,0.057945541792211,0.030721876430652,19423908,24187.002721969,26264.002721969,18.5138994869085,-485,-30,0,6192,2077,260425,Paso 3,3970,3143,17287
2020-07-05,2852,295532,,6308,28194,438,3685,53177,28194,261030,236047,261032,28194,34651,7785,,28194,26116,0.055700002680462,0.030265534553626,19423808,16203.0491676152,18281.0491676152,-7982.95355435381,-16,1,0,6308,2078,264110,Paso 3,3970,3175,18004
2020-07-06,2354,298557,,6384,27804,404,3025,51594,27804,264369,240579,264371,27804,34901,7263,,27804,25735,0.055822361320958,0.029850469284266,19424122,17883.6493008136,19952.6493008136,1671.60013319838,-390,-9,0,6384,2069,267135,Paso 3,3738.14285714286,3170,16377
2020-07-07,1946,301019,,6434,26340,266,2462,50252,26340,268245,244333,268245,26340,35134,6536,,26340,24280,0.057716014793231,0.029966491144088,19425536,14847.2887534931,16907.2887534931,-3045.36054732045,-1464,-9,0,6434,2060,269597,Paso 3,3738.14285714286,3180,12065
2020-07-08,1638,303083,,6573,24807,265,2064,48667,24807,271703,247843,271703,24807,35905,6513,,24807,22754,0.059348982423682,0.029964931791887,19426930,18561.1020917248,20614.1020917248,3706.81333823171,-1533,-7,0,6573,2053,271661,Paso 3,3738.14285714286,3180,10464
2020-07-09,2395,306216,,6682,24612,432,3133,47152,24612,274922,252382,274922,24612,36640,6518,,24612,22613,0.057386461503129,0.029788000456858,19427016,18031.6981649496,20030.6981649496,-583.403926775238,-195,-54,0,6682,1999,274794,Paso 3,3738.14285714286,3200,16842
2020-07-10,2392,309274,,6781,24440,460,3058,45914,24440,278053,256579,278053,24440,37400,6633,,24440,22450,0.057083847279195,0.029667411118489,19427089,16630.7999793894,18620.7999793894,-1409.89818556016,-172,-9,0,6781,1990,277852,Paso 3,3738.14285714286,3216,17727
2020-07-11,2219,312029,,6881,24008,405,2755,44263,24008,281140,260885,280161,24008,38090,6609,,24008,22009,0.0581713421022,0.029528991639306,19427421,21681.6625734057,23680.6625734057,5059.86259401626,-432,9,0,6881,1999,280607,Paso 3,3738.14285714286,3182,18268
2020-07-12,2371,315041,,6979,24166,389,3012,43059,24166,283896,265003,283902,24166,38724,6637,,24166,22171,0.058226074774538,0.029198536747589,19427165,20324.486746328,22319.486746328,-1361.17582707768,158,-4,0,6979,1995,283619,Paso 3,3738.14285714286,3184,19171
2020-07-13,1985,317657,,7024,24077,451,2616,41658,24077,286556,268975,286556,24077,39038,6321,,24077,22146,0.056346658885323,0.028902963075023,19427209,28362.6858905699,30293.6858905699,7974.19914424191,-89,-64,0,7024,1931,286235,Paso 3,3688,3172,17467
2020-07-14,1444,319493,,7069,23205,244,1836,40100,23205,289219,272324,289220,23205,39219,5800,,23205,21290,0.058966621505112,0.02897919514782,19428036,19608.9690485175,21523.9690485175,-8769.71684205238,-872,-16,0,7069,1915,288071,Paso 3,3688,3171,12238
2020-07-15,1400,321205,,7186,21934,186,1712,39162,21934,292085,274857,292085,21934,39270,5601,,21934,20056,0.060881122961714,0.02908774603884,19429190,22630.7520677041,24508.7520677041,2984.78301918654,-1271,-37,0,7186,1878,289783,Paso 3,3688,3170,12209
2020-07-16,1949,323698,,7290,21107,367,2475,39157,21107,295301,277251,295301,21107,38833,5390,,21107,19286,0.06199359978212,0.032976584136315,19429913,20073.1070380872,21894.1070380872,-2614.64502961689,-827,-57,0,7290,1821,292258,Paso 3,3688,3166,17192
2020-07-17,2125,326539,,8347,21378,545,2840,38450,21378,296814,279742,296814,21378,40056,4922,,21378,19582,0.062589301271999,0.032902554672007,19428585,9939.83874059538,11735.8387405954,-10158.2682974918,271,-25,0,8347,1796,295098,Paso 3,3688,3160,18699
2020-07-18,1624,328846,,8445,20952,373,2185,36999,20952,299449,283402,299449,,39477,4227,188,20952,19160,0.063523573200993,0.032650475184794,19428913,16327.2758739094,18119.2758739094,6383.43713331399,-426,-4,0,8445,1792,297283,Paso 3,3688,3153,17716
2020-07-19,1615,330930,,8503,20633,359,2082,35398,20633,301794,287029,301794,,38695,3487,108,20633,18869,0.062566503511385,0.032687137934951,19429174,12370.8718399254,14134.8718399254,-3984.404033984,-319,-28,0,8503,1764,299365,Paso 3,3688,3142,15728
2020-07-20,1599,333029,,8633,20404,340,2099,34472,20404,303992,289924,303992,,38294,2743,160,20404,18651,0.063048482232772,0.032481704007337,19429273,20444.4052381058,22197.4052381058,8062.53339818047,-229,-11,0,8633,1753,301464,Paso 3,3688,3136,16343
2020-07-21,1342,334683,,8677,19190,230,1656,33664,19190,306816,292342,306816,,39828,2414,84,19190,17462,0.065603644646925,0.032351992047389,19430443,7752.61180462999,9480.61180462999,-12716.7934334758,-1214,-25,0,8677,1728,303120,Paso 3,3688,3131,12590
2020-07-22,1391,336402,,8722,18439,238,1741,33319,18439,309241,294361,309241,,39568,1853,112,18439,16751,0.068045309791591,0.032533193943923,19431149,14778.1330707004,16466.1330707004,6985.52126607038,-751,-40,0,8722,1688,304861,Paso 3,3688,3123,12793
2020-07-23,1841,338759,,8838,18490,379,2371,32543,18490,311431,297378,311431,,39282,1511,151,18490,16820,0.067853079798472,0.03243884509851,19430982,16861.3749416563,18531.3749416563,2065.2418709559,51,-18,0,8838,1670,307232,Paso 3,3688,3107,18867
2020-07-24,2005,341304,,8914,18694,373,2545,32030,18694,313696,300360,313696,,39930,1305,167,18694,17058,0.066939443535188,0.032463325799347,19430702,4587.65749750166,6223.65749750166,-12307.7174441546,204,-34,0,8914,1636,309777,Paso 3,3688,3101,21071
2020-07-25,1752,343592,,9020,18403,399,2287,31563,18403,316169,303009,316169,,39757,1076,136,18403,16791,0.067144285238254,0.03247246148528,19430887,9659.38103850926,11271.3810385093,5047.7235410076,-291,-24,0,9020,1612,312064,Paso 3,3688,3104,19133
2020-07-26,1620,345790,,9112,18583,449,2198,30749,18583,318095,305929,318095,,39686,887,129,18583,16991,0.065877679384259,0.032392047077241,19430615,11753.2051236486,13345.2051236486,2073.82408513934,180,-20,0,9112,1592,314262,Paso 3,3688,3085,19709
2020-07-27,1475,347923,,9187,18782,487,2133,30266,18782,319954,308470,319954,,39662,730,171,18782,17227,0.064584458196619,0.0322811675721,19430341,20287.947888297,21842.947888297,8497.74276464843,199,-37,0,9187,1555,316395,Paso 3,3688,3079,21544
2020-07-28,1236,349800,,9240,18228,462,1876,30307,18228,322332,310253,322332,,39625,640,178,18228,16699,0.065890971773325,0.032207337774368,19430842,20052.5158104834,21581.5158104834,-261.432077813664,-554,-26,0,9240,1529,318271,Paso 3,3688,3076,17596
2020-07-29,1294,351575,,9278,17740,346,1773,30370,17740,324557,311927,324557,,39554,629,133,17740,16255,0.067703109327984,0.032207337774368,19431292,19621.8218979021,21106.8218979021,-474.693912581293,-488,-44,0,9278,1485,320044,Paso 3,3688,3052,17130
