Region,Categoria,Fecha,Numero
Atacama,residencias,2020-06-21,6.0
Coquimbo,residencias,2020-06-21,8.0
Valparaíso,residencias,2020-06-21,10.0
Metropolitana,residencias,2020-06-21,32.0
O’Higgins,residencias,2020-06-21,4.0
Maule,residencias,2020-06-21,10.0
Ñuble,residencias,2020-06-21,5.0
Biobío,residencias,2020-06-21,14.0
Araucanía,residencias,2020-06-21,6.0
Los Ríos,residencias,2020-06-21,4.0
Los Lagos,residencias,2020-06-21,6.0
Aysén,residencias,2020-06-21,2.0
Magallanes,residencias,2020-06-21,8.0
Arica y Parinacota,cupos totales,2020-06-22,239.0
Tarapacá,cupos totales,2020-06-22,642.0
Antofagasta,cupos totales,2020-06-22,285.0
Atacama,cupos totales,2020-06-22,257.0
Coquimbo,cupos totales,2020-06-22,452.0
Valparaíso,cupos totales,2020-06-22,1017.0
Metropolitana,cupos totales,2020-06-22,3924.0
O’Higgins,cupos totales,2020-06-22,180.0
Maule,cupos totales,2020-06-22,388.0
Ñuble,cupos totales,2020-06-22,204.0
Biobío,cupos totales,2020-06-22,729.0
Araucanía,cupos totales,2020-06-22,365.0
Los Ríos,cupos totales,2020-06-22,152.0
Los Lagos,cupos totales,2020-06-22,236.0
Aysén,cupos totales,2020-06-22,23.0
Magallanes,cupos totales,2020-06-22,149.0
Arica y Parinacota,usuarios en residencia,2020-06-22,239.0
Tarapacá,usuarios en residencia,2020-06-22,374.0
Antofagasta,usuarios en residencia,2020-06-22,250.0
Atacama,usuarios en residencia,2020-06-22,103.0
Coquimbo,usuarios en residencia,2020-06-22,194.0
Valparaíso,usuarios en residencia,2020-06-22,379.0
Metropolitana,usuarios en residencia,2020-06-22,2187.0
O’Higgins,usuarios en residencia,2020-06-22,106.0
Maule,usuarios en residencia,2020-06-22,229.0
Ñuble,usuarios en residencia,2020-06-22,149.0
Biobío,usuarios en residencia,2020-06-22,405.0
Araucanía,usuarios en residencia,2020-06-22,206.0
Los Ríos,usuarios en residencia,2020-06-22,55.0
Los Lagos,usuarios en residencia,2020-06-22,117.0
Aysén,usuarios en residencia,2020-06-22,4.0
Magallanes,usuarios en residencia,2020-06-22,76.0
Arica y Parinacota,residencias,2020-06-22,6.0
Tarapacá,residencias,2020-06-22,11.0
Antofagasta,residencias,2020-06-22,6.0
Atacama,residencias,2020-06-22,6.0
Coquimbo,residencias,2020-06-22,8.0
Valparaíso,residencias,2020-06-22,10.0
Metropolitana,residencias,2020-06-22,32.0
O’Higgins,residencias,2020-06-22,4.0
Maule,residencias,2020-06-22,10.0
Ñuble,residencias,2020-06-22,5.0
Biobío,residencias,2020-06-22,14.0
Araucanía,residencias,2020-06-22,6.0
Los Ríos,residencias,2020-06-22,4.0
Los Lagos,residencias,2020-06-22,6.0
Aysén,residencias,2020-06-22,2.0
Magallanes,residencias,2020-06-22,8.0
Arica y Parinacota,cupos totales,2020-06-23,239.0
Tarapacá,cupos totales,2020-06-23,642.0
Antofagasta,cupos totales,2020-06-23,285.0
Atacama,cupos totales,2020-06-23,257.0
Coquimbo,cupos totales,2020-06-23,452.0
Valparaíso,cupos totales,2020-06-23,1017.0
Metropolitana,cupos totales,2020-06-23,3924.0
O’Higgins,cupos totales,2020-06-23,180.0
Maule,cupos totales,2020-06-23,388.0
Ñuble,cupos totales,2020-06-23,204.0
Biobío,cupos totales,2020-06-23,729.0
Araucanía,cupos totales,2020-06-23,365.0
Los Ríos,cupos totales,2020-06-23,152.0
Los Lagos,cupos totales,2020-06-23,236.0
Aysén,cupos totales,2020-06-23,23.0
Magallanes,cupos totales,2020-06-23,149.0
Arica y Parinacota,usuarios en residencia,2020-06-23,221.0
Tarapacá,usuarios en residencia,2020-06-23,433.0
Antofagasta,usuarios en residencia,2020-06-23,270.0
Atacama,usuarios en residencia,2020-06-23,103.0
Coquimbo,usuarios en residencia,2020-06-23,203.0
Valparaíso,usuarios en residencia,2020-06-23,360.0
Metropolitana,usuarios en residencia,2020-06-23,2152.0
O’Higgins,usuarios en residencia,2020-06-23,107.0
Maule,usuarios en residencia,2020-06-23,251.0
Ñuble,usuarios en residencia,2020-06-23,189.0
Biobío,usuarios en residencia,2020-06-23,430.0
Araucanía,usuarios en residencia,2020-06-23,206.0
Los Ríos,usuarios en residencia,2020-06-23,63.0
Los Lagos,usuarios en residencia,2020-06-23,114.0
Aysén,usuarios en residencia,2020-06-23,4.0
Magallanes,usuarios en residencia,2020-06-23,83.0
Arica y Parinacota,residencias,2020-06-23,6.0
Tarapacá,residencias,2020-06-23,11.0
Antofagasta,residencias,2020-06-23,6.0
Atacama,residencias,2020-06-23,6.0
Coquimbo,residencias,2020-06-23,8.0
Valparaíso,residencias,2020-06-23,10.0
Metropolitana,residencias,2020-06-23,32.0
O’Higgins,residencias,2020-06-23,4.0
Maule,residencias,2020-06-23,10.0
Ñuble,residencias,2020-06-23,5.0
Biobío,residencias,2020-06-23,14.0
Araucanía,residencias,2020-06-23,6.0
Los Ríos,residencias,2020-06-23,4.0
Los Lagos,residencias,2020-06-23,6.0
Aysén,residencias,2020-06-23,2.0
Magallanes,residencias,2020-06-23,8.0
Arica y Parinacota,cupos totales,2020-06-24,267.0
Tarapacá,cupos totales,2020-06-24,642.0
Antofagasta,cupos totales,2020-06-24,285.0
Atacama,cupos totales,2020-06-24,257.0
Coquimbo,cupos totales,2020-06-24,452.0
Valparaíso,cupos totales,2020-06-24,1091.0
Metropolitana,cupos totales,2020-06-24,3924.0
O’Higgins,cupos totales,2020-06-24,179.0
Maule,cupos totales,2020-06-24,344.0
Ñuble,cupos totales,2020-06-24,204.0
Biobío,cupos totales,2020-06-24,707.0
Araucanía,cupos totales,2020-06-24,365.0
Los Ríos,cupos totales,2020-06-24,152.0
Los Lagos,cupos totales,2020-06-24,236.0
Aysén,cupos totales,2020-06-24,23.0
Magallanes,cupos totales,2020-06-24,149.0
Arica y Parinacota,usuarios en residencia,2020-06-24,216.0
Tarapacá,usuarios en residencia,2020-06-24,436.0
Antofagasta,usuarios en residencia,2020-06-24,255.0
Atacama,usuarios en residencia,2020-06-24,119.0
Coquimbo,usuarios en residencia,2020-06-24,190.0
Valparaíso,usuarios en residencia,2020-06-24,422.0
Metropolitana,usuarios en residencia,2020-06-24,2184.0
O’Higgins,usuarios en residencia,2020-06-24,118.0
Maule,usuarios en residencia,2020-06-24,241.0
Ñuble,usuarios en residencia,2020-06-24,192.0
Biobío,usuarios en residencia,2020-06-24,399.0
Araucanía,usuarios en residencia,2020-06-24,206.0
Los Ríos,usuarios en residencia,2020-06-24,75.0
Los Lagos,usuarios en residencia,2020-06-24,119.0
Aysén,usuarios en residencia,2020-06-24,5.0
Magallanes,usuarios en residencia,2020-06-24,90.0
Arica y Parinacota,residencias,2020-06-24,8.0
Tarapacá,residencias,2020-06-24,11.0
Antofagasta,residencias,2020-06-24,6.0
Atacama,residencias,2020-06-24,6.0
Coquimbo,residencias,2020-06-24,8.0
Valparaíso,residencias,2020-06-24,12.0
Metropolitana,residencias,2020-06-24,32.0
O’Higgins,residencias,2020-06-24,4.0
Maule,residencias,2020-06-24,10.0
Ñuble,residencias,2020-06-24,5.0
Biobío,residencias,2020-06-24,13.0
Araucanía,residencias,2020-06-24,6.0
Los Ríos,residencias,2020-06-24,4.0
Los Lagos,residencias,2020-06-24,6.0
Aysén,residencias,2020-06-24,2.0
Magallanes,residencias,2020-06-24,8.0
Arica y Parinacota,cupos totales,2020-06-25,267.0
Tarapacá,cupos totales,2020-06-25,619.0
Antofagasta,cupos totales,2020-06-25,285.0
Atacama,cupos totales,2020-06-25,257.0
Coquimbo,cupos totales,2020-06-25,452.0
Valparaíso,cupos totales,2020-06-25,1091.0
Metropolitana,cupos totales,2020-06-25,3991.0
O’Higgins,cupos totales,2020-06-25,179.0
Maule,cupos totales,2020-06-25,344.0
Ñuble,cupos totales,2020-06-25,286.0
Biobío,cupos totales,2020-06-25,733.0
Araucanía,cupos totales,2020-06-25,347.0
Los Ríos,cupos totales,2020-06-25,152.0
Los Lagos,cupos totales,2020-06-25,230.0
Aysén,cupos totales,2020-06-25,23.0
Magallanes,cupos totales,2020-06-25,149.0
Arica y Parinacota,usuarios en residencia,2020-06-25,222.0
Tarapacá,usuarios en residencia,2020-06-25,409.0
Antofagasta,usuarios en residencia,2020-06-25,245.0
Atacama,usuarios en residencia,2020-06-25,123.0
Coquimbo,usuarios en residencia,2020-06-25,196.0
Valparaíso,usuarios en residencia,2020-06-25,479.0
Metropolitana,usuarios en residencia,2020-06-25,2323.0
O’Higgins,usuarios en residencia,2020-06-25,98.0
Maule,usuarios en residencia,2020-06-25,228.0
Ñuble,usuarios en residencia,2020-06-25,189.0
Biobío,usuarios en residencia,2020-06-25,563.0
Araucanía,usuarios en residencia,2020-06-25,201.0
Los Ríos,usuarios en residencia,2020-06-25,81.0
Los Lagos,usuarios en residencia,2020-06-25,117.0
Aysén,usuarios en residencia,2020-06-25,10.0
Magallanes,usuarios en residencia,2020-06-25,103.0
Arica y Parinacota,residencias,2020-06-25,8.0
Tarapacá,residencias,2020-06-25,11.0
Antofagasta,residencias,2020-06-25,6.0
Atacama,residencias,2020-06-25,6.0
Coquimbo,residencias,2020-06-25,8.0
Valparaíso,residencias,2020-06-25,12.0
Metropolitana,residencias,2020-06-25,32.0
O’Higgins,residencias,2020-06-25,4.0
Maule,residencias,2020-06-25,10.0
Ñuble,residencias,2020-06-25,5.0
Biobío,residencias,2020-06-25,13.0
Araucanía,residencias,2020-06-25,6.0
Los Ríos,residencias,2020-06-25,4.0
Los Lagos,residencias,2020-06-25,6.0
Aysén,residencias,2020-06-25,2.0
Magallanes,residencias,2020-06-25,8.0
Arica y Parinacota,cupos totales,2020-06-26,267.0
Tarapacá,cupos totales,2020-06-26,619.0
Antofagasta,cupos totales,2020-06-26,285.0
Atacama,cupos totales,2020-06-26,257.0
Coquimbo,cupos totales,2020-06-26,544.0
Valparaíso,cupos totales,2020-06-26,1091.0
Metropolitana,cupos totales,2020-06-26,3991.0
O’Higgins,cupos totales,2020-06-26,179.0
Maule,cupos totales,2020-06-26,344.0
Ñuble,cupos totales,2020-06-26,318.0
Biobío,cupos totales,2020-06-26,752.0
Araucanía,cupos totales,2020-06-26,347.0
Los Ríos,cupos totales,2020-06-26,152.0
Los Lagos,cupos totales,2020-06-26,270.0
Aysén,cupos totales,2020-06-26,23.0
Magallanes,cupos totales,2020-06-26,149.0
Arica y Parinacota,usuarios en residencia,2020-06-26,224.0
Tarapacá,usuarios en residencia,2020-06-26,410.0
Antofagasta,usuarios en residencia,2020-06-26,230.0
Atacama,usuarios en residencia,2020-06-26,133.0
Coquimbo,usuarios en residencia,2020-06-26,212.0
Valparaíso,usuarios en residencia,2020-06-26,522.0
Metropolitana,usuarios en residencia,2020-06-26,2144.0
O’Higgins,usuarios en residencia,2020-06-26,117.0
Maule,usuarios en residencia,2020-06-26,236.0
Ñuble,usuarios en residencia,2020-06-26,180.0
Biobío,usuarios en residencia,2020-06-26,551.0
Araucanía,usuarios en residencia,2020-06-26,211.0
Los Ríos,usuarios en residencia,2020-06-26,81.0
Los Lagos,usuarios en residencia,2020-06-26,112.0
Aysén,usuarios en residencia,2020-06-26,9.0
Magallanes,usuarios en residencia,2020-06-26,99.0
Arica y Parinacota,residencias,2020-06-26,8.0
Tarapacá,residencias,2020-06-26,10.0
Antofagasta,residencias,2020-06-26,6.0
Atacama,residencias,2020-06-26,6.0
Coquimbo,residencias,2020-06-26,10.0
Valparaíso,residencias,2020-06-26,12.0
Metropolitana,residencias,2020-06-26,33.0
O’Higgins,residencias,2020-06-26,4.0
Maule,residencias,2020-06-26,10.0
Ñuble,residencias,2020-06-26,6.0
Biobío,residencias,2020-06-26,16.0
Araucanía,residencias,2020-06-26,6.0
Los Ríos,residencias,2020-06-26,4.0
Los Lagos,residencias,2020-06-26,7.0
Aysén,residencias,2020-06-26,2.0
Magallanes,residencias,2020-06-26,8.0
Arica y Parinacota,cupos totales,2020-06-27,297.0
Tarapacá,cupos totales,2020-06-27,631.0
Antofagasta,cupos totales,2020-06-27,386.0
Atacama,cupos totales,2020-06-27,288.0
Coquimbo,cupos totales,2020-06-27,414.0
Valparaíso,cupos totales,2020-06-27,1196.0
Metropolitana,cupos totales,2020-06-27,3653.0
O’Higgins,cupos totales,2020-06-27,179.0
Maule,cupos totales,2020-06-27,486.0
Ñuble,cupos totales,2020-06-27,318.0
Biobío,cupos totales,2020-06-27,721.0
Araucanía,cupos totales,2020-06-27,319.0
Los Ríos,cupos totales,2020-06-27,102.0
Los Lagos,cupos totales,2020-06-27,230.0
Aysén,cupos totales,2020-06-27,23.0
Magallanes,cupos totales,2020-06-27,231.0
Arica y Parinacota,usuarios en residencia,2020-06-27,261.0
Tarapacá,usuarios en residencia,2020-06-27,406.0
Antofagasta,usuarios en residencia,2020-06-27,257.0
Atacama,usuarios en residencia,2020-06-27,163.0
Coquimbo,usuarios en residencia,2020-06-27,231.0
Valparaíso,usuarios en residencia,2020-06-27,508.0
Metropolitana,usuarios en residencia,2020-06-27,2359.0
O’Higgins,usuarios en residencia,2020-06-27,122.0
Maule,usuarios en residencia,2020-06-27,362.0
Ñuble,usuarios en residencia,2020-06-27,191.0
Biobío,usuarios en residencia,2020-06-27,583.0
Araucanía,usuarios en residencia,2020-06-27,174.0
Los Ríos,usuarios en residencia,2020-06-27,61.0
Los Lagos,usuarios en residencia,2020-06-27,122.0
Aysén,usuarios en residencia,2020-06-27,9.0
Magallanes,usuarios en residencia,2020-06-27,96.0
Arica y Parinacota,residencias,2020-06-27,10.0
Tarapacá,residencias,2020-06-27,10.0
Antofagasta,residencias,2020-06-27,8.0
Atacama,residencias,2020-06-27,6.0
Coquimbo,residencias,2020-06-27,8.0
Valparaíso,residencias,2020-06-27,12.0
Metropolitana,residencias,2020-06-27,34.0
O’Higgins,residencias,2020-06-27,4.0
Maule,residencias,2020-06-27,10.0
Ñuble,residencias,2020-06-27,6.0
Biobío,residencias,2020-06-27,16.0
Araucanía,residencias,2020-06-27,4.0
Los Ríos,residencias,2020-06-27,3.0
Los Lagos,residencias,2020-06-27,6.0
Aysén,residencias,2020-06-27,2.0
Magallanes,residencias,2020-06-27,10.0
Arica y Parinacota,cupos totales,2020-06-28,297.0
Tarapacá,cupos totales,2020-06-28,631.0
Antofagasta,cupos totales,2020-06-28,386.0
Atacama,cupos totales,2020-06-28,288.0
Coquimbo,cupos totales,2020-06-28,414.0
Valparaíso,cupos totales,2020-06-28,1140.0
Metropolitana,cupos totales,2020-06-28,3963.0
O’Higgins,cupos totales,2020-06-28,206.0
Maule,cupos totales,2020-06-28,489.0
Ñuble,cupos totales,2020-06-28,318.0
Biobío,cupos totales,2020-06-28,755.0
Araucanía,cupos totales,2020-06-28,319.0
Los Ríos,cupos totales,2020-06-28,102.0
Los Lagos,cupos totales,2020-06-28,230.0
Aysén,cupos totales,2020-06-28,23.0
Magallanes,cupos totales,2020-06-28,232.0
Arica y Parinacota,usuarios en residencia,2020-06-28,261.0
Tarapacá,usuarios en residencia,2020-06-28,449.0
Antofagasta,usuarios en residencia,2020-06-28,261.0
Atacama,usuarios en residencia,2020-06-28,219.0
Coquimbo,usuarios en residencia,2020-06-28,204.0
Valparaíso,usuarios en residencia,2020-06-28,526.0
Metropolitana,usuarios en residencia,2020-06-28,2306.0
O’Higgins,usuarios en residencia,2020-06-28,133.0
Maule,usuarios en residencia,2020-06-28,364.0
Ñuble,usuarios en residencia,2020-06-28,190.0
Biobío,usuarios en residencia,2020-06-28,577.0
Araucanía,usuarios en residencia,2020-06-28,186.0
Los Ríos,usuarios en residencia,2020-06-28,62.0
Los Lagos,usuarios en residencia,2020-06-28,121.0
Aysén,usuarios en residencia,2020-06-28,11.0
Magallanes,usuarios en residencia,2020-06-28,115.0
Arica y Parinacota,residencias,2020-06-28,10.0
Tarapacá,residencias,2020-06-28,10.0
Antofagasta,residencias,2020-06-28,8.0
Atacama,residencias,2020-06-28,6.0
Coquimbo,residencias,2020-06-28,8.0
Valparaíso,residencias,2020-06-28,12.0
Metropolitana,residencias,2020-06-28,34.0
O’Higgins,residencias,2020-06-28,5.0
Maule,residencias,2020-06-28,10.0
Ñuble,residencias,2020-06-28,6.0
Biobío,residencias,2020-06-28,17.0
Araucanía,residencias,2020-06-28,4.0
Los Ríos,residencias,2020-06-28,3.0
Los Lagos,residencias,2020-06-28,6.0
Aysén,residencias,2020-06-28,2.0
Magallanes,residencias,2020-06-28,10.0
Arica y Parinacota,cupos totales,2020-06-29,297.0
Tarapacá,cupos totales,2020-06-29,631.0
Antofagasta,cupos totales,2020-06-29,389.0
Atacama,cupos totales,2020-06-29,287.0
Coquimbo,cupos totales,2020-06-29,440.0
Valparaíso,cupos totales,2020-06-29,1146.0
Metropolitana,cupos totales,2020-06-29,3602.0
O’Higgins,cupos totales,2020-06-29,207.0
Maule,cupos totales,2020-06-29,526.0
Ñuble,cupos totales,2020-06-29,318.0
Biobío,cupos totales,2020-06-29,743.0
Araucanía,cupos totales,2020-06-29,332.0
Los Ríos,cupos totales,2020-06-29,102.0
Los Lagos,cupos totales,2020-06-29,230.0
Aysén,cupos totales,2020-06-29,23.0
Magallanes,cupos totales,2020-06-29,232.0
Arica y Parinacota,usuarios en residencia,2020-06-29,256.0
Tarapacá,usuarios en residencia,2020-06-29,475.0
Antofagasta,usuarios en residencia,2020-06-29,274.0
Atacama,usuarios en residencia,2020-06-29,144.0
Coquimbo,usuarios en residencia,2020-06-29,221.0
Valparaíso,usuarios en residencia,2020-06-29,542.0
Metropolitana,usuarios en residencia,2020-06-29,2268.0
O’Higgins,usuarios en residencia,2020-06-29,144.0
Maule,usuarios en residencia,2020-06-29,374.0
Ñuble,usuarios en residencia,2020-06-29,196.0
Biobío,usuarios en residencia,2020-06-29,594.0
Araucanía,usuarios en residencia,2020-06-29,193.0
Los Ríos,usuarios en residencia,2020-06-29,61.0
Los Lagos,usuarios en residencia,2020-06-29,118.0
Aysén,usuarios en residencia,2020-06-29,10.0
Magallanes,usuarios en residencia,2020-06-29,109.0
Arica y Parinacota,residencias,2020-06-29,10.0
Tarapacá,residencias,2020-06-29,10.0
Antofagasta,residencias,2020-06-29,8.0
Atacama,residencias,2020-06-29,6.0
Coquimbo,residencias,2020-06-29,8.0
Valparaíso,residencias,2020-06-29,12.0
Metropolitana,residencias,2020-06-29,34.0
O’Higgins,residencias,2020-06-29,5.0
Maule,residencias,2020-06-29,10.0
Ñuble,residencias,2020-06-29,6.0
Biobío,residencias,2020-06-29,16.0
Araucanía,residencias,2020-06-29,4.0
Los Ríos,residencias,2020-06-29,3.0
Los Lagos,residencias,2020-06-29,6.0
Aysén,residencias,2020-06-29,2.0
Magallanes,residencias,2020-06-29,10.0
Arica y Parinacota,cupos totales,2020-06-30,297.0
Tarapacá,cupos totales,2020-06-30,631.0
Antofagasta,cupos totales,2020-06-30,478.0
Atacama,cupos totales,2020-06-30,305.0
Coquimbo,cupos totales,2020-06-30,448.0
Valparaíso,cupos totales,2020-06-30,1145.0
Metropolitana,cupos totales,2020-06-30,3676.0
O’Higgins,cupos totales,2020-06-30,207.0
Maule,cupos totales,2020-06-30,501.0
Ñuble,cupos totales,2020-06-30,318.0
Biobío,cupos totales,2020-06-30,771.0
Araucanía,cupos totales,2020-06-30,332.0
Los Ríos,cupos totales,2020-06-30,102.0
Los Lagos,cupos totales,2020-06-30,195.0
Aysén,cupos totales,2020-06-30,23.0
Magallanes,cupos totales,2020-06-30,232.0
Arica y Parinacota,usuarios en residencia,2020-06-30,262.0
Tarapacá,usuarios en residencia,2020-06-30,469.0
Antofagasta,usuarios en residencia,2020-06-30,273.0
Atacama,usuarios en residencia,2020-06-30,130.0
Coquimbo,usuarios en residencia,2020-06-30,243.0
Valparaíso,usuarios en residencia,2020-06-30,538.0
Metropolitana,usuarios en residencia,2020-06-30,2161.0
O’Higgins,usuarios en residencia,2020-06-30,144.0
Maule,usuarios en residencia,2020-06-30,379.0
Ñuble,usuarios en residencia,2020-06-30,181.0
Biobío,usuarios en residencia,2020-06-30,581.0
Araucanía,usuarios en residencia,2020-06-30,185.0
Los Ríos,usuarios en residencia,2020-06-30,52.0
Los Lagos,usuarios en residencia,2020-06-30,112.0
Aysén,usuarios en residencia,2020-06-30,10.0
Magallanes,usuarios en residencia,2020-06-30,108.0
Arica y Parinacota,residencias,2020-06-30,10.0
Tarapacá,residencias,2020-06-30,10.0
Antofagasta,residencias,2020-06-30,8.0
Atacama,residencias,2020-06-30,6.0
Coquimbo,residencias,2020-06-30,8.0
Valparaíso,residencias,2020-06-30,12.0
Metropolitana,residencias,2020-06-30,34.0
O’Higgins,residencias,2020-06-30,5.0
Maule,residencias,2020-06-30,10.0
Ñuble,residencias,2020-06-30,6.0
Biobío,residencias,2020-06-30,17.0
Araucanía,residencias,2020-06-30,4.0
Los Ríos,residencias,2020-06-30,3.0
Los Lagos,residencias,2020-06-30,6.0
Aysén,residencias,2020-06-30,2.0
Magallanes,residencias,2020-06-30,10.0
Arica y Parinacota,cupos totales,2020-07-01,297.0
Tarapacá,cupos totales,2020-07-01,635.0
Antofagasta,cupos totales,2020-07-01,519.0
Atacama,cupos totales,2020-07-01,303.0
Coquimbo,cupos totales,2020-07-01,448.0
Valparaíso,cupos totales,2020-07-01,1112.0
Metropolitana,cupos totales,2020-07-01,3678.0
O’Higgins,cupos totales,2020-07-01,207.0
Maule,cupos totales,2020-07-01,501.0
Ñuble,cupos totales,2020-07-01,318.0
Biobío,cupos totales,2020-07-01,767.0
Araucanía,cupos totales,2020-07-01,323.0
Los Ríos,cupos totales,2020-07-01,80.0
Los Lagos,cupos totales,2020-07-01,230.0
Aysén,cupos totales,2020-07-01,23.0
Magallanes,cupos totales,2020-07-01,212.0
Arica y Parinacota,usuarios en residencia,2020-07-01,262.0
Tarapacá,usuarios en residencia,2020-07-01,442.0
Antofagasta,usuarios en residencia,2020-07-01,291.0
Atacama,usuarios en residencia,2020-07-01,106.0
Coquimbo,usuarios en residencia,2020-07-01,202.0
Valparaíso,usuarios en residencia,2020-07-01,572.0
Metropolitana,usuarios en residencia,2020-07-01,2137.0
O’Higgins,usuarios en residencia,2020-07-01,135.0
Maule,usuarios en residencia,2020-07-01,335.0
Ñuble,usuarios en residencia,2020-07-01,181.0
Biobío,usuarios en residencia,2020-07-01,558.0
Araucanía,usuarios en residencia,2020-07-01,203.0
Los Ríos,usuarios en residencia,2020-07-01,48.0
Los Lagos,usuarios en residencia,2020-07-01,110.0
Aysén,usuarios en residencia,2020-07-01,10.0
Magallanes,usuarios en residencia,2020-07-01,103.0
Arica y Parinacota,residencias,2020-07-01,10.0
Tarapacá,residencias,2020-07-01,10.0
Antofagasta,residencias,2020-07-01,9.0
Atacama,residencias,2020-07-01,6.0
Coquimbo,residencias,2020-07-01,8.0
Valparaíso,residencias,2020-07-01,12.0
Metropolitana,residencias,2020-07-01,34.0
O’Higgins,residencias,2020-07-01,5.0
Maule,residencias,2020-07-01,10.0
Ñuble,residencias,2020-07-01,6.0
Biobío,residencias,2020-07-01,17.0
Araucanía,residencias,2020-07-01,4.0
Los Ríos,residencias,2020-07-01,3.0
Los Lagos,residencias,2020-07-01,6.0
Aysén,residencias,2020-07-01,2.0
Magallanes,residencias,2020-07-01,9.0
Arica y Parinacota,cupos totales,2020-07-02,344.0
Tarapacá,cupos totales,2020-07-02,674.0
Antofagasta,cupos totales,2020-07-02,519.0
Atacama,cupos totales,2020-07-02,286.0
Coquimbo,cupos totales,2020-07-02,448.0
Valparaíso,cupos totales,2020-07-02,1151.0
Metropolitana,cupos totales,2020-07-02,3647.0
O’Higgins,cupos totales,2020-07-02,207.0
Maule,cupos totales,2020-07-02,500.0
Ñuble,cupos totales,2020-07-02,318.0
Biobío,cupos totales,2020-07-02,756.0
Araucanía,cupos totales,2020-07-02,332.0
Los Ríos,cupos totales,2020-07-02,80.0
Los Lagos,cupos totales,2020-07-02,182.0
Aysén,cupos totales,2020-07-02,23.0
Magallanes,cupos totales,2020-07-02,212.0
Arica y Parinacota,usuarios en residencia,2020-07-02,296.0
Tarapacá,usuarios en residencia,2020-07-02,449.0
Antofagasta,usuarios en residencia,2020-07-02,284.0
Atacama,usuarios en residencia,2020-07-02,104.0
Coquimbo,usuarios en residencia,2020-07-02,198.0
Valparaíso,usuarios en residencia,2020-07-02,582.0
Metropolitana,usuarios en residencia,2020-07-02,2074.0
O’Higgins,usuarios en residencia,2020-07-02,143.0
Maule,usuarios en residencia,2020-07-02,339.0
Ñuble,usuarios en residencia,2020-07-02,162.0
Biobío,usuarios en residencia,2020-07-02,483.0
Araucanía,usuarios en residencia,2020-07-02,227.0
Los Ríos,usuarios en residencia,2020-07-02,51.0
Los Lagos,usuarios en residencia,2020-07-02,85.0
Aysén,usuarios en residencia,2020-07-02,13.0
Magallanes,usuarios en residencia,2020-07-02,103.0
Arica y Parinacota,residencias,2020-07-02,11.0
Tarapacá,residencias,2020-07-02,11.0
Antofagasta,residencias,2020-07-02,9.0
Atacama,residencias,2020-07-02,6.0
Coquimbo,residencias,2020-07-02,8.0
Valparaíso,residencias,2020-07-02,12.0
Metropolitana,residencias,2020-07-02,33.0
O’Higgins,residencias,2020-07-02,5.0
Maule,residencias,2020-07-02,10.0
Ñuble,residencias,2020-07-02,6.0
Biobío,residencias,2020-07-02,17.0
Araucanía,residencias,2020-07-02,5.0
Los Ríos,residencias,2020-07-02,3.0
Los Lagos,residencias,2020-07-02,5.0
Aysén,residencias,2020-07-02,2.0
Magallanes,residencias,2020-07-02,9.0
Arica y Parinacota,cupos totales,2020-07-03,374.0
Tarapacá,cupos totales,2020-07-03,674.0
Antofagasta,cupos totales,2020-07-03,522.0
Atacama,cupos totales,2020-07-03,175.0
Coquimbo,cupos totales,2020-07-03,478.0
Valparaíso,cupos totales,2020-07-03,1151.0
Metropolitana,cupos totales,2020-07-03,3679.0
O’Higgins,cupos totales,2020-07-03,143.0
Maule,cupos totales,2020-07-03,571.0
Ñuble,cupos totales,2020-07-03,290.0
Biobío,cupos totales,2020-07-03,765.0
Araucanía,cupos totales,2020-07-03,332.0
Los Ríos,cupos totales,2020-07-03,82.0
Los Lagos,cupos totales,2020-07-03,280.0
Aysén,cupos totales,2020-07-03,23.0
Magallanes,cupos totales,2020-07-03,201.0
Arica y Parinacota,usuarios en residencia,2020-07-03,303.0
Tarapacá,usuarios en residencia,2020-07-03,436.0
Antofagasta,usuarios en residencia,2020-07-03,297.0
Atacama,usuarios en residencia,2020-07-03,86.0
Coquimbo,usuarios en residencia,2020-07-03,188.0
Valparaíso,usuarios en residencia,2020-07-03,550.0
Metropolitana,usuarios en residencia,2020-07-03,1984.0
O’Higgins,usuarios en residencia,2020-07-03,115.0
Maule,usuarios en residencia,2020-07-03,379.0
Ñuble,usuarios en residencia,2020-07-03,131.0
Biobío,usuarios en residencia,2020-07-03,486.0
Araucanía,usuarios en residencia,2020-07-03,232.0
Los Ríos,usuarios en residencia,2020-07-03,48.0
Los Lagos,usuarios en residencia,2020-07-03,91.0
Aysén,usuarios en residencia,2020-07-03,14.0
Magallanes,usuarios en residencia,2020-07-03,94.0
Arica y Parinacota,residencias,2020-07-03,12.0
Tarapacá,residencias,2020-07-03,11.0
Antofagasta,residencias,2020-07-03,9.0
Atacama,residencias,2020-07-03,6.0
Coquimbo,residencias,2020-07-03,8.0
Valparaíso,residencias,2020-07-03,12.0
Metropolitana,residencias,2020-07-03,33.0
O’Higgins,residencias,2020-07-03,5.0
Maule,residencias,2020-07-03,10.0
Ñuble,residencias,2020-07-03,6.0
Biobío,residencias,2020-07-03,17.0
Araucanía,residencias,2020-07-03,5.0
Los Ríos,residencias,2020-07-03,3.0
Los Lagos,residencias,2020-07-03,6.0
Aysén,residencias,2020-07-03,2.0
