Region,Categoria,Fecha,Total
Los Lagos,Casos nuevos sin notificar,2020-08-14,8
Aysén,Casos nuevos sin notificar,2020-08-14,0
Magallanes,Casos nuevos sin notificar,2020-08-14,0
Total,Casos nuevos sin notificar,2020-08-14,65
Arica y Parinacota,Fallecidos totales,2020-08-14,81
Tarapacá,Fallecidos totales,2020-08-14,185
Antofagasta,Fallecidos totales,2020-08-14,394
Atacama,Fallecidos totales,2020-08-14,24
Coquimbo,Fallecidos totales,2020-08-14,94
Valparaíso,Fallecidos totales,2020-08-14,595
Metropolitana,Fallecidos totales,2020-08-14,8044
O’Higgins,Fallecidos totales,2020-08-14,295
Maule,Fallecidos totales,2020-08-14,216
Ñuble,Fallecidos totales,2020-08-14,71
Biobío,Fallecidos totales,2020-08-14,154
Araucanía,Fallecidos totales,2020-08-14,84
Los Ríos,Fallecidos totales,2020-08-14,15
Los Lagos,Fallecidos totales,2020-08-14,56
Aysén,Fallecidos totales,2020-08-14,1
Magallanes,Fallecidos totales,2020-08-14,30
Total,Fallecidos totales,2020-08-14,10340
Arica y Parinacota,Casos confirmados recuperados,2020-08-14,4754
Tarapacá,Casos confirmados recuperados,2020-08-14,8955
Antofagasta,Casos confirmados recuperados,2020-08-14,15053
Atacama,Casos confirmados recuperados,2020-08-14,3313
Coquimbo,Casos confirmados recuperados,2020-08-14,6864
Valparaíso,Casos confirmados recuperados,2020-08-14,17846
Metropolitana,Casos confirmados recuperados,2020-08-14,251316
O'Higgins,Casos confirmados recuperados,2020-08-14,10801
Maule,Casos confirmados recuperados,2020-08-14,9148
Ñuble,Casos confirmados recuperados,2020-08-14,3580
Biobío,Casos confirmados recuperados,2020-08-14,11926
Araucania,Casos confirmados recuperados,2020-08-14,4216
Los Ríos,Casos confirmados recuperados,2020-08-14,911
Los Lagos,Casos confirmados recuperados,2020-08-14,4368
Aysén,Casos confirmados recuperados,2020-08-14,84
Magallanes,Casos confirmados recuperados,2020-08-14,1840
Total,Casos confirmados recuperados,2020-08-14,355037
Arica y Parinacota,Casos activos confirmados,2020-08-14,761
Tarapacá,Casos activos confirmados,2020-08-14,638
Antofagasta,Casos activos confirmados,2020-08-14,1111
Atacama,Casos activos confirmados,2020-08-14,977
Coquimbo,Casos activos confirmados,2020-08-14,937
Valparaíso,Casos activos confirmados,2020-08-14,1440
Metropolitana,Casos activos confirmados,2020-08-14,5580
O'Higgins,Casos activos confirmados,2020-08-14,956
Maule,Casos activos confirmados,2020-08-14,840
Ñuble,Casos activos confirmados,2020-08-14,293
Biobío,Casos activos confirmados,2020-08-14,1610
Araucania,Casos activos confirmados,2020-08-14,270
Los Ríos,Casos activos confirmados,2020-08-14,77
Los Lagos,Casos activos confirmados,2020-08-14,904
Aysén,Casos activos confirmados,2020-08-14,11
Magallanes,Casos activos confirmados,2020-08-14,327
Total,Casos activos confirmados,2020-08-14,16734
Arica y Parinacota,Casos activos probables,2020-08-14,45
Tarapacá,Casos activos probables,2020-08-14,123
Antofagasta,Casos activos probables,2020-08-14,150
Atacama,Casos activos probables,2020-08-14,39
Coquimbo,Casos activos probables,2020-08-14,187
Valparaíso,Casos activos probables,2020-08-14,811
Metropolitana,Casos activos probables,2020-08-14,1186
O'Higgins,Casos activos probables,2020-08-14,314
Maule,Casos activos probables,2020-08-14,81
Ñuble,Casos activos probables,2020-08-14,109
Biobío,Casos activos probables,2020-08-14,337
Araucania,Casos activos probables,2020-08-14,12
Los Ríos,Casos activos probables,2020-08-14,4
Los Lagos,Casos activos probables,2020-08-14,113
Aysén,Casos activos probables,2020-08-14,0
Magallanes,Casos activos probables,2020-08-14,24
Total,Casos activos probables,2020-08-14,3535
Arica y Parinacota,Casos probables acumulados,2020-08-14,318
Tarapacá,Casos probables acumulados,2020-08-14,460
Antofagasta,Casos probables acumulados,2020-08-14,763
Atacama,Casos probables acumulados,2020-08-14,64
Coquimbo,Casos probables acumulados,2020-08-14,844
Valparaíso,Casos probables acumulados,2020-08-14,7094
Metropolitana,Casos probables acumulados,2020-08-14,29731
O'Higgins,Casos probables acumulados,2020-08-14,2158
Maule,Casos probables acumulados,2020-08-14,714
Ñuble,Casos probables acumulados,2020-08-14,893
Biobío,Casos probables acumulados,2020-08-14,1476
Araucania,Casos probables acumulados,2020-08-14,56
Los Ríos,Casos probables acumulados,2020-08-14,15
Los Lagos,Casos probables acumulados,2020-08-14,359
Aysén,Casos probables acumulados,2020-08-14,0
Magallanes,Casos probables acumulados,2020-08-14,39
Total,Casos probables acumulados,2020-08-14,44984
Arica y Parinacota,Casos acumulados,2020-08-15,5692
Tarapacá,Casos acumulados,2020-08-15,9825
Antofagasta,Casos acumulados,2020-08-15,16669
Atacama,Casos acumulados,2020-08-15,4447
Coquimbo,Casos acumulados,2020-08-15,8064
Valparaíso,Casos acumulados,2020-08-15,20069
Metropolitana,Casos acumulados,2020-08-15,265515
O’Higgins,Casos acumulados,2020-08-15,12097
Maule,Casos acumulados,2020-08-15,10292
Ñuble,Casos acumulados,2020-08-15,3950
Biobío,Casos acumulados,2020-08-15,13841
Araucanía,Casos acumulados,2020-08-15,4610
Los Ríos,Casos acumulados,2020-08-15,1005
Los Lagos,Casos acumulados,2020-08-15,5418
Aysén,Casos acumulados,2020-08-15,96
Magallanes,Casos acumulados,2020-08-15,2250
Total,Casos acumulados,2020-08-15,383902
Arica y Parinacota,Casos nuevos totales,2020-08-15,97
Tarapacá,Casos nuevos totales,2020-08-15,51
Antofagasta,Casos nuevos totales,2020-08-15,102
Atacama,Casos nuevos totales,2020-08-15,125
Coquimbo,Casos nuevos totales,2020-08-15,175
Valparaíso,Casos nuevos totales,2020-08-15,183
Metropolitana,Casos nuevos totales,2020-08-15,524
O’Higgins,Casos nuevos totales,2020-08-15,62
Maule,Casos nuevos totales,2020-08-15,98
Ñuble,Casos nuevos totales,2020-08-15,8
Biobío,Casos nuevos totales,2020-08-15,158
Araucanía,Casos nuevos totales,2020-08-15,46
Los Ríos,Casos nuevos totales,2020-08-15,3
Los Lagos,Casos nuevos totales,2020-08-15,90
Aysén,Casos nuevos totales,2020-08-15,1
Magallanes,Casos nuevos totales,2020-08-15,54
Total,Casos nuevos totales,2020-08-15,1777
Arica y Parinacota,Casos nuevos con sintomas,2020-08-15,72
Tarapacá,Casos nuevos con sintomas,2020-08-15,31
Antofagasta,Casos nuevos con sintomas,2020-08-15,72
Atacama,Casos nuevos con sintomas,2020-08-15,72
Coquimbo,Casos nuevos con sintomas,2020-08-15,140
Valparaíso,Casos nuevos con sintomas,2020-08-15,142
Metropolitana,Casos nuevos con sintomas,2020-08-15,274
O’Higgins,Casos nuevos con sintomas,2020-08-15,43
Maule,Casos nuevos con sintomas,2020-08-15,66
Ñuble,Casos nuevos con sintomas,2020-08-15,8
Biobío,Casos nuevos con sintomas,2020-08-15,129
Araucanía,Casos nuevos con sintomas,2020-08-15,28
Los Ríos,Casos nuevos con sintomas,2020-08-15,2
Los Lagos,Casos nuevos con sintomas,2020-08-15,49
Aysén,Casos nuevos con sintomas,2020-08-15,1
Magallanes,Casos nuevos con sintomas,2020-08-15,29
Total,Casos nuevos con sintomas,2020-08-15,1158
Arica y Parinacota,Casos nuevos sin sintomas,2020-08-15,22
Tarapacá,Casos nuevos sin sintomas,2020-08-15,19
Antofagasta,Casos nuevos sin sintomas,2020-08-15,23
Atacama,Casos nuevos sin sintomas,2020-08-15,52
Coquimbo,Casos nuevos sin sintomas,2020-08-15,34
Valparaíso,Casos nuevos sin sintomas,2020-08-15,32
Metropolitana,Casos nuevos sin sintomas,2020-08-15,223
O'Higgins,Casos nuevos sin sintomas,2020-08-15,19
Maule,Casos nuevos sin sintomas,2020-08-15,31
Ñuble,Casos nuevos sin sintomas,2020-08-15,0
Biobío,Casos nuevos sin sintomas,2020-08-15,26
Araucania,Casos nuevos sin sintomas,2020-08-15,17
Los Ríos,Casos nuevos sin sintomas,2020-08-15,1
Los Lagos,Casos nuevos sin sintomas,2020-08-15,28
Aysén,Casos nuevos sin sintomas,2020-08-15,0
Magallanes,Casos nuevos sin sintomas,2020-08-15,25
Total,Casos nuevos sin sintomas,2020-08-15,552
Arica y Parinacota,Casos nuevos sin notificar,2020-08-15,3
Tarapacá,Casos nuevos sin notificar,2020-08-15,1
Antofagasta,Casos nuevos sin notificar,2020-08-15,7
Atacama,Casos nuevos sin notificar,2020-08-15,1
Coquimbo,Casos nuevos sin notificar,2020-08-15,1
Valparaíso,Casos nuevos sin notificar,2020-08-15,9
Metropolitana,Casos nuevos sin notificar,2020-08-15,27
O'Higgins,Casos nuevos sin notificar,2020-08-15,0
Maule,Casos nuevos sin notificar,2020-08-15,1
Ñuble,Casos nuevos sin notificar,2020-08-15,0
Biobío,Casos nuevos sin notificar,2020-08-15,3
Araucania,Casos nuevos sin notificar,2020-08-15,1
Los Ríos,Casos nuevos sin notificar,2020-08-15,0
Los Lagos,Casos nuevos sin notificar,2020-08-15,13
Aysén,Casos nuevos sin notificar,2020-08-15,0
Magallanes,Casos nuevos sin notificar,2020-08-15,0
Total,Casos nuevos sin notificar,2020-08-15,67
Arica y Parinacota,Fallecidos totales,2020-08-15,82
Tarapacá,Fallecidos totales,2020-08-15,185
Antofagasta,Fallecidos totales,2020-08-15,399
Atacama,Fallecidos totales,2020-08-15,26
Coquimbo,Fallecidos totales,2020-08-15,95
Valparaíso,Fallecidos totales,2020-08-15,600
Metropolitana,Fallecidos totales,2020-08-15,8074
O’Higgins,Fallecidos totales,2020-08-15,299
Maule,Fallecidos totales,2020-08-15,218
Ñuble,Fallecidos totales,2020-08-15,73
Biobío,Fallecidos totales,2020-08-15,156
Araucanía,Fallecidos totales,2020-08-15,85
Los Ríos,Fallecidos totales,2020-08-15,15
Los Lagos,Fallecidos totales,2020-08-15,56
Aysén,Fallecidos totales,2020-08-15,1
Magallanes,Fallecidos totales,2020-08-15,30
Total,Fallecidos totales,2020-08-15,10395
Arica y Parinacota,Casos confirmados recuperados,2020-08-15,4829
Tarapacá,Casos confirmados recuperados,2020-08-15,9020
Antofagasta,Casos confirmados recuperados,2020-08-15,15215
Atacama,Casos confirmados recuperados,2020-08-15,3424
Coquimbo,Casos confirmados recuperados,2020-08-15,6975
Valparaíso,Casos confirmados recuperados,2020-08-15,18004
Metropolitana,Casos confirmados recuperados,2020-08-15,252008
O'Higgins,Casos confirmados recuperados,2020-08-15,10896
Maule,Casos confirmados recuperados,2020-08-15,9239
Ñuble,Casos confirmados recuperados,2020-08-15,3600
Biobío,Casos confirmados recuperados,2020-08-15,12057
Araucania,Casos confirmados recuperados,2020-08-15,4248
Los Ríos,Casos confirmados recuperados,2020-08-15,921
Los Lagos,Casos confirmados recuperados,2020-08-15,4504
Aysén,Casos confirmados recuperados,2020-08-15,85
Magallanes,Casos confirmados recuperados,2020-08-15,1865
Total,Casos confirmados recuperados,2020-08-15,356951
Arica y Parinacota,Casos activos confirmados,2020-08-15,781
Tarapacá,Casos activos confirmados,2020-08-15,625
Antofagasta,Casos activos confirmados,2020-08-15,1049
Atacama,Casos activos confirmados,2020-08-15,999
Coquimbo,Casos activos confirmados,2020-08-15,1001
Valparaíso,Casos activos confirmados,2020-08-15,1459
Metropolitana,Casos activos confirmados,2020-08-15,5386
O'Higgins,Casos activos confirmados,2020-08-15,919
Maule,Casos activos confirmados,2020-08-15,844
Ñuble,Casos activos confirmados,2020-08-15,279
Biobío,Casos activos confirmados,2020-08-15,1634
Araucania,Casos activos confirmados,2020-08-15,282
Los Ríos,Casos activos confirmados,2020-08-15,70
Los Lagos,Casos activos confirmados,2020-08-15,860
Aysén,Casos activos confirmados,2020-08-15,11
Magallanes,Casos activos confirmados,2020-08-15,356
Total,Casos activos confirmados,2020-08-15,16556
Arica y Parinacota,Casos activos probables,2020-08-15,40
Tarapacá,Casos activos probables,2020-08-15,135
Antofagasta,Casos activos probables,2020-08-15,158
Atacama,Casos activos probables,2020-08-15,48
Coquimbo,Casos activos probables,2020-08-15,190
Valparaíso,Casos activos probables,2020-08-15,841
Metropolitana,Casos activos probables,2020-08-15,1214
O'Higgins,Casos activos probables,2020-08-15,309
Maule,Casos activos probables,2020-08-15,77
Ñuble,Casos activos probables,2020-08-15,119
Biobío,Casos activos probables,2020-08-15,372
Araucania,Casos activos probables,2020-08-15,15
Los Ríos,Casos activos probables,2020-08-15,9
Los Lagos,Casos activos probables,2020-08-15,98
Aysén,Casos activos probables,2020-08-15,0
Magallanes,Casos activos probables,2020-08-15,16
Total,Casos activos probables,2020-08-15,3641
Arica y Parinacota,Casos probables acumulados,2020-08-15,314
Tarapacá,Casos probables acumulados,2020-08-15,491
Antofagasta,Casos probables acumulados,2020-08-15,779
Atacama,Casos probables acumulados,2020-08-15,74
Coquimbo,Casos probables acumulados,2020-08-15,861
Valparaíso,Casos probables acumulados,2020-08-15,7188
Metropolitana,Casos probables acumulados,2020-08-15,29846
O'Higgins,Casos probables acumulados,2020-08-15,2172
Maule,Casos probables acumulados,2020-08-15,710
Ñuble,Casos probables acumulados,2020-08-15,909
Biobío,Casos probables acumulados,2020-08-15,1521
Araucania,Casos probables acumulados,2020-08-15,60
Los Ríos,Casos probables acumulados,2020-08-15,20
Los Lagos,Casos probables acumulados,2020-08-15,351
Aysén,Casos probables acumulados,2020-08-15,0
Magallanes,Casos probables acumulados,2020-08-15,31
Total,Casos probables acumulados,2020-08-15,45327
Arica y Parinacota,Casos acumulados,2020-08-16,5779
Tarapacá,Casos acumulados,2020-08-16,9879
Antofagasta,Casos acumulados,2020-08-16,16794
Atacama,Casos acumulados,2020-08-16,4569
Coquimbo,Casos acumulados,2020-08-16,8213
Valparaíso,Casos acumulados,2020-08-16,20303
Metropolitana,Casos acumulados,2020-08-16,266162
O’Higgins,Casos acumulados,2020-08-16,12185
Maule,Casos acumulados,2020-08-16,10382
Ñuble,Casos acumulados,2020-08-16,3960
Biobío,Casos acumulados,2020-08-16,14050
Araucanía,Casos acumulados,2020-08-16,4639
Los Ríos,Casos acumulados,2020-08-16,1011
Los Lagos,Casos acumulados,2020-08-16,5541
Aysén,Casos acumulados,2020-08-16,98
Magallanes,Casos acumulados,2020-08-16,2317
Total,Casos acumulados,2020-08-16,385946
Arica y Parinacota,Casos nuevos totales,2020-08-16,87
Tarapacá,Casos nuevos totales,2020-08-16,54
Antofagasta,Casos nuevos totales,2020-08-16,125
Atacama,Casos nuevos totales,2020-08-16,133
Coquimbo,Casos nuevos totales,2020-08-16,148
Valparaíso,Casos nuevos totales,2020-08-16,234
Metropolitana,Casos nuevos totales,2020-08-16,649
O’Higgins,Casos nuevos totales,2020-08-16,87
Maule,Casos nuevos totales,2020-08-16,122
Ñuble,Casos nuevos totales,2020-08-16,11
Biobío,Casos nuevos totales,2020-08-16,209
Araucanía,Casos nuevos totales,2020-08-16,29
Los Ríos,Casos nuevos totales,2020-08-16,6
Los Lagos,Casos nuevos totales,2020-08-16,123
Aysén,Casos nuevos totales,2020-08-16,2
Magallanes,Casos nuevos totales,2020-08-16,67
Total,Casos nuevos totales,2020-08-16,2086
Arica y Parinacota,Casos nuevos con sintomas,2020-08-16,62
Tarapacá,Casos nuevos con sintomas,2020-08-16,29
Antofagasta,Casos nuevos con sintomas,2020-08-16,87
Atacama,Casos nuevos con sintomas,2020-08-16,57
Coquimbo,Casos nuevos con sintomas,2020-08-16,110
Valparaíso,Casos nuevos con sintomas,2020-08-16,175
Metropolitana,Casos nuevos con sintomas,2020-08-16,384
O’Higgins,Casos nuevos con sintomas,2020-08-16,66
Maule,Casos nuevos con sintomas,2020-08-16,78
Ñuble,Casos nuevos con sintomas,2020-08-16,10
Biobío,Casos nuevos con sintomas,2020-08-16,163
Araucanía,Casos nuevos con sintomas,2020-08-16,22
Los Ríos,Casos nuevos con sintomas,2020-08-16,5
Los Lagos,Casos nuevos con sintomas,2020-08-16,80
Aysén,Casos nuevos con sintomas,2020-08-16,0
Magallanes,Casos nuevos con sintomas,2020-08-16,55
Total,Casos nuevos con sintomas,2020-08-16,1383
Arica y Parinacota,Casos nuevos sin sintomas,2020-08-16,23
Tarapacá,Casos nuevos sin sintomas,2020-08-16,23
Antofagasta,Casos nuevos sin sintomas,2020-08-16,33
Atacama,Casos nuevos sin sintomas,2020-08-16,64
Coquimbo,Casos nuevos sin sintomas,2020-08-16,36
Valparaíso,Casos nuevos sin sintomas,2020-08-16,54
Metropolitana,Casos nuevos sin sintomas,2020-08-16,249
O'Higgins,Casos nuevos sin sintomas,2020-08-16,21
Maule,Casos nuevos sin sintomas,2020-08-16,42
Ñuble,Casos nuevos sin sintomas,2020-08-16,1
Biobío,Casos nuevos sin sintomas,2020-08-16,34
Araucania,Casos nuevos sin sintomas,2020-08-16,7
Los Ríos,Casos nuevos sin sintomas,2020-08-16,1
Los Lagos,Casos nuevos sin sintomas,2020-08-16,32
Aysén,Casos nuevos sin sintomas,2020-08-16,2
Magallanes,Casos nuevos sin sintomas,2020-08-16,12
Total,Casos nuevos sin sintomas,2020-08-16,634
Arica y Parinacota,Casos nuevos sin notificar,2020-08-16,2
Tarapacá,Casos nuevos sin notificar,2020-08-16,2
Antofagasta,Casos nuevos sin notificar,2020-08-16,5
Atacama,Casos nuevos sin notificar,2020-08-16,12
Coquimbo,Casos nuevos sin notificar,2020-08-16,2
Valparaíso,Casos nuevos sin notificar,2020-08-16,5
Metropolitana,Casos nuevos sin notificar,2020-08-16,16
O'Higgins,Casos nuevos sin notificar,2020-08-16,0
Maule,Casos nuevos sin notificar,2020-08-16,2
Ñuble,Casos nuevos sin notificar,2020-08-16,0
Biobío,Casos nuevos sin notificar,2020-08-16,12
Araucania,Casos nuevos sin notificar,2020-08-16,0
Los Ríos,Casos nuevos sin notificar,2020-08-16,0
Los Lagos,Casos nuevos sin notificar,2020-08-16,11
Aysén,Casos nuevos sin notificar,2020-08-16,0
Magallanes,Casos nuevos sin notificar,2020-08-16,0
Total,Casos nuevos sin notificar,2020-08-16,69
Arica y Parinacota,Fallecidos totales,2020-08-16,85
Tarapacá,Fallecidos totales,2020-08-16,186
Antofagasta,Fallecidos totales,2020-08-16,403
Atacama,Fallecidos totales,2020-08-16,29
Coquimbo,Fallecidos totales,2020-08-16,98
Valparaíso,Fallecidos totales,2020-08-16,607
Metropolitana,Fallecidos totales,2020-08-16,8105
O’Higgins,Fallecidos totales,2020-08-16,301
Maule,Fallecidos totales,2020-08-16,219
Ñuble,Fallecidos totales,2020-08-16,73
Biobío,Fallecidos totales,2020-08-16,157
Araucanía,Fallecidos totales,2020-08-16,86
Los Ríos,Fallecidos totales,2020-08-16,15
Los Lagos,Fallecidos totales,2020-08-16,56
Aysén,Fallecidos totales,2020-08-16,1
Magallanes,Fallecidos totales,2020-08-16,30
Total,Fallecidos totales,2020-08-16,10452
Arica y Parinacota,Casos confirmados recuperados,2020-08-16,4911
Tarapacá,Casos confirmados recuperados,2020-08-16,9089
Antofagasta,Casos confirmados recuperados,2020-08-16,15363
Atacama,Casos confirmados recuperados,2020-08-16,3539
Coquimbo,Casos confirmados recuperados,2020-08-16,7128
Valparaíso,Casos confirmados recuperados,2020-08-16,18146
Metropolitana,Casos confirmados recuperados,2020-08-16,252614
O'Higgins,Casos confirmados recuperados,2020-08-16,11020
Maule,Casos confirmados recuperados,2020-08-16,9320
Ñuble,Casos confirmados recuperados,2020-08-16,3614
Biobío,Casos confirmados recuperados,2020-08-16,12220
Araucania,Casos confirmados recuperados,2020-08-16,4280
Los Ríos,Casos confirmados recuperados,2020-08-16,931
Los Lagos,Casos confirmados recuperados,2020-08-16,4610
Aysén,Casos confirmados recuperados,2020-08-16,85
Magallanes,Casos confirmados recuperados,2020-08-16,1895
Total,Casos confirmados recuperados,2020-08-16,358828
Arica y Parinacota,Casos activos confirmados,2020-08-16,783
Tarapacá,Casos activos confirmados,2020-08-16,609
Antofagasta,Casos activos confirmados,2020-08-16,1022
Atacama,Casos activos confirmados,2020-08-16,1003
Coquimbo,Casos activos confirmados,2020-08-16,994
Valparaíso,Casos activos confirmados,2020-08-16,1543
Metropolitana,Casos activos confirmados,2020-08-16,5397
O'Higgins,Casos activos confirmados,2020-08-16,881
Maule,Casos activos confirmados,2020-08-16,852
Ñuble,Casos activos confirmados,2020-08-16,275
Biobío,Casos activos confirmados,2020-08-16,1679
Araucania,Casos activos confirmados,2020-08-16,278
Los Ríos,Casos activos confirmados,2020-08-16,66
Los Lagos,Casos activos confirmados,2020-08-16,877
Aysén,Casos activos confirmados,2020-08-16,13
Magallanes,Casos activos confirmados,2020-08-16,393
Total,Casos activos confirmados,2020-08-16,16666
Arica y Parinacota,Casos activos probables,2020-08-16,29
Tarapacá,Casos activos probables,2020-08-16,153
Antofagasta,Casos activos probables,2020-08-16,150
Atacama,Casos activos probables,2020-08-16,52
Coquimbo,Casos activos probables,2020-08-16,193
Valparaíso,Casos activos probables,2020-08-16,892
Metropolitana,Casos activos probables,2020-08-16,1204
O'Higgins,Casos activos probables,2020-08-16,312
Maule,Casos activos probables,2020-08-16,74
Ñuble,Casos activos probables,2020-08-16,113
Biobío,Casos activos probables,2020-08-16,417
Araucania,Casos activos probables,2020-08-16,10
Los Ríos,Casos activos probables,2020-08-16,8
Los Lagos,Casos activos probables,2020-08-16,76
Aysén,Casos activos probables,2020-08-16,0
Magallanes,Casos activos probables,2020-08-16,19
Total,Casos activos probables,2020-08-16,3702
Arica y Parinacota,Casos probables acumulados,2020-08-16,308
Tarapacá,Casos probables acumulados,2020-08-16,525
Antofagasta,Casos probables acumulados,2020-08-16,788
Atacama,Casos probables acumulados,2020-08-16,78
Coquimbo,Casos probables acumulados,2020-08-16,895
Valparaíso,Casos probables acumulados,2020-08-16,7331
Metropolitana,Casos probables acumulados,2020-08-16,29948
O'Higgins,Casos probables acumulados,2020-08-16,2205
Maule,Casos probables acumulados,2020-08-16,715
Ñuble,Casos probables acumulados,2020-08-16,909
Biobío,Casos probables acumulados,2020-08-16,1587
Araucania,Casos probables acumulados,2020-08-16,55
Los Ríos,Casos probables acumulados,2020-08-16,18
Los Lagos,Casos probables acumulados,2020-08-16,335
Aysén,Casos probables acumulados,2020-08-16,0
Magallanes,Casos probables acumulados,2020-08-16,34
Total,Casos probables acumulados,2020-08-16,45731
Arica y Parinacota,Casos acumulados,2020-08-17,5848
Tarapacá,Casos acumulados,2020-08-17,9971
Antofagasta,Casos acumulados,2020-08-17,16906
Atacama,Casos acumulados,2020-08-17,4680
Coquimbo,Casos acumulados,2020-08-17,8314
Valparaíso,Casos acumulados,2020-08-17,20433
Metropolitana,Casos acumulados,2020-08-17,266656
O’Higgins,Casos acumulados,2020-08-17,12232
Maule,Casos acumulados,2020-08-17,10452
Ñuble,Casos acumulados,2020-08-17,3997
Biobío,Casos acumulados,2020-08-17,14247
Araucanía,Casos acumulados,2020-08-17,4662
Los Ríos,Casos acumulados,2020-08-17,1013
Los Lagos,Casos acumulados,2020-08-17,5589
Aysén,Casos acumulados,2020-08-17,98
Magallanes,Casos acumulados,2020-08-17,2339
Total,Casos acumulados,2020-08-17,387502
Arica y Parinacota,Casos nuevos totales,2020-08-17,68
Tarapacá,Casos nuevos totales,2020-08-17,93
Antofagasta,Casos nuevos totales,2020-08-17,112
Atacama,Casos nuevos totales,2020-08-17,111
Coquimbo,Casos nuevos totales,2020-08-17,101
Valparaíso,Casos nuevos totales,2020-08-17,130
Metropolitana,Casos nuevos totales,2020-08-17,494
O’Higgins,Casos nuevos totales,2020-08-17,47
Maule,Casos nuevos totales,2020-08-17,70
Ñuble,Casos nuevos totales,2020-08-17,37
Biobío,Casos nuevos totales,2020-08-17,197
Araucanía,Casos nuevos totales,2020-08-17,23
Los Ríos,Casos nuevos totales,2020-08-17,2
Los Lagos,Casos nuevos totales,2020-08-17,48
Aysén,Casos nuevos totales,2020-08-17,0
Magallanes,Casos nuevos totales,2020-08-17,22
Total,Casos nuevos totales,2020-08-17,1556
Arica y Parinacota,Casos nuevos con sintomas,2020-08-17,42
Tarapacá,Casos nuevos con sintomas,2020-08-17,56
Antofagasta,Casos nuevos con sintomas,2020-08-17,77
Atacama,Casos nuevos con sintomas,2020-08-17,60
Coquimbo,Casos nuevos con sintomas,2020-08-17,86
Valparaíso,Casos nuevos con sintomas,2020-08-17,97
Metropolitana,Casos nuevos con sintomas,2020-08-17,269
O’Higgins,Casos nuevos con sintomas,2020-08-17,39
Maule,Casos nuevos con sintomas,2020-08-17,54
Ñuble,Casos nuevos con sintomas,2020-08-17,28
Biobío,Casos nuevos con sintomas,2020-08-17,142
Araucanía,Casos nuevos con sintomas,2020-08-17,15
Los Ríos,Casos nuevos con sintomas,2020-08-17,1
Los Lagos,Casos nuevos con sintomas,2020-08-17,31
Aysén,Casos nuevos con sintomas,2020-08-17,0
Magallanes,Casos nuevos con sintomas,2020-08-17,15
Total,Casos nuevos con sintomas,2020-08-17,1012
Arica y Parinacota,Casos nuevos sin sintomas,2020-08-17,24
Tarapacá,Casos nuevos sin sintomas,2020-08-17,29
Antofagasta,Casos nuevos sin sintomas,2020-08-17,30
Atacama,Casos nuevos sin sintomas,2020-08-17,51
Coquimbo,Casos nuevos sin sintomas,2020-08-17,15
Valparaíso,Casos nuevos sin sintomas,2020-08-17,28
Metropolitana,Casos nuevos sin sintomas,2020-08-17,198
O'Higgins,Casos nuevos sin sintomas,2020-08-17,8
Maule,Casos nuevos sin sintomas,2020-08-17,15
Ñuble,Casos nuevos sin sintomas,2020-08-17,7
Biobío,Casos nuevos sin sintomas,2020-08-17,43
Araucania,Casos nuevos sin sintomas,2020-08-17,8
Los Ríos,Casos nuevos sin sintomas,2020-08-17,1
Los Lagos,Casos nuevos sin sintomas,2020-08-17,16
Aysén,Casos nuevos sin sintomas,2020-08-17,0
Magallanes,Casos nuevos sin sintomas,2020-08-17,7
Total,Casos nuevos sin sintomas,2020-08-17,480
Arica y Parinacota,Casos nuevos sin notificar,2020-08-17,2
Tarapacá,Casos nuevos sin notificar,2020-08-17,8
Antofagasta,Casos nuevos sin notificar,2020-08-17,5
Atacama,Casos nuevos sin notificar,2020-08-17,0
Coquimbo,Casos nuevos sin notificar,2020-08-17,0
Valparaíso,Casos nuevos sin notificar,2020-08-17,5
Metropolitana,Casos nuevos sin notificar,2020-08-17,27
O'Higgins,Casos nuevos sin notificar,2020-08-17,0
Maule,Casos nuevos sin notificar,2020-08-17,1
Ñuble,Casos nuevos sin notificar,2020-08-17,2
Biobío,Casos nuevos sin notificar,2020-08-17,12
Araucania,Casos nuevos sin notificar,2020-08-17,0
Los Ríos,Casos nuevos sin notificar,2020-08-17,0
Los Lagos,Casos nuevos sin notificar,2020-08-17,1
Aysén,Casos nuevos sin notificar,2020-08-17,0
Magallanes,Casos nuevos sin notificar,2020-08-17,0
Total,Casos nuevos sin notificar,2020-08-17,64
Arica y Parinacota,Fallecidos totales,2020-08-17,85
Tarapacá,Fallecidos totales,2020-08-17,186
Antofagasta,Fallecidos totales,2020-08-17,407
Atacama,Fallecidos totales,2020-08-17,29
Coquimbo,Fallecidos totales,2020-08-17,100
Valparaíso,Fallecidos totales,2020-08-17,616
Metropolitana,Fallecidos totales,2020-08-17,8138
O’Higgins,Fallecidos totales,2020-08-17,304
Maule,Fallecidos totales,2020-08-17,225
Ñuble,Fallecidos totales,2020-08-17,73
Biobío,Fallecidos totales,2020-08-17,160
Araucanía,Fallecidos totales,2020-08-17,86
Los Ríos,Fallecidos totales,2020-08-17,15
Los Lagos,Fallecidos totales,2020-08-17,57
Aysén,Fallecidos totales,2020-08-17,1
Magallanes,Fallecidos totales,2020-08-17,30
Total,Fallecidos totales,2020-08-17,10513
Arica y Parinacota,Casos confirmados recuperados,2020-08-17,4986
Tarapacá,Casos confirmados recuperados,2020-08-17,9141
Antofagasta,Casos confirmados recuperados,2020-08-17,15475
