Region,Categoria,Fecha,Total
Atacama,Casos confirmados recuperados,2020-08-17,3643
Coquimbo,Casos confirmados recuperados,2020-08-17,7238
Valparaíso,Casos confirmados recuperados,2020-08-17,18300
Metropolitana,Casos confirmados recuperados,2020-08-17,253059
O'Higgins,Casos confirmados recuperados,2020-08-17,11097
Maule,Casos confirmados recuperados,2020-08-17,9404
Ñuble,Casos confirmados recuperados,2020-08-17,3646
Biobío,Casos confirmados recuperados,2020-08-17,12374
Araucania,Casos confirmados recuperados,2020-08-17,4302
Los Ríos,Casos confirmados recuperados,2020-08-17,934
Los Lagos,Casos confirmados recuperados,2020-08-17,4711
Aysén,Casos confirmados recuperados,2020-08-17,85
Magallanes,Casos confirmados recuperados,2020-08-17,1927
Total,Casos confirmados recuperados,2020-08-17,360385
Arica y Parinacota,Casos activos confirmados,2020-08-17,777
Tarapacá,Casos activos confirmados,2020-08-17,649
Antofagasta,Casos activos confirmados,2020-08-17,1018
Atacama,Casos activos confirmados,2020-08-17,1010
Coquimbo,Casos activos confirmados,2020-08-17,982
Valparaíso,Casos activos confirmados,2020-08-17,1510
Metropolitana,Casos activos confirmados,2020-08-17,5413
O'Higgins,Casos activos confirmados,2020-08-17,849
Maule,Casos activos confirmados,2020-08-17,832
Ñuble,Casos activos confirmados,2020-08-17,280
Biobío,Casos activos confirmados,2020-08-17,1720
Araucania,Casos activos confirmados,2020-08-17,279
Los Ríos,Casos activos confirmados,2020-08-17,65
Los Lagos,Casos activos confirmados,2020-08-17,822
Aysén,Casos activos confirmados,2020-08-17,13
Magallanes,Casos activos confirmados,2020-08-17,383
Total,Casos activos confirmados,2020-08-17,16604
Arica y Parinacota,Casos activos probables,2020-08-17,26
Tarapacá,Casos activos probables,2020-08-17,145
Antofagasta,Casos activos probables,2020-08-17,146
Atacama,Casos activos probables,2020-08-17,47
Coquimbo,Casos activos probables,2020-08-17,177
Valparaíso,Casos activos probables,2020-08-17,861
Metropolitana,Casos activos probables,2020-08-17,1102
O'Higgins,Casos activos probables,2020-08-17,298
Maule,Casos activos probables,2020-08-17,68
Ñuble,Casos activos probables,2020-08-17,120
Biobío,Casos activos probables,2020-08-17,399
Araucania,Casos activos probables,2020-08-17,14
Los Ríos,Casos activos probables,2020-08-17,6
Los Lagos,Casos activos probables,2020-08-17,64
Aysén,Casos activos probables,2020-08-17,0
Magallanes,Casos activos probables,2020-08-17,16
Total,Casos activos probables,2020-08-17,3489
Arica y Parinacota,Casos probables acumulados,2020-08-17,306
Tarapacá,Casos probables acumulados,2020-08-17,533
Antofagasta,Casos probables acumulados,2020-08-17,795
Atacama,Casos probables acumulados,2020-08-17,76
Coquimbo,Casos probables acumulados,2020-08-17,895
Valparaíso,Casos probables acumulados,2020-08-17,7372
Metropolitana,Casos probables acumulados,2020-08-17,29963
O'Higgins,Casos probables acumulados,2020-08-17,2216
Maule,Casos probables acumulados,2020-08-17,717
Ñuble,Casos probables acumulados,2020-08-17,916
Biobío,Casos probables acumulados,2020-08-17,1598
Araucania,Casos probables acumulados,2020-08-17,57
Los Ríos,Casos probables acumulados,2020-08-17,16
Los Lagos,Casos probables acumulados,2020-08-17,327
Aysén,Casos probables acumulados,2020-08-17,0
Magallanes,Casos probables acumulados,2020-08-17,31
Total,Casos probables acumulados,2020-08-17,45818
Arica y Parinacota,Casos acumulados,2020-08-18,5899
Tarapacá,Casos acumulados,2020-08-18,10035
Antofagasta,Casos acumulados,2020-08-18,16970
Atacama,Casos acumulados,2020-08-18,4807
Coquimbo,Casos acumulados,2020-08-18,8435
Valparaíso,Casos acumulados,2020-08-18,20549
Metropolitana,Casos acumulados,2020-08-18,267000
O’Higgins,Casos acumulados,2020-08-18,12300
Maule,Casos acumulados,2020-08-18,10526
Ñuble,Casos acumulados,2020-08-18,4027
Biobío,Casos acumulados,2020-08-18,14363
Araucanía,Casos acumulados,2020-08-18,4705
Los Ríos,Casos acumulados,2020-08-18,1015
Los Lagos,Casos acumulados,2020-08-18,5653
Aysén,Casos acumulados,2020-08-18,98
Magallanes,Casos acumulados,2020-08-18,2407
Total,Casos acumulados,2020-08-18,388855
Arica y Parinacota,Casos nuevos totales,2020-08-18,51
Tarapacá,Casos nuevos totales,2020-08-18,63
Antofagasta,Casos nuevos totales,2020-08-18,63
Atacama,Casos nuevos totales,2020-08-18,127
Coquimbo,Casos nuevos totales,2020-08-18,119
Valparaíso,Casos nuevos totales,2020-08-18,111
Metropolitana,Casos nuevos totales,2020-08-18,339
O’Higgins,Casos nuevos totales,2020-08-18,67
Maule,Casos nuevos totales,2020-08-18,74
Ñuble,Casos nuevos totales,2020-08-18,30
Biobío,Casos nuevos totales,2020-08-18,115
Araucanía,Casos nuevos totales,2020-08-18,41
Los Ríos,Casos nuevos totales,2020-08-18,2
Los Lagos,Casos nuevos totales,2020-08-18,64
Aysén,Casos nuevos totales,2020-08-18,0
Magallanes,Casos nuevos totales,2020-08-18,68
Total,Casos nuevos totales,2020-08-18,1336
Arica y Parinacota,Casos nuevos con sintomas,2020-08-18,39
Tarapacá,Casos nuevos con sintomas,2020-08-18,32
Antofagasta,Casos nuevos con sintomas,2020-08-18,38
Atacama,Casos nuevos con sintomas,2020-08-18,64
Coquimbo,Casos nuevos con sintomas,2020-08-18,82
Valparaíso,Casos nuevos con sintomas,2020-08-18,79
Metropolitana,Casos nuevos con sintomas,2020-08-18,178
O’Higgins,Casos nuevos con sintomas,2020-08-18,42
Maule,Casos nuevos con sintomas,2020-08-18,53
Ñuble,Casos nuevos con sintomas,2020-08-18,27
Biobío,Casos nuevos con sintomas,2020-08-18,90
Araucanía,Casos nuevos con sintomas,2020-08-18,31
Los Ríos,Casos nuevos con sintomas,2020-08-18,2
Los Lagos,Casos nuevos con sintomas,2020-08-18,41
Aysén,Casos nuevos con sintomas,2020-08-18,0
Magallanes,Casos nuevos con sintomas,2020-08-18,48
Total,Casos nuevos con sintomas,2020-08-18,846
Arica y Parinacota,Casos nuevos sin sintomas,2020-08-18,9
Tarapacá,Casos nuevos sin sintomas,2020-08-18,28
Antofagasta,Casos nuevos sin sintomas,2020-08-18,20
Atacama,Casos nuevos sin sintomas,2020-08-18,62
Coquimbo,Casos nuevos sin sintomas,2020-08-18,36
Valparaíso,Casos nuevos sin sintomas,2020-08-18,23
Metropolitana,Casos nuevos sin sintomas,2020-08-18,147
O'Higgins,Casos nuevos sin sintomas,2020-08-18,19
Maule,Casos nuevos sin sintomas,2020-08-18,21
Ñuble,Casos nuevos sin sintomas,2020-08-18,3
Biobío,Casos nuevos sin sintomas,2020-08-18,23
Araucania,Casos nuevos sin sintomas,2020-08-18,10
Los Ríos,Casos nuevos sin sintomas,2020-08-18,0
Los Lagos,Casos nuevos sin sintomas,2020-08-18,22
Aysén,Casos nuevos sin sintomas,2020-08-18,0
Magallanes,Casos nuevos sin sintomas,2020-08-18,20
Total,Casos nuevos sin sintomas,2020-08-18,443
Arica y Parinacota,Casos nuevos sin notificar,2020-08-18,3
Tarapacá,Casos nuevos sin notificar,2020-08-18,3
Antofagasta,Casos nuevos sin notificar,2020-08-18,5
Atacama,Casos nuevos sin notificar,2020-08-18,1
Coquimbo,Casos nuevos sin notificar,2020-08-18,1
Valparaíso,Casos nuevos sin notificar,2020-08-18,9
Metropolitana,Casos nuevos sin notificar,2020-08-18,14
O'Higgins,Casos nuevos sin notificar,2020-08-18,6
Maule,Casos nuevos sin notificar,2020-08-18,0
Ñuble,Casos nuevos sin notificar,2020-08-18,0
Biobío,Casos nuevos sin notificar,2020-08-18,2
Araucania,Casos nuevos sin notificar,2020-08-18,0
Los Ríos,Casos nuevos sin notificar,2020-08-18,0
Los Lagos,Casos nuevos sin notificar,2020-08-18,1
Aysén,Casos nuevos sin notificar,2020-08-18,0
Magallanes,Casos nuevos sin notificar,2020-08-18,0
Total,Casos nuevos sin notificar,2020-08-18,47
Arica y Parinacota,Fallecidos totales,2020-08-18,85
Tarapacá,Fallecidos totales,2020-08-18,186
Antofagasta,Fallecidos totales,2020-08-18,410
Atacama,Fallecidos totales,2020-08-18,29
Coquimbo,Fallecidos totales,2020-08-18,101
Valparaíso,Fallecidos totales,2020-08-18,617
Metropolitana,Fallecidos totales,2020-08-18,8160
O’Higgins,Fallecidos totales,2020-08-18,304
Maule,Fallecidos totales,2020-08-18,230
Ñuble,Fallecidos totales,2020-08-18,73
Biobío,Fallecidos totales,2020-08-18,161
Araucanía,Fallecidos totales,2020-08-18,86
Los Ríos,Fallecidos totales,2020-08-18,15
Los Lagos,Fallecidos totales,2020-08-18,57
Aysén,Fallecidos totales,2020-08-18,1
Magallanes,Fallecidos totales,2020-08-18,30
Total,Fallecidos totales,2020-08-18,10546
Arica y Parinacota,Casos confirmados recuperados,2020-08-18,5083
Tarapacá,Casos confirmados recuperados,2020-08-18,9204
Antofagasta,Casos confirmados recuperados,2020-08-18,15616
Atacama,Casos confirmados recuperados,2020-08-18,3761
Coquimbo,Casos confirmados recuperados,2020-08-18,7378
Valparaíso,Casos confirmados recuperados,2020-08-18,18486
Metropolitana,Casos confirmados recuperados,2020-08-18,253707
O'Higgins,Casos confirmados recuperados,2020-08-18,11224
Maule,Casos confirmados recuperados,2020-08-18,9514
Ñuble,Casos confirmados recuperados,2020-08-18,3683
Biobío,Casos confirmados recuperados,2020-08-18,12560
Araucania,Casos confirmados recuperados,2020-08-18,4330
Los Ríos,Casos confirmados recuperados,2020-08-18,938
Los Lagos,Casos confirmados recuperados,2020-08-18,4826
Aysén,Casos confirmados recuperados,2020-08-18,86
Magallanes,Casos confirmados recuperados,2020-08-18,1982
Total,Casos confirmados recuperados,2020-08-18,362440
Arica y Parinacota,Casos activos confirmados,2020-08-18,731
Tarapacá,Casos activos confirmados,2020-08-18,650
Antofagasta,Casos activos confirmados,2020-08-18,938
Atacama,Casos activos confirmados,2020-08-18,1019
Coquimbo,Casos activos confirmados,2020-08-18,962
Valparaíso,Casos activos confirmados,2020-08-18,1439
Metropolitana,Casos activos confirmados,2020-08-18,5087
O'Higgins,Casos activos confirmados,2020-08-18,790
Maule,Casos activos confirmados,2020-08-18,791
Ñuble,Casos activos confirmados,2020-08-18,273
Biobío,Casos activos confirmados,2020-08-18,1649
Araucania,Casos activos confirmados,2020-08-18,294
Los Ríos,Casos activos confirmados,2020-08-18,63
Los Lagos,Casos activos confirmados,2020-08-18,771
Aysén,Casos activos confirmados,2020-08-18,12
Magallanes,Casos activos confirmados,2020-08-18,396
Total,Casos activos confirmados,2020-08-18,15869
Arica y Parinacota,Casos activos probables,2020-08-18,24
Tarapacá,Casos activos probables,2020-08-18,137
Antofagasta,Casos activos probables,2020-08-18,141
Atacama,Casos activos probables,2020-08-18,40
Coquimbo,Casos activos probables,2020-08-18,160
Valparaíso,Casos activos probables,2020-08-18,786
Metropolitana,Casos activos probables,2020-08-18,995
O'Higgins,Casos activos probables,2020-08-18,274
Maule,Casos activos probables,2020-08-18,59
Ñuble,Casos activos probables,2020-08-18,107
Biobío,Casos activos probables,2020-08-18,368
Araucania,Casos activos probables,2020-08-18,15
Los Ríos,Casos activos probables,2020-08-18,7
Los Lagos,Casos activos probables,2020-08-18,56
Aysén,Casos activos probables,2020-08-18,0
Magallanes,Casos activos probables,2020-08-18,15
Total,Casos activos probables,2020-08-18,3184
Arica y Parinacota,Casos probables acumulados,2020-08-18,307
Tarapacá,Casos probables acumulados,2020-08-18,546
Antofagasta,Casos probables acumulados,2020-08-18,802
Atacama,Casos probables acumulados,2020-08-18,72
Coquimbo,Casos probables acumulados,2020-08-18,898
Valparaíso,Casos probables acumulados,2020-08-18,7417
Metropolitana,Casos probables acumulados,2020-08-18,30002
O'Higgins,Casos probables acumulados,2020-08-18,2231
Maule,Casos probables acumulados,2020-08-18,716
Ñuble,Casos probables acumulados,2020-08-18,912
Biobío,Casos probables acumulados,2020-08-18,1604
Araucania,Casos probables acumulados,2020-08-18,58
Los Ríos,Casos probables acumulados,2020-08-18,17
Los Lagos,Casos probables acumulados,2020-08-18,326
Aysén,Casos probables acumulados,2020-08-18,0
Magallanes,Casos probables acumulados,2020-08-18,31
Total,Casos probables acumulados,2020-08-18,45939
Arica y Parinacota,Casos acumulados,2020-08-19,5935
Tarapacá,Casos acumulados,2020-08-19,10085
Antofagasta,Casos acumulados,2020-08-19,17044
Atacama,Casos acumulados,2020-08-19,4870
Coquimbo,Casos acumulados,2020-08-19,8529
Valparaíso,Casos acumulados,2020-08-19,20712
Metropolitana,Casos acumulados,2020-08-19,267327
O’Higgins,Casos acumulados,2020-08-19,12365
Maule,Casos acumulados,2020-08-19,10601
Ñuble,Casos acumulados,2020-08-19,4056
Biobío,Casos acumulados,2020-08-19,14499
Araucanía,Casos acumulados,2020-08-19,4736
Los Ríos,Casos acumulados,2020-08-19,1017
Los Lagos,Casos acumulados,2020-08-19,5710
Aysén,Casos acumulados,2020-08-19,98
Magallanes,Casos acumulados,2020-08-19,2387
Total,Casos acumulados,2020-08-19,390037
Arica y Parinacota,Casos nuevos totales,2020-08-19,36
Tarapacá,Casos nuevos totales,2020-08-19,52
Antofagasta,Casos nuevos totales,2020-08-19,74
Atacama,Casos nuevos totales,2020-08-19,63
Coquimbo,Casos nuevos totales,2020-08-19,94
Valparaíso,Casos nuevos totales,2020-08-19,160
Metropolitana,Casos nuevos totales,2020-08-19,322
O’Higgins,Casos nuevos totales,2020-08-19,65
Maule,Casos nuevos totales,2020-08-19,77
Ñuble,Casos nuevos totales,2020-08-19,29
Biobío,Casos nuevos totales,2020-08-19,136
Araucanía,Casos nuevos totales,2020-08-19,30
Los Ríos,Casos nuevos totales,2020-08-19,2
Los Lagos,Casos nuevos totales,2020-08-19,57
Aysén,Casos nuevos totales,2020-08-19,0
Magallanes,Casos nuevos totales,2020-08-19,36
Total,Casos nuevos totales,2020-08-19,1233
Arica y Parinacota,Casos nuevos con sintomas,2020-08-19,31
Tarapacá,Casos nuevos con sintomas,2020-08-19,44
Antofagasta,Casos nuevos con sintomas,2020-08-19,48
Atacama,Casos nuevos con sintomas,2020-08-19,37
Coquimbo,Casos nuevos con sintomas,2020-08-19,74
Valparaíso,Casos nuevos con sintomas,2020-08-19,108
Metropolitana,Casos nuevos con sintomas,2020-08-19,198
O’Higgins,Casos nuevos con sintomas,2020-08-19,54
Maule,Casos nuevos con sintomas,2020-08-19,57
Ñuble,Casos nuevos con sintomas,2020-08-19,24
Biobío,Casos nuevos con sintomas,2020-08-19,107
Araucanía,Casos nuevos con sintomas,2020-08-19,19
Los Ríos,Casos nuevos con sintomas,2020-08-19,2
Los Lagos,Casos nuevos con sintomas,2020-08-19,42
Aysén,Casos nuevos con sintomas,2020-08-19,0
Magallanes,Casos nuevos con sintomas,2020-08-19,31
Total,Casos nuevos con sintomas,2020-08-19,876
Arica y Parinacota,Casos nuevos sin sintomas,2020-08-19,4
Tarapacá,Casos nuevos sin sintomas,2020-08-19,5
Antofagasta,Casos nuevos sin sintomas,2020-08-19,22
Atacama,Casos nuevos sin sintomas,2020-08-19,26
Coquimbo,Casos nuevos sin sintomas,2020-08-19,20
Valparaíso,Casos nuevos sin sintomas,2020-08-19,45
Metropolitana,Casos nuevos sin sintomas,2020-08-19,112
O'Higgins,Casos nuevos sin sintomas,2020-08-19,8
Maule,Casos nuevos sin sintomas,2020-08-19,20
Ñuble,Casos nuevos sin sintomas,2020-08-19,5
Biobío,Casos nuevos sin sintomas,2020-08-19,20
Araucania,Casos nuevos sin sintomas,2020-08-19,10
Los Ríos,Casos nuevos sin sintomas,2020-08-19,0
Los Lagos,Casos nuevos sin sintomas,2020-08-19,14
Aysén,Casos nuevos sin sintomas,2020-08-19,0
Magallanes,Casos nuevos sin sintomas,2020-08-19,5
Total,Casos nuevos sin sintomas,2020-08-19,316
Arica y Parinacota,Casos nuevos sin notificar,2020-08-19,1
Tarapacá,Casos nuevos sin notificar,2020-08-19,3
Antofagasta,Casos nuevos sin notificar,2020-08-19,4
Atacama,Casos nuevos sin notificar,2020-08-19,0
Coquimbo,Casos nuevos sin notificar,2020-08-19,0
Valparaíso,Casos nuevos sin notificar,2020-08-19,7
Metropolitana,Casos nuevos sin notificar,2020-08-19,12
O'Higgins,Casos nuevos sin notificar,2020-08-19,3
Maule,Casos nuevos sin notificar,2020-08-19,0
Ñuble,Casos nuevos sin notificar,2020-08-19,0
Biobío,Casos nuevos sin notificar,2020-08-19,9
Araucania,Casos nuevos sin notificar,2020-08-19,1
Los Ríos,Casos nuevos sin notificar,2020-08-19,0
Los Lagos,Casos nuevos sin notificar,2020-08-19,1
Aysén,Casos nuevos sin notificar,2020-08-19,0
Magallanes,Casos nuevos sin notificar,2020-08-19,0
Total,Casos nuevos sin notificar,2020-08-19,41
Arica y Parinacota,Fallecidos totales,2020-08-19,85
Tarapacá,Fallecidos totales,2020-08-19,186
Antofagasta,Fallecidos totales,2020-08-19,411
Atacama,Fallecidos totales,2020-08-19,29
Coquimbo,Fallecidos totales,2020-08-19,101
Valparaíso,Fallecidos totales,2020-08-19,618
Metropolitana,Fallecidos totales,2020-08-19,8187
O’Higgins,Fallecidos totales,2020-08-19,304
Maule,Fallecidos totales,2020-08-19,230
Ñuble,Fallecidos totales,2020-08-19,73
Biobío,Fallecidos totales,2020-08-19,164
Araucanía,Fallecidos totales,2020-08-19,86
Los Ríos,Fallecidos totales,2020-08-19,15
Los Lagos,Fallecidos totales,2020-08-19,57
Aysén,Fallecidos totales,2020-08-19,1
Magallanes,Fallecidos totales,2020-08-19,30
Total,Fallecidos totales,2020-08-19,10578
Arica y Parinacota,Casos confirmados recuperados,2020-08-19,5162
Tarapacá,Casos confirmados recuperados,2020-08-19,9276
Antofagasta,Casos confirmados recuperados,2020-08-19,15739
Atacama,Casos confirmados recuperados,2020-08-19,3910
Coquimbo,Casos confirmados recuperados,2020-08-19,7482
Valparaíso,Casos confirmados recuperados,2020-08-19,18669
Metropolitana,Casos confirmados recuperados,2020-08-19,254299
O'Higgins,Casos confirmados recuperados,2020-08-19,11334
Maule,Casos confirmados recuperados,2020-08-19,9609
Ñuble,Casos confirmados recuperados,2020-08-19,3710
Biobío,Casos confirmados recuperados,2020-08-19,12762
Araucania,Casos confirmados recuperados,2020-08-19,4362
Los Ríos,Casos confirmados recuperados,2020-08-19,941
Los Lagos,Casos confirmados recuperados,2020-08-19,4930
Aysén,Casos confirmados recuperados,2020-08-19,88
Magallanes,Casos confirmados recuperados,2020-08-19,1949
Total,Casos confirmados recuperados,2020-08-19,364285
Arica y Parinacota,Casos activos confirmados,2020-08-19,688
Tarapacá,Casos activos confirmados,2020-08-19,628
Antofagasta,Casos activos confirmados,2020-08-19,888
Atacama,Casos activos confirmados,2020-08-19,933
Coquimbo,Casos activos confirmados,2020-08-19,951
Valparaíso,Casos activos confirmados,2020-08-19,1418
Metropolitana,Casos activos confirmados,2020-08-19,4796
O'Higgins,Casos activos confirmados,2020-08-19,745
Maule,Casos activos confirmados,2020-08-19,771
Ñuble,Casos activos confirmados,2020-08-19,275
Biobío,Casos activos confirmados,2020-08-19,1580
Araucania,Casos activos confirmados,2020-08-19,293
Los Ríos,Casos activos confirmados,2020-08-19,62
Los Lagos,Casos activos confirmados,2020-08-19,724
Aysén,Casos activos confirmados,2020-08-19,10
Magallanes,Casos activos confirmados,2020-08-19,409
Total,Casos activos confirmados,2020-08-19,15174
Arica y Parinacota,Casos activos probables,2020-08-19,22
Tarapacá,Casos activos probables,2020-08-19,142
Antofagasta,Casos activos probables,2020-08-19,134
Atacama,Casos activos probables,2020-08-19,39
Coquimbo,Casos activos probables,2020-08-19,169
Valparaíso,Casos activos probables,2020-08-19,798
Metropolitana,Casos activos probables,2020-08-19,983
O'Higgins,Casos activos probables,2020-08-19,284
Maule,Casos activos probables,2020-08-19,54
Ñuble,Casos activos probables,2020-08-19,106
Biobío,Casos activos probables,2020-08-19,380
