Region,Codigo region,Comuna,Codigo comuna,2020-01-02,2020-01-03,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-28,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28
Metropolitana de Santiago,13,San Miguel,13130,13,15,31,17,9,4,7,34,16,7,12,13,35,14,12,10,11,0,18,27,16,6,11,24,13,18,9,14,28,21,7,12,7,32,13,17,15,12,29,17,10,7,22,21,14,9,4,14,35,15,13,12,14,24,12,9,13,15,17,10,7,8,10,15,20,19,9,23,11,7,26,17,19,22,5,16,16,25,11,11,13,10,26,22,8,9,25,14,11,13,14,18,12,4,6,5,0,31,20,12,0,22,13,22,14,20,12,18,19,6,16,17,12,22,12,5,6,26,18,18,17,6,0,13,19,22,18,17,0,24,21,18,16,0,30,13,15,7,15,0,18,11,15,0,14,0,22,12,8,6,14,0,0,16,15,11,9,9,0,0,17,15,15,6,6,0,0,16,14,14,9,11,0,0,15,7,13,12,14,0,0,24,17,8,9,6
Metropolitana de Santiago,13,San Ramón,13131,16,11,16,12,12,10,12,16,9,7,14,14,19,8,5,13,10,0,25,11,19,16,4,22,10,7,7,9,19,7,8,9,11,24,7,13,6,11,27,10,11,10,9,17,11,12,7,16,16,16,10,12,8,11,7,9,10,6,17,6,8,3,14,26,14,8,5,16,16,13,5,11,27,11,9,11,6,18,10,9,13,12,21,17,10,15,23,14,11,11,10,11,12,10,10,7,0,24,9,10,0,10,17,10,9,9,12,21,15,1,11,17,19,8,10,13,8,27,12,9,12,7,0,9,6,10,13,11,1,22,2,6,9,0,11,9,7,12,9,0,15,16,10,0,5,0,22,13,15,7,12,0,0,14,17,10,4,9,0,0,8,10,6,4,8,0,0,12,7,6,10,12,0,0,18,11,4,8,6,1,0,13,13,6,7,2
Metropolitana de Santiago,13,Santiago,13101,91,57,97,64,63,47,63,113,65,62,47,62,87,66,45,45,39,1,99,48,56,55,52,87,47,53,40,47,95,78,48,49,64,68,80,59,51,52,92,65,58,40,57,81,50,43,52,64,87,61,51,38,66,96,48,41,39,52,72,56,46,48,42,54,50,40,36,46,76,56,49,38,115,68,64,51,47,108,67,78,48,54,132,52,68,59,144,63,90,30,57,100,35,82,36,40,0,111,49,49,0,29,134,67,55,74,29,110,63,53,84,35,109,56,41,64,45,120,58,40,72,48,0,95,69,42,75,59,0,117,66,83,57,1,106,69,44,74,41,0,115,63,34,5,105,1,107,61,47,77,35,0,0,95,53,54,57,51,1,1,89,62,34,51,44,1,1,88,56,38,45,43,1,0,85,63,35,48,73,1,0,89,66,43,45,45
Metropolitana de Santiago,13,Talagante,13601,11,6,16,8,6,8,5,10,9,5,9,4,8,6,6,3,6,0,17,5,1,8,1,7,6,7,5,4,5,9,4,9,10,8,3,5,7,8,6,3,5,3,3,6,7,5,4,5,10,4,2,7,0,17,9,3,4,7,5,3,4,9,5,12,4,3,5,6,3,5,3,6,14,7,4,6,4,8,11,6,4,7,9,7,5,5,11,9,4,2,2,9,6,3,5,4,0,11,2,11,0,9,16,7,5,10,4,4,3,5,4,11,12,4,2,5,0,12,4,7,7,1,0,14,7,3,4,5,0,12,7,4,4,0,8,2,3,6,5,0,7,7,4,0,7,0,11,7,6,4,2,0,0,12,9,4,4,0,0,0,9,10,0,3,2,0,0,10,13,3,3,5,0,0,15,5,5,7,6,0,0,9,5,5,6,1
Metropolitana de Santiago,13,Tiltil,13303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,Vitacura,13132,20,12,31,15,16,17,21,28,15,19,10,20,38,20,13,11,16,0,24,24,10,16,20,26,16,12,11,23,23,10,11,12,13,32,10,7,20,22,26,15,16,9,17,25,11,12,11,15,29,10,11,19,10,30,17,19,15,28,17,14,17,26,5,34,26,14,17,21,26,21,18,33,24,19,18,6,13,25,11,10,17,17,18,17,13,18,28,18,23,17,23,29,18,17,19,22,0,21,20,19,1,30,21,10,17,17,26,18,14,19,11,15,27,10,18,9,23,18,19,10,16,23,0,22,22,14,6,25,0,22,23,15,26,0,35,10,12,15,12,0,29,16,17,0,28,0,30,18,14,13,10,0,0,23,15,19,15,18,0,0,21,17,20,14,12,0,0,31,12,8,16,21,0,0,26,25,18,15,18,0,0,27,16,17,10,19
Metropolitana de Santiago,13,Ñuñoa,13120,1,4,4,4,1,3,1,6,2,1,2,3,3,3,2,3,0,0,5,2,0,3,2,5,3,0,1,2,5,1,1,6,2,1,4,1,4,4,8,3,2,4,0,3,6,2,2,2,3,3,3,2,5,2,2,3,3,2,1,3,5,0,0,3,1,0,4,0,3,3,4,3,8,1,0,0,2,0,2,1,0,4,1,1,2,3,5,0,2,4,1,2,5,1,1,6,0,3,3,0,0,1,2,3,1,1,3,4,5,3,3,2,3,3,1,2,2,2,1,2,4,1,0,4,4,4,0,3,0,5,3,1,2,1,3,4,5,1,4,0,5,1,4,0,4,0,2,5,2,3,2,0,0,7,3,2,1,2,0,0,7,1,2,2,1,0,0,1,2,1,2,2,0,0,4,1,6,4,2,0,0,3,1,1,1,1
Tarapacá,1,Alto Hospicio,1107,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
Tarapacá,1,Colchane,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarapacá,1,Huara,1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarapacá,1,Iquique,1101,23,21,24,17,20,14,16,27,12,14,14,13,23,18,14,21,22,0,26,15,19,11,20,25,23,13,16,21,34,14,25,12,23,33,21,13,10,12,35,18,15,14,19,32,13,9,18,17,21,23,15,17,17,21,10,16,18,14,16,15,19,17,17,34,16,13,8,21,30,16,17,15,23,19,15,11,20,21,16,17,19,15,33,11,24,13,37,19,17,14,12,32,11,16,10,18,0,8,14,19,0,20,22,20,15,9,16,25,16,12,10,22,30,19,26,19,19,24,21,13,17,5,0,29,27,10,12,16,0,31,19,21,19,0,24,20,13,15,16,0,20,15,13,0,25,0,29,24,17,11,12,0,0,21,21,16,15,25,0,0,26,15,11,14,18,0,0,26,18,21,15,20,0,0,22,14,16,13,19,0,0,32,18,15,16,9
Tarapacá,1,Pica,1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarapacá,1,Pozo Almonte,1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Valparaíso,5,Algarrobo,5602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valparaíso,5,Cabildo,5402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valparaíso,5,Calera,5502,1,5,3,3,1,4,3,2,2,2,1,2,4,1,1,1,12,0,2,2,3,0,2,1,0,4,1,4,2,3,3,1,3,3,2,3,1,0,4,2,1,1,6,4,2,3,0,6,3,1,1,1,7,4,1,2,4,2,0,0,0,0,0,5,4,0,0,0,12,7,0,0,7,4,0,3,1,4,2,1,3,1,6,2,2,1,8,2,3,1,4,4,1,1,0,4,0,2,1,2,0,2,3,4,3,1,2,3,2,5,0,1,4,2,2,2,3,5,0,3,2,2,0,4,2,0,3,5,0,2,1,2,5,0,3,4,3,3,3,0,1,3,5,0,5,0,5,4,1,4,0,0,0,0,6,2,4,2,0,0,2,4,1,1,3,0,0,3,1,1,1,2,0,0,4,5,1,1,5,0,0,3,3,4,2,4
Valparaíso,5,Calle Larga,5302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valparaíso,5,Cartagena,5603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valparaíso,5,Casablanca,5102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Valparaíso,5,Catemu,5702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valparaíso,5,Concón,5103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valparaíso,5,El Quisco,5604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valparaíso,5,El Tabo,5605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Valparaíso,5,Hijuelas,5503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valparaíso,5,Isla de Pascua,5201,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,2,0,1,0,1,1,1,0,0,2,1,1,0,0,2,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,0,0,1,1,1,0,0,0,2,0,1,0,0,0,0,0,2,1,1,1,0,1,0,1,1,3,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
Valparaíso,5,La Cruz,5504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valparaíso,5,La Ligua,5401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
Valparaíso,5,Limache,5802,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Valparaíso,5,Llaillay,5703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valparaíso,5,Los Andes,5301,6,3,8,3,4,1,2,7,5,3,3,6,11,7,4,2,2,0,3,1,4,4,3,8,6,1,2,4,4,4,5,5,4,5,2,7,0,7,4,3,8,4,2,10,5,3,2,8,5,0,5,3,1,7,3,3,2,3,5,5,3,5,0,3,2,5,2,0,3,5,1,0,6,1,3,3,1,0,6,2,2,2,3,2,5,3,8,6,6,2,1,4,2,1,4,4,0,4,3,3,0,3,7,8,5,3,4,3,3,2,3,2,9,2,2,5,0,3,0,10,3,3,0,3,4,0,1,2,0,5,3,2,3,0,5,2,2,3,3,0,3,2,3,0,2,0,2,5,3,4,2,0,0,5,1,5,2,2,0,0,3,3,0,1,2,0,0,6,3,3,1,0,0,0,3,0,1,2,5,0,0,6,4,3,4,2
Valparaíso,5,Olmué,5803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Valparaíso,5,Papudo,5403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
