Region,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble
2019-10-25,19,10,0,0,0,0,0,12,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,31,0,2,3,0,8,0,0,1,0,23,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,11,4,0,13,1,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,27,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,0,4,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,16,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,4,0,15,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,30,0,0,21,0,0,1,0,20,0,0,0,0,15,0,3,0,0,0,0,19,0,42,0,21,0,11,19,0,24,0,0,16,0,11,45,6,0,24,4,0,0,0,0,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,13,0,0,8,0,6,0,14,0,44,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
2019-10-28,20,17,0,0,0,0,0,18,0,0,0,0,0,0,20,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,34,0,13,2,0,9,0,0,0,0,16,1,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,10,5,0,10,1,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,50,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,3,0,12,0,6,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,19,0,16,0,4,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,14,0,1,0,7,1,0,0,2,0,17,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,31,0,0,0,0,0,8,0,0,0,0,1,0,0,0,26,0,63,0,0,44,0,0,0,0,21,0,0,0,0,19,0,12,0,0,0,1,23,0,52,0,35,1,22,29,0,35,0,0,24,0,18,97,11,0,22,5,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,5,21,0,0,10,0,10,0,27,0,49,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
2019-10-29,29,11,0,0,0,0,2,8,0,1,0,0,0,0,7,0,0,0,0,7,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,26,0,3,6,0,7,0,0,1,0,13,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,8,0,0,26,0,0,6,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,29,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,5,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,22,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,5,0,0,0,1,0,13,0,0,8,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,34,0,0,25,0,0,0,0,12,0,0,0,1,12,0,7,0,0,0,1,20,0,30,0,16,0,12,23,0,11,0,0,24,0,8,50,4,0,14,5,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,5,0,0,6,0,8,0,8,0,28,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2019-10-30,23,6,0,0,0,0,0,8,0,0,0,0,0,0,17,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,29,0,3,2,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,3,0,11,1,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,33,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,0,2,0,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,21,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,1,0,8,2,0,0,0,0,17,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,3,0,0,0,1,0,0,0,0,14,0,47,0,0,20,0,0,3,0,15,0,0,0,0,8,0,6,0,0,0,0,18,0,37,0,11,0,10,30,0,20,0,0,8,0,11,60,7,0,23,0,0,0,0,0,23,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,5,8,0,0,8,0,11,0,11,0,31,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
2019-11-04,51,19,0,0,0,0,0,17,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,49,0,6,12,0,15,0,0,1,0,39,2,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,22,6,0,26,2,0,21,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,64,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,9,0,9,2,9,2,0,12,0,0,0,0,0,0,0,1,0,0,0,0,19,0,46,0,6,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,28,0,0,0,11,7,0,0,1,0,24,0,0,14,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,38,0,0,0,0,0,5,0,0,0,0,0,0,0,0,35,0,92,0,0,47,0,0,1,0,23,0,0,0,0,27,0,12,0,0,0,0,31,0,68,0,32,0,28,47,0,47,0,0,35,0,32,136,14,0,31,5,0,0,0,0,41,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,1,0,8,0,0,0,0,0,0,0,16,14,0,0,14,0,18,0,17,0,52,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
2019-11-05,14,8,0,0,0,0,2,13,0,0,0,0,0,1,9,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,25,0,3,4,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,17,0,0,23,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,40,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,0,7,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,27,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13,0,0,0,10,1,0,0,1,0,15,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,5,0,0,0,0,0,0,0,0,16,0,57,0,0,26,0,0,1,0,18,0,0,0,0,9,0,9,0,0,0,0,26,0,27,0,17,0,19,21,0,25,0,0,22,0,14,65,4,0,28,2,1,0,0,0,23,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,10,0,0,10,0,5,0,5,0,29,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2019-11-06,32,11,0,0,0,1,0,8,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,5,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,6,1,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,4,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,23,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18,0,1,0,6,1,0,1,0,0,11,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,20,0,0,17,0,0,2,0,15,0,0,0,0,16,0,5,0,0,0,1,17,0,19,0,16,0,10,21,0,14,0,0,13,0,4,62,6,0,17,1,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,6,6,1,0,9,0,5,0,3,0,36,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2019-11-07,17,9,0,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,19,0,1,1,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,9,1,0,3,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,5,0,4,1,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,26,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,5,1,0,0,3,0,8,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,25,0,0,32,0,0,1,0,15,0,0,0,0,9,0,5,0,0,0,0,8,0,28,0,12,2,13,14,0,15,0,0,14,0,5,42,5,0,17,1,0,0,0,0,22,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,4,0,0,6,0,3,0,7,0,23,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2019-11-08,20,6,0,0,0,0,1,9,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,22,0,3,13,0,5,0,0,0,0,17,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,3,3,0,9,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,29,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,10,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,26,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,10,0,3,0,6,2,0,0,0,0,13,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,17,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,0,30,0,0,23,0,0,1,0,21,0,0,0,0,14,0,10,0,0,0,1,23,0,29,0,14,0,9,24,0,10,0,0,14,0,11,63,6,0,22,1,0,0,0,0,22,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,11,0,0,7,0,6,0,5,0,23,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2019-11-11,33,20,0,0,0,2,0,26,0,0,0,0,0,0,21,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47,0,4,7,0,7,0,0,0,0,30,1,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,16,3,0,22,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,0,0,0,50,0,0,2,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,8,0,5,3,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,23,0,27,0,4,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,30,0,2,0,10,4,0,0,0,0,29,0,0,14,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,38,0,0,0,0,0,5,0,0,0,0,0,0,0,0,24,0,60,0,0,40,0,0,1,0,25,0,0,0,0,20,0,12,0,0,0,1,29,0,0,0,19,0,18,35,0,29,0,0,21,0,20,78,14,0,21,3,0,0,0,1,39,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,6,15,1,0,0,0,14,0,14,0,53,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2019-11-12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,1,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,22,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,6,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,4,0,0,7,0,0,1,0,5,0,0,0,0,7,0,1,0,0,0,0,0,0,15,0,0,0,3,7,0,2,0,0,1,0,0,23,6,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-13,13,9,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23,0,3,9,0,4,0,0,0,0,17,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,21,0,0,15,0,0,7,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,37,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,0,6,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,2,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,21,0,1,0,2,2,0,0,0,0,10,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,7,0,0,15,0,0,0,0,16,0,0,0,0,10,0,4,1,0,0,0,6,0,22,0,4,0,16,25,0,26,0,0,29,0,8,36,6,0,19,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,3,6,1,0,0,0,8,0,10,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2019-11-14,11,11,0,0,0,0,1,8,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,0,0,0,6,0,0,0,0,11,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,11,3,0,9,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,19,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,2,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,1,0,0,0,0,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,26,0,0,19,0,0,1,0,12,0,0,0,0,9,0,13,0,0,0,1,22,0,34,0,22,0,10,22,0,21,0,1,10,0,15,36,10,0,13,5,0,0,0,0,26,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,8,0,0,0,0,8,0,6,0,38,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2019-11-15,29,14,0,1,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,25,0,3,2,0,6,0,0,0,0,19,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,9,7,0,6,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,6,2,5,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,17,0,18,0,3,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,0,0,0,4,3,0,0,0,0,16,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,41,0,1,21,0,0,0,0,14,0,0,0,0,7,0,7,0,0,0,0,27,0,51,0,20,0,15,27,0,24,0,0,16,0,9,51,11,0,23,2,0,0,0,0,23,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,7,0,0,7,0,6,0,7,0,33,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-11-18,41,18,0,0,0,0,0,8,0,0,0,0,1,0,12,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,42,0,5,12,0,5,0,0,1,0,22,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,7,1,0,18,0,0,9,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,44,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7,0,6,0,2,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,28,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,14,0,1,0,9,4,0,0,1,0,14,0,0,7,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,0,0,2,0,0,0,0,0,0,0,0,21,0,62,0,0,30,0,0,0,0,16,0,0,0,0,20,0,16,0,0,0,1,40,0,34,0,31,0,12,22,0,34,0,0,24,0,24,95,15,0,26,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,7,0,0,0,0,0,0,0,11,12,0,0,24,0,10,0,19,0,44,0,0,21,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0
2019-11-19,16,7,0,0,0,0,1,6,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,2,4,0,5,0,0,2,0,16,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,3,1,0,10,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,4,1,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,19,0,0,0,4,0,0,0,1,0,8,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,0,4,0,0,0,1,0,0,0,0,16,0,47,0,0,16,0,0,3,0,10,0,0,0,0,9,0,3,0,0,0,1,20,0,34,0,17,0,11,14,0,18,0,0,20,0,14,64,7,0,20,3,0,0,0,0,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8,0,3,0,9,0,41,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
