Region,Codigo region,Comuna,Codigo comuna,Poblacion,2020-03-30,2020-04-01,2020-04-03,2020-04-06,2020-04-08,2020-04-10,2020-04-13,2020-04-15,2020-04-17,2020-04-20,2020-04-24,2020-04-27,2020-05-01,2020-05-04,2020-05-08,2020-05-11,2020-05-15,2020-05-18,2020-05-22,2020-05-25,2020-05-29,2020-06-01,2020-06-05,2020-06-08,2020-06-12,2020-06-15,2020-06-19,2020-06-23,2020-06-28,2020-07-01,2020-07-05,2020-07-10,2020-07-13,2020-07-17,2020-07-20,2020-07-24,2020-07-27,2020-07-31,2020-08-03,2020-08-07,2020-08-10,2020-08-14,2020-08-17,2020-08-21,2020-08-24,2020-08-28
Nuble,16,Pemuco,16105,8639.0,0.0,0.0,0.0,0.0,0.0,0.0,46.3,46.3,46.3,57.9,57.9,69.5,69.5,69.5,69.5,81.0,104.2,115.8,115.8,115.8,127.3,127.3,173.6,185.2,185.2,231.5,567.2,821.9,856.6,879.7,983.9,1041.8,1099.7,1134.4,1157.5,1180.7,1180.7,1192.3,1192.3,1203.8,1215.4,1215.4,1215.4,1215.4,1273.3,1331.2
Nuble,16,Pinto,16106,11880.0,0.0,0.0,50.5,75.8,84.2,84.2,84.2,84.2,84.2,92.6,92.6,101.0,101.0,101.0,101.0,101.0,101.0,117.8,143.1,126.3,126.3,126.3,126.3,143.1,143.1,151.5,218.9,235.7,286.2,294.6,294.6,378.8,454.5,471.4,505.1,547.1,555.6,572.4,572.4,572.4,597.6,614.5,631.3,622.9,639.7,665.0
Nuble,16,Portezuelo,16205,4940.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,81.0,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,222.7,222.7,222.7,242.9,303.6,303.6,384.6,425.1,425.1,445.3,425.1,425.1,425.1,445.3,465.6,465.6,465.6,465.6,526.3
Nuble,16,Quillon,16107,18777.0,21.3,37.3,79.9,90.5,117.2,117.2,122.5,122.5,127.8,138.5,138.5,149.1,159.8,170.4,170.4,175.7,175.7,207.7,207.7,234.3,282.3,292.9,356.8,404.8,468.7,505.9,617.8,623.1,649.7,649.7,681.7,750.9,873.4,905.4,916.0,932.0,948.0,974.6,979.9,985.2,1011.9,1017.2,1027.9,1049.2,1091.8,1139.7
Nuble,16,Quirihue,16201,12192.0,0.0,0.0,0.0,0.0,32.8,32.8,32.8,16.4,24.6,24.6,32.8,32.8,32.8,32.8,32.8,65.6,98.4,131.2,131.2,131.2,139.4,164.0,172.2,172.2,188.6,188.6,205.1,237.9,319.9,319.9,319.9,360.9,467.5,475.7,483.9,508.5,508.5,549.5,574.1,582.3,656.2,771.0,812.0,935.0,976.0,992.5
Nuble,16,Ranquil,16206,6261.0,0.0,0.0,79.9,111.8,143.7,143.7,159.7,143.7,143.7,143.7,143.7,159.7,159.7,159.7,159.7,159.7,159.7,159.7,159.7,159.7,159.7,159.7,159.7,159.7,191.7,191.7,287.5,303.5,335.4,351.4,431.2,431.2,463.2,638.9,670.8,638.9,702.8,654.8,654.8,654.8,750.7,782.6,782.6,798.6,814.6,830.5
Nuble,16,San Carlos,16301,56252.0,14.2,23.1,23.1,33.8,49.8,51.6,55.1,55.1,55.1,56.9,60.4,60.4,62.2,64.0,65.8,74.7,81.8,85.3,92.4,97.8,119.1,126.2,161.8,200.9,257.8,280.9,472.9,512.0,560.0,570.6,657.8,736.0,768.0,812.4,816.0,849.7,869.3,880.0,885.3,896.0,912.0,922.6,938.6,956.4,984.9,1022.2
Nuble,16,San Fabian,16304,4654.0,0.0,107.4,128.9,128.9,128.9,128.9,128.9,128.9,128.9,128.9,150.4,171.9,171.9,171.9,171.9,171.9,171.9,171.9,171.9,171.9,171.9,171.9,171.9,171.9,171.9,171.9,193.4,193.4,193.4,193.4,193.4,214.9,214.9,236.4,300.8,300.8,279.3,300.8,322.3,322.3,322.3,322.3,322.3,322.3,343.8,365.3
Nuble,16,San Ignacio,16108,16624.0,0.0,0.0,0.0,36.1,36.1,36.1,36.1,24.1,24.1,24.1,30.1,36.1,48.1,60.2,66.2,66.2,66.2,84.2,84.2,96.2,144.4,156.4,180.5,198.5,270.7,391.0,661.7,776.0,794.0,794.0,830.1,866.2,944.4,1004.6,1058.7,1010.6,1040.7,1046.7,1064.7,1070.7,1064.7,1070.7,1070.7,1076.8,1094.8,1112.8
Nuble,16,San Nicolas,16305,12172.0,0.0,0.0,32.9,82.2,90.4,98.6,98.6,115.0,115.0,115.0,115.0,131.4,131.4,115.0,123.2,123.2,139.7,139.7,156.1,205.4,213.6,213.6,271.1,287.5,328.6,353.3,443.6,460.1,517.6,517.6,566.9,681.9,788.7,895.5,911.9,920.1,936.6,961.2,1026.9,1076.2,1100.9,1092.7,1125.5,1125.5,1142.0,1224.1
Nuble,16,Treguaco,16207,5696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,17.6,17.6,35.1,52.7,52.7,52.7,35.1,52.7,52.7,52.7,70.2,87.8,87.8,105.3,105.3,105.3,140.4,140.4,140.4,245.8,245.8,263.3,280.9,333.6,456.5
Nuble,16,Yungay,16109,18596.0,0.0,37.6,53.8,139.8,199.0,204.3,225.9,225.9,242.0,247.4,247.4,258.1,279.6,295.8,295.8,295.8,306.5,311.9,317.3,317.3,333.4,333.4,338.8,360.3,371.0,387.2,408.7,419.4,500.1,505.5,521.6,548.5,575.4,607.7,623.8,666.8,699.1,709.8,731.3,747.5,774.4,774.4,785.1,795.9,812.0,817.4
Nuble,16,Total,,511551.0,29.5,47.9,69.8,90.5,107.5,113.0,120.8,123.9,128.2,134.7,140.9,142.9,149.7,153.5,155.6,161.1,174.0,195.1,202.7,224.4,244.6,254.7,281.5,306.1,339.2,361.6,460.0,492.8,547.4,559.7,612.3,677.2,720.7,767.1,793.9,813.8,834.7,851.7,867.6,898.1,922.5,956.7,972.1,1010.1,1049.6,1117.4
Biobio,08,Alto Biobio,08314,6775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,14.8,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,250.9,664.2,1298.9,1446.5,1771.2,1815.5,1948.3,2228.8,2332.1,2391.1,2391.1,2317.3,2391.1,2464.9,2479.7,2494.5,2524.0,2524.0,2538.7,2553.5,2553.5,2583.0,2597.8,2597.8,2612.5,2612.5,2627.3
Biobio,08,Antuco,08302,4306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,46.4,69.7,92.9,92.9,92.9,325.1,371.6,418.0,441.2,534.1,557.4,603.8,905.7,1045.1,1091.5,1091.5,1091.5,1207.6,1254.1,1254.1,1277.3,1393.4,1439.9,1439.9,1439.9,1463.1,1463.1,1486.3,1486.3,1486.3,1509.5
Biobio,08,Arauco,08202,38679.0,0.0,12.9,15.5,15.5,15.5,15.5,15.5,12.9,15.5,15.5,15.5,15.5,15.5,15.5,28.4,38.8,38.8,46.5,72.4,87.9,113.8,162.9,175.8,193.9,219.8,235.3,346.4,429.2,579.1,625.7,703.2,739.4,739.4,765.3,798.9,842.8,910.1,992.8,1036.7,1101.4,1147.9,1194.4,1241.0,1303.0,1409.0,1442.6
Biobio,08,Cabrero,08303,30725.0,0.0,0.0,0.0,0.0,0.0,13.0,22.8,26.0,29.3,29.3,42.3,48.8,52.1,52.1,71.6,71.6,74.9,78.1,84.6,84.6,87.9,94.4,97.6,110.7,120.4,146.5,400.3,582.6,423.1,371.0,384.1,406.8,419.9,439.4,455.7,468.7,468.7,481.7,498.0,517.5,533.8,540.3,550.0,595.6,628.2,641.2
Biobio,08,Canete,08203,37003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,8.1,24.3,29.7,37.8,40.5,54.0,56.8,56.8,64.9,86.5,89.2,89.2,91.9,97.3,105.4,127.0,181.1,210.8,275.7,310.8,329.7,364.8,383.8,416.2,470.2,527.0,567.5,613.5
Biobio,08,Chiguayante,08103,91180.0,6.6,19.7,28.5,35.1,38.4,43.9,45.0,40.6,42.8,45.0,62.5,63.6,66.9,75.7,77.9,82.3,84.4,92.1,95.4,96.5,106.4,118.4,130.5,138.2,163.4,178.8,247.9,278.6,334.5,354.2,388.2,437.6,472.7,515.5,550.6,581.3,614.2,654.7,671.2,728.2,774.3,848.9,901.5,972.8,1058.3,1143.9
Biobio,08,Concepcion,08101,238092.0,11.8,19.7,22.3,29.4,30.7,34.0,38.6,54.6,59.6,62.6,57.1,58.4,61.7,59.2,66.8,71.8,74.3,77.3,87.8,99.1,119.3,134.8,149.1,161.7,194.9,227.2,322.1,388.9,465.4,492.2,527.5,571.2,598.1,629.2,659.8,694.3,711.5,744.3,777.0,816.5,849.7,912.7,965.6,1035.7,1107.1,1209.2
Biobio,08,Contulmo,08204,6330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,15.8,15.8,15.8,63.2,158.0,505.5,631.9,663.5,679.3,679.3,679.3,710.9,710.9,726.7,726.7,726.7,726.7,758.3,774.1,821.5,821.5,821.5,884.7
Biobio,08,Coronel,08102,125829.0,0.0,8.7,9.5,10.3,14.3,14.3,14.3,11.9,11.9,11.9,12.7,14.3,16.7,17.5,23.0,23.8,31.0,36.6,44.5,52.5,88.2,126.4,155.8,171.7,218.6,245.6,408.5,499.9,626.2,673.9,759.0,839.2,869.4,920.3,948.9,999.8,1040.3,1087.2,1127.7,1204.8,1266.8,1326.4,1366.1,1432.1,1475.8,1556.9
Biobio,08,Curanilahue,08205,33892.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,5.9,5.9,3.0,3.0,8.9,8.9,11.8,14.8,14.8,14.8,17.7,20.7,23.6,38.4,64.9,76.7,91.5,135.7,162.3,174.1,185.9,289.2,365.9,436.7,472.1,513.4,566.5,581.3,604.9,637.3,672.7,699.3,702.2,711.1,731.7,787.8
Biobio,08,Florida,08104,11841.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,33.8,33.8,33.8,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,33.8,33.8,42.2,42.2,42.2,42.2,50.7,59.1,76.0,109.8,236.5,253.4,287.1,304.0,304.0,320.9,320.9,388.5,498.3,498.3,506.7,565.8,574.3,582.7,616.5,684.1,726.3,785.4
Biobio,08,Hualpen,08112,97273.0,0.0,40.1,51.4,68.9,76.1,85.3,95.6,66.8,72.0,79.2,105.9,106.9,105.9,118.2,123.4,126.4,133.6,136.7,146.0,150.1,156.3,163.5,179.9,189.2,204.6,223.1,269.3,308.4,418.4,448.2,512.0,570.6,634.3,665.1,673.4,722.7,753.5,786.4,823.5,883.1,930.4,1016.7,1062.0,1136.0,1215.1,1326.2
